date,nn_signal,tda_turbulence,tda_regime_multiplier,has_position,blocked_reason,position_size_if_traded,portfolio_value,num_trades_so_far
2023-03-06,0.414275,0.027775,0.983335,False,NN_SIGNAL_TOO_HIGH_SELL,14385.71,100000.00,0
2023-03-07,0.329749,0.027789,0.983327,False,NN_SIGNAL_TOO_HIGH_SELL,14548.04,100000.00,0
2023-03-08,0.287313,0.027478,0.983513,False,NN_SIGNAL_TOO_HIGH_SELL,14571.78,100000.00,0
2023-03-09,0.303286,0.027394,0.983564,False,NN_SIGNAL_TOO_HIGH_SELL,14679.33,100000.00,0
2023-03-10,0.315049,0.027551,0.983469,False,NN_SIGNAL_TOO_HIGH_SELL,14467.51,100000.00,0
2023-03-13,0.369757,0.028127,0.983124,False,NN_SIGNAL_TOO_HIGH_SELL,14446.89,100000.00,0
2023-03-14,0.393791,0.028219,0.983069,False,NN_SIGNAL_TOO_HIGH_SELL,14685.70,100000.00,0
2023-03-15,0.373659,0.028059,0.983165,False,NN_SIGNAL_TOO_HIGH_SELL,14593.86,100000.00,0
2023-03-16,0.330866,0.029248,0.982451,False,NN_SIGNAL_TOO_HIGH_SELL,14469.14,100000.00,0
2023-03-17,0.314917,0.028750,0.982750,False,NN_SIGNAL_TOO_HIGH_SELL,14676.27,100000.00,0
2023-03-20,0.249182,0.028173,0.983096,False,NN_SIGNAL_TOO_HIGH_SELL,14437.46,100000.00,0
2023-03-21,0.246418,0.027302,0.983619,False,NN_SIGNAL_TOO_HIGH_SELL,14627.03,100000.00,0
2023-03-22,0.226181,0.027584,0.983449,False,NN_SIGNAL_TOO_HIGH_SELL,14377.69,100000.00,0
2023-03-23,0.207243,0.027601,0.983440,False,NN_SIGNAL_TOO_HIGH_SELL,14416.56,100000.00,0
2023-03-24,0.235064,0.027315,0.983611,False,NN_SIGNAL_TOO_HIGH_SELL,14511.16,100000.00,0
2023-03-27,0.250947,0.027565,0.983461,False,NN_SIGNAL_TOO_HIGH_SELL,14538.29,100000.00,0
2023-03-28,0.234598,0.026468,0.984119,False,NN_SIGNAL_TOO_HIGH_SELL,14505.66,100000.00,0
2023-03-29,0.245972,0.026903,0.983858,False,NN_SIGNAL_TOO_HIGH_SELL,14716.50,100000.00,0
2023-03-30,0.287273,0.027575,0.983455,False,NN_SIGNAL_TOO_HIGH_SELL,14413.12,100000.00,0
2023-03-31,0.298914,0.028924,0.982646,False,NN_SIGNAL_TOO_HIGH_SELL,14616.27,100000.00,0
2023-04-03,0.337875,0.028400,0.982960,False,NN_SIGNAL_TOO_HIGH_SELL,14671.97,100000.00,0
2023-04-04,0.318322,0.028228,0.983063,False,NN_SIGNAL_TOO_HIGH_SELL,14590.57,100000.00,0
2023-04-05,0.303793,0.028060,0.983164,False,NN_SIGNAL_TOO_HIGH_SELL,14552.36,100000.00,0
2023-04-06,0.315720,0.027905,0.983257,False,NN_SIGNAL_TOO_HIGH_SELL,14609.13,100000.00,0
2023-04-10,0.325441,0.027679,0.983392,False,NN_SIGNAL_TOO_HIGH_SELL,14624.13,100000.00,0
2023-04-11,0.346537,0.028049,0.983170,False,NN_SIGNAL_TOO_HIGH_SELL,14628.05,100000.00,0
2023-04-12,0.359362,0.027465,0.983521,False,NN_SIGNAL_TOO_HIGH_SELL,14568.43,100000.00,0
2023-04-13,0.400410,0.027675,0.983395,False,NN_SIGNAL_TOO_HIGH_SELL,14362.97,100000.00,0
2023-04-14,0.447038,0.027732,0.983361,False,NN_SIGNAL_TOO_HIGH_SELL,14725.88,100000.00,0
2023-04-17,0.415766,0.028158,0.983105,False,NN_SIGNAL_TOO_HIGH_SELL,14379.29,100000.00,0
2023-04-18,0.402573,0.028416,0.982950,False,NN_SIGNAL_TOO_HIGH_SELL,14388.67,100000.00,0
2023-04-19,0.397485,0.028174,0.983095,False,NN_SIGNAL_TOO_HIGH_SELL,14386.24,100000.00,0
2023-04-20,0.411023,0.028123,0.983126,False,NN_SIGNAL_TOO_HIGH_SELL,14705.17,100000.00,0
2023-04-21,0.392048,0.027798,0.983321,False,NN_SIGNAL_TOO_HIGH_SELL,14716.59,100000.00,0
2023-04-24,0.378610,0.027446,0.983532,False,NN_SIGNAL_TOO_HIGH_SELL,14731.95,100000.00,0
2023-04-25,0.357899,0.026113,0.984332,False,NN_SIGNAL_TOO_HIGH_SELL,14498.09,100000.00,0
2023-04-26,0.371503,0.025164,0.984901,False,NN_SIGNAL_TOO_HIGH_SELL,14436.69,100000.00,0
2023-04-27,0.403924,0.023523,0.985886,False,NN_SIGNAL_TOO_HIGH_SELL,14724.09,100000.00,0
2023-04-28,0.409587,0.024154,0.985508,False,NN_SIGNAL_TOO_HIGH_SELL,14448.42,100000.00,0
2023-05-01,0.387663,0.024631,0.985222,False,NN_SIGNAL_TOO_HIGH_SELL,14433.83,100000.00,0
2023-05-02,0.348658,0.024529,0.985283,False,NN_SIGNAL_TOO_HIGH_SELL,14668.04,100000.00,0
2023-05-03,0.346161,0.023892,0.985665,False,NN_SIGNAL_TOO_HIGH_SELL,14567.36,100000.00,0
2023-05-04,0.344107,0.024318,0.985409,False,NN_SIGNAL_TOO_HIGH_SELL,14464.18,100000.00,0
2023-05-05,0.351784,0.023508,0.985895,False,NN_SIGNAL_TOO_HIGH_SELL,14731.95,100000.00,0
2023-05-08,0.372840,0.022512,0.986493,False,NN_SIGNAL_TOO_HIGH_SELL,14735.87,100000.00,0
2023-05-09,0.336113,0.021603,0.987038,False,NN_SIGNAL_TOO_HIGH_SELL,14671.25,100000.00,0
2023-05-10,0.334278,0.020278,0.987833,False,NN_SIGNAL_TOO_HIGH_SELL,14739.80,100000.00,0
2023-05-11,0.364972,0.020203,0.987878,False,NN_SIGNAL_TOO_HIGH_SELL,14714.10,100000.00,0
2023-05-12,0.392574,0.020175,0.987895,False,NN_SIGNAL_TOO_HIGH_SELL,14694.82,100000.00,0
2023-05-15,0.401700,0.020074,0.987956,False,NN_SIGNAL_TOO_HIGH_SELL,14745.51,100000.00,0
2023-05-16,0.404352,0.020434,0.987739,False,NN_SIGNAL_TOO_HIGH_SELL,14646.98,100000.00,0
2023-05-17,0.401976,0.019410,0.988354,False,NN_SIGNAL_TOO_HIGH_SELL,14824.77,100000.00,0
2023-05-18,0.404689,0.018936,0.988638,False,NN_SIGNAL_TOO_HIGH_SELL,14563.05,100000.00,0
2023-05-19,0.405099,0.019239,0.988457,False,NN_SIGNAL_TOO_HIGH_SELL,14541.86,100000.00,0
2023-05-22,0.407209,0.018963,0.988622,False,NN_SIGNAL_TOO_HIGH_SELL,14547.77,100000.00,0
2023-05-23,0.412849,0.018616,0.988831,False,NN_SIGNAL_TOO_HIGH_SELL,14784.07,100000.00,0
2023-05-24,0.417482,0.018618,0.988829,False,NN_SIGNAL_TOO_HIGH_SELL,14676.97,100000.00,0
2023-05-25,0.403576,0.019366,0.988380,False,NN_SIGNAL_TOO_HIGH_SELL,14804.07,100000.00,0
2023-05-26,0.402229,0.019595,0.988243,False,NN_SIGNAL_TOO_HIGH_SELL,14590.50,100000.00,0
2023-05-30,0.397528,0.020078,0.987953,False,NN_SIGNAL_TOO_HIGH_SELL,14596.05,100000.00,0
2023-05-31,0.383838,0.020124,0.987926,False,NN_SIGNAL_TOO_HIGH_SELL,14515.12,100000.00,0
2023-06-01,0.380302,0.019670,0.988198,False,NN_SIGNAL_TOO_HIGH_SELL,14653.02,100000.00,0
2023-06-02,0.375375,0.019829,0.988102,False,NN_SIGNAL_TOO_HIGH_SELL,14452.01,100000.00,0
2023-06-05,0.354336,0.019828,0.988103,False,NN_SIGNAL_TOO_HIGH_SELL,14424.32,100000.00,0
2023-06-06,0.317762,0.019903,0.988058,False,NN_SIGNAL_TOO_HIGH_SELL,14455.73,100000.00,0
2023-06-07,0.335892,0.020191,0.987886,False,NN_SIGNAL_TOO_HIGH_SELL,14817.33,100000.00,0
2023-06-08,0.359249,0.020274,0.987835,False,NN_SIGNAL_TOO_HIGH_SELL,14492.87,100000.00,0
2023-06-09,0.347048,0.019674,0.988196,False,NN_SIGNAL_TOO_HIGH_SELL,14518.88,100000.00,0
2023-06-12,0.333787,0.019792,0.988125,False,NN_SIGNAL_TOO_HIGH_SELL,14650.59,100000.00,0
2023-06-13,0.310664,0.019597,0.988242,False,NN_SIGNAL_TOO_HIGH_SELL,14747.19,100000.00,0
2023-06-14,0.292890,0.019493,0.988304,False,NN_SIGNAL_TOO_HIGH_SELL,14764.74,100000.00,0
2023-06-15,0.302235,0.019139,0.988516,False,NN_SIGNAL_TOO_HIGH_SELL,14520.71,100000.00,0
2023-06-16,0.285488,0.019201,0.988479,False,NN_SIGNAL_TOO_HIGH_SELL,14471.25,100000.00,0
2023-06-20,0.247422,0.019438,0.988337,False,NN_SIGNAL_TOO_HIGH_SELL,14819.59,100000.00,0
2023-06-21,0.243197,0.018206,0.989076,False,NN_SIGNAL_TOO_HIGH_SELL,14743.66,100000.00,0
2023-06-22,0.251143,0.017114,0.989732,False,NN_SIGNAL_TOO_HIGH_SELL,14796.88,100000.00,0
2023-06-23,0.258827,0.016321,0.990207,False,NN_SIGNAL_TOO_HIGH_SELL,14685.01,100000.00,0
2023-06-26,0.274360,0.016216,0.990270,False,NN_SIGNAL_TOO_HIGH_SELL,14625.02,100000.00,0
2023-06-27,0.301815,0.016440,0.990136,False,NN_SIGNAL_TOO_HIGH_SELL,14785.35,100000.00,0
2023-06-28,0.339227,0.016588,0.990047,False,NN_SIGNAL_TOO_HIGH_SELL,14792.81,100000.00,0
2023-06-29,0.346900,0.016405,0.990157,False,NN_SIGNAL_TOO_HIGH_SELL,14851.11,100000.00,0
2023-06-30,0.357446,0.016653,0.990008,False,NN_SIGNAL_TOO_HIGH_SELL,14597.04,100000.00,0
2023-07-03,0.364194,0.016579,0.990053,False,NN_SIGNAL_TOO_HIGH_SELL,14613.84,100000.00,0
2023-07-05,0.360931,0.016343,0.990194,False,NN_SIGNAL_TOO_HIGH_SELL,14592.10,100000.00,0
2023-07-06,0.373304,0.016210,0.990274,False,NN_SIGNAL_TOO_HIGH_SELL,14477.84,100000.00,0
2023-07-07,0.381333,0.016047,0.990372,False,NN_SIGNAL_TOO_HIGH_SELL,14441.29,100000.00,0
2023-07-10,0.388308,0.016206,0.990276,False,NN_SIGNAL_TOO_HIGH_SELL,14477.84,100000.00,0
2023-07-11,0.397331,0.016164,0.990302,False,NN_SIGNAL_TOO_HIGH_SELL,14570.04,100000.00,0
2023-07-12,0.410188,0.015757,0.990546,False,NN_SIGNAL_TOO_HIGH_SELL,14687.27,100000.00,0
2023-07-13,0.418937,0.015668,0.990599,False,NN_SIGNAL_TOO_HIGH_SELL,14803.84,100000.00,0
2023-07-14,0.416230,0.015554,0.990668,False,NN_SIGNAL_TOO_HIGH_SELL,14794.62,100000.00,0
2023-07-17,0.425162,0.015705,0.990577,False,NN_SIGNAL_TOO_HIGH_SELL,14845.99,100000.00,0
2023-07-18,0.438359,0.015548,0.990671,False,NN_SIGNAL_TOO_HIGH_SELL,14516.41,100000.00,0
2023-07-19,0.451751,0.015350,0.990790,False,NN_SIGNAL_TOO_HIGH_SELL,14548.70,100000.00,0
2023-07-20,0.445437,0.015227,0.990864,False,NN_SIGNAL_TOO_HIGH_SELL,14452.17,100000.00,0
2023-07-21,0.437975,0.014989,0.991006,False,NN_SIGNAL_TOO_HIGH_SELL,14452.17,100000.00,0
2023-07-24,0.429912,0.014647,0.991212,False,NN_SIGNAL_TOO_HIGH_SELL,14516.73,100000.00,0
2023-07-25,0.431352,0.014624,0.991226,False,NN_SIGNAL_TOO_HIGH_SELL,14556.37,100000.00,0
2023-07-26,0.458352,0.014484,0.991309,False,NN_SIGNAL_TOO_HIGH_SELL,14558.60,100000.00,0
2023-07-27,0.450506,0.014260,0.991444,False,NN_SIGNAL_TOO_HIGH_SELL,14462.08,100000.00,0
2023-07-28,0.445785,0.014775,0.991135,False,NN_SIGNAL_TOO_HIGH_SELL,14603.67,100000.00,0
2023-07-31,0.444268,0.014763,0.991142,False,NN_SIGNAL_TOO_HIGH_SELL,14631.47,100000.00,0
2023-08-01,0.429827,0.014537,0.991278,False,NN_SIGNAL_TOO_HIGH_SELL,14589.61,100000.00,0
2023-08-02,0.429397,0.014496,0.991302,False,NN_SIGNAL_TOO_HIGH_SELL,14822.61,100000.00,0
2023-08-03,0.430072,0.014744,0.991154,False,NN_SIGNAL_TOO_HIGH_SELL,14780.13,100000.00,0
2023-08-04,0.439058,0.015182,0.990891,False,NN_SIGNAL_TOO_HIGH_SELL,14713.29,100000.00,0
2023-08-07,0.436464,0.014723,0.991166,False,NN_SIGNAL_TOO_HIGH_SELL,14841.71,100000.00,0
2023-08-08,0.433053,0.014775,0.991135,False,NN_SIGNAL_TOO_HIGH_SELL,14777.17,100000.00,0
2023-08-09,0.431157,0.014627,0.991224,False,NN_SIGNAL_TOO_HIGH_SELL,14678.38,100000.00,0
2023-08-10,0.434251,0.014566,0.991260,False,NN_SIGNAL_TOO_HIGH_SELL,14683.65,100000.00,0
2023-08-11,0.440643,0.014404,0.991358,False,NN_SIGNAL_TOO_HIGH_SELL,14675.09,100000.00,0
2023-08-14,0.441846,0.014513,0.991292,False,NN_SIGNAL_TOO_HIGH_SELL,14756.09,100000.00,0
2023-08-15,0.428696,0.015085,0.990949,False,NN_SIGNAL_TOO_HIGH_SELL,14584.20,100000.00,0
2023-08-16,0.401390,0.015450,0.990730,False,NN_SIGNAL_TOO_HIGH_SELL,14477.18,100000.00,0
2023-08-17,0.402309,0.015574,0.990656,False,NN_SIGNAL_TOO_HIGH_SELL,14789.42,100000.00,0
2023-08-18,0.423863,0.015568,0.990659,False,NN_SIGNAL_TOO_HIGH_SELL,14796.54,100000.00,0
2023-08-21,0.444112,0.015740,0.990556,False,NN_SIGNAL_TOO_HIGH_SELL,14467.30,100000.00,0
2023-08-22,0.447389,0.015881,0.990471,False,NN_SIGNAL_TOO_HIGH_SELL,14852.47,100000.00,0
2023-08-23,0.437156,0.016484,0.990110,False,NN_SIGNAL_TOO_HIGH_SELL,14588.81,100000.00,0
2023-08-24,0.440733,0.016939,0.989837,False,NN_SIGNAL_TOO_HIGH_SELL,14809.76,100000.00,0
2023-08-25,0.435585,0.018142,0.989115,False,NN_SIGNAL_TOO_HIGH_SELL,14488.05,100000.00,0
2023-08-28,0.448285,0.018421,0.988947,False,NN_SIGNAL_TOO_HIGH_SELL,14579.92,100000.00,0
2023-08-29,0.453281,0.018848,0.988691,False,NN_SIGNAL_TOO_HIGH_SELL,14790.67,100000.00,0
2023-08-30,0.458748,0.019017,0.988590,False,NN_SIGNAL_TOO_HIGH_SELL,14414.78,100000.00,0
2023-08-31,0.449202,0.019130,0.988522,False,NN_SIGNAL_TOO_HIGH_SELL,14393.68,100000.00,0
2023-09-01,0.432821,0.019513,0.988292,False,NN_SIGNAL_TOO_HIGH_SELL,14420.53,100000.00,0
2023-09-05,0.428884,0.019597,0.988242,False,NN_SIGNAL_TOO_HIGH_SELL,14793.30,100000.00,0
2023-09-06,0.435498,0.019483,0.988310,False,NN_SIGNAL_TOO_HIGH_SELL,14693.86,100000.00,0
2023-09-07,0.449996,0.019630,0.988222,False,NN_SIGNAL_TOO_HIGH_SELL,14648.74,100000.00,0
2023-09-08,0.459726,0.019298,0.988421,False,NN_SIGNAL_TOO_HIGH_SELL,14670.80,100000.00,0
2023-09-11,0.450193,0.019294,0.988423,False,NN_SIGNAL_TOO_HIGH_SELL,14767.29,100000.00,0
2023-09-12,0.424146,0.019314,0.988411,False,NN_SIGNAL_TOO_HIGH_SELL,14686.28,100000.00,0
2023-09-13,0.421330,0.019219,0.988468,False,NN_SIGNAL_TOO_HIGH_SELL,14703.41,100000.00,0
2023-09-14,0.431286,0.018915,0.988651,False,NN_SIGNAL_TOO_HIGH_SELL,14394.00,100000.00,0
2023-09-15,0.418181,0.019200,0.988480,False,NN_SIGNAL_TOO_HIGH_SELL,14651.51,100000.00,0
2023-09-18,0.406650,0.018654,0.988808,False,NN_SIGNAL_TOO_HIGH_SELL,14660.10,100000.00,0
2023-09-19,0.384770,0.018109,0.989135,False,NN_SIGNAL_TOO_HIGH_SELL,14629.70,100000.00,0
2023-09-20,0.393486,0.018245,0.989053,False,NN_SIGNAL_TOO_HIGH_SELL,14495.20,100000.00,0
2023-09-21,0.417782,0.018768,0.988739,False,NN_SIGNAL_TOO_HIGH_SELL,14674.90,100000.00,0
2023-09-22,0.468328,0.019160,0.988504,False,NN_SIGNAL_TOO_HIGH_SELL,14641.91,100000.00,0
2023-09-25,0.508733,0.019409,0.988354,False,NO_SIGNAL,14703.47,100000.00,0
2023-09-26,0.500096,0.019522,0.988287,False,NO_SIGNAL,14487.46,100000.00,0
2023-09-27,0.484314,0.019812,0.988113,False,NO_SIGNAL,14493.25,100000.00,0
2023-09-28,0.484611,0.019849,0.988090,False,NO_SIGNAL,14577.27,100000.00,0
2023-09-29,0.477047,0.019929,0.988043,False,NN_SIGNAL_TOO_HIGH_SELL,14541.89,100000.00,0
2023-10-02,0.453203,0.019200,0.988480,False,NN_SIGNAL_TOO_HIGH_SELL,14536.11,100000.00,0
2023-10-03,0.426464,0.018624,0.988825,False,NN_SIGNAL_TOO_HIGH_SELL,14751.28,100000.00,0
2023-10-04,0.402193,0.019258,0.988445,False,NN_SIGNAL_TOO_HIGH_SELL,14445.96,100000.00,0
2023-10-05,0.396905,0.019605,0.988237,False,NN_SIGNAL_TOO_HIGH_SELL,14440.52,100000.00,0
2023-10-06,0.370558,0.019452,0.988329,False,NN_SIGNAL_TOO_HIGH_SELL,14611.97,100000.00,0
2023-10-09,0.362071,0.019596,0.988243,False,NN_SIGNAL_TOO_HIGH_SELL,14705.52,100000.00,0
2023-10-10,0.319246,0.019666,0.988200,False,NN_SIGNAL_TOO_HIGH_SELL,14782.06,100000.00,0
2023-10-11,0.281579,0.018943,0.988634,False,NN_SIGNAL_TOO_HIGH_SELL,14418.53,100000.00,0
2023-10-12,0.259417,0.018923,0.988646,False,NN_SIGNAL_TOO_HIGH_SELL,14752.12,100000.00,0
2023-10-13,0.246963,0.018510,0.988894,False,NN_SIGNAL_TOO_HIGH_SELL,14678.64,100000.00,0
2023-10-16,0.253203,0.018535,0.988879,False,NN_SIGNAL_TOO_HIGH_SELL,14833.08,100000.00,0
2023-10-17,0.290109,0.018414,0.988952,False,NN_SIGNAL_TOO_HIGH_SELL,14832.40,100000.00,0
2023-10-18,0.306701,0.019155,0.988507,False,NN_SIGNAL_TOO_HIGH_SELL,14634.76,100000.00,0
2023-10-19,0.320943,0.019552,0.988269,False,NN_SIGNAL_TOO_HIGH_SELL,14506.17,100000.00,0
2023-10-20,0.359026,0.020748,0.987551,False,NN_SIGNAL_TOO_HIGH_SELL,14737.29,100000.00,0
2023-10-23,0.389683,0.020516,0.987690,False,NN_SIGNAL_TOO_HIGH_SELL,14711.75,100000.00,0
2023-10-24,0.415528,0.020452,0.987729,False,NN_SIGNAL_TOO_HIGH_SELL,14410.92,100000.00,0
2023-10-25,0.426935,0.020294,0.987823,False,NN_SIGNAL_TOO_HIGH_SELL,14609.93,100000.00,0
2023-10-26,0.422542,0.020901,0.987459,False,NN_SIGNAL_TOO_HIGH_SELL,14434.98,100000.00,0
2023-10-27,0.437099,0.020860,0.987484,False,NN_SIGNAL_TOO_HIGH_SELL,14768.70,100000.00,0
2023-10-30,0.446224,0.020669,0.987599,False,NN_SIGNAL_TOO_HIGH_SELL,14541.35,100000.00,0
2023-10-31,0.454808,0.020508,0.987695,False,NN_SIGNAL_TOO_HIGH_SELL,14632.67,100000.00,0
2023-11-01,0.452650,0.020481,0.987712,False,NN_SIGNAL_TOO_HIGH_SELL,14788.72,100000.00,0
2023-11-02,0.449491,0.021181,0.987291,False,NN_SIGNAL_TOO_HIGH_SELL,14653.47,100000.00,0
2023-11-03,0.424097,0.022234,0.986660,False,NN_SIGNAL_TOO_HIGH_SELL,14787.16,100000.00,0
2023-11-06,0.356496,0.022316,0.986610,False,NN_SIGNAL_TOO_HIGH_SELL,14397.72,100000.00,0
2023-11-07,0.289502,0.022097,0.986742,False,NN_SIGNAL_TOO_HIGH_SELL,14438.69,100000.00,0
2023-11-08,0.259623,0.021832,0.986901,False,NN_SIGNAL_TOO_HIGH_SELL,14449.27,100000.00,0
2023-11-09,0.242974,0.021684,0.986989,False,NN_SIGNAL_TOO_HIGH_SELL,14758.25,100000.00,0
2023-11-10,0.240324,0.021781,0.986931,False,NN_SIGNAL_TOO_HIGH_SELL,14560.30,100000.00,0
2023-11-13,0.252456,0.021950,0.986830,False,NN_SIGNAL_TOO_HIGH_SELL,14546.42,100000.00,0
2023-11-14,0.247047,0.022815,0.986311,False,NN_SIGNAL_TOO_HIGH_SELL,14392.50,100000.00,0
2023-11-15,0.256442,0.023166,0.986100,False,NN_SIGNAL_TOO_HIGH_SELL,14422.97,100000.00,0
2023-11-16,0.235998,0.023355,0.985987,False,NN_SIGNAL_TOO_HIGH_SELL,14440.61,100000.00,0
2023-11-17,0.231332,0.022685,0.986389,False,NN_SIGNAL_TOO_HIGH_SELL,14458.57,100000.00,0
2023-11-20,0.235082,0.022269,0.986638,False,NN_SIGNAL_TOO_HIGH_SELL,14569.86,100000.00,0
2023-11-21,0.241502,0.021901,0.986859,False,NN_SIGNAL_TOO_HIGH_SELL,14538.11,100000.00,0
2023-11-22,0.245373,0.021955,0.986827,False,NN_SIGNAL_TOO_HIGH_SELL,14594.24,100000.00,0
2023-11-24,0.274155,0.022376,0.986574,False,NN_SIGNAL_TOO_HIGH_SELL,14603.22,100000.00,0
2023-11-27,0.306957,0.022463,0.986522,False,NN_SIGNAL_TOO_HIGH_SELL,14576.92,100000.00,0
2023-11-28,0.355543,0.022384,0.986569,False,NN_SIGNAL_TOO_HIGH_SELL,14591.35,100000.00,0
2023-11-29,0.401962,0.022806,0.986317,False,NN_SIGNAL_TOO_HIGH_SELL,14581.09,100000.00,0
2023-11-30,0.435272,0.023311,0.986013,False,NN_SIGNAL_TOO_HIGH_SELL,14638.50,100000.00,0
2023-12-01,0.453677,0.023468,0.985919,False,NN_SIGNAL_TOO_HIGH_SELL,14725.10,100000.00,0
2023-12-04,0.456274,0.023064,0.986162,False,NN_SIGNAL_TOO_HIGH_SELL,14647.80,100000.00,0
2023-12-05,0.444725,0.023354,0.985988,False,NN_SIGNAL_TOO_HIGH_SELL,14644.92,100000.00,0
2023-12-06,0.445918,0.022866,0.986281,False,NN_SIGNAL_TOO_HIGH_SELL,14585.90,100000.00,0
2023-12-07,0.436015,0.022646,0.986413,False,NN_SIGNAL_TOO_HIGH_SELL,14697.20,100000.00,0
2023-12-08,0.466517,0.022368,0.986579,False,NN_SIGNAL_TOO_HIGH_SELL,14760.38,100000.00,0
2023-12-11,0.450307,0.021685,0.986989,False,NN_SIGNAL_TOO_HIGH_SELL,14368.77,100000.00,0
2023-12-12,0.421183,0.020278,0.987833,False,NN_SIGNAL_TOO_HIGH_SELL,14434.40,100000.00,0
2023-12-13,0.390992,0.018873,0.988676,False,NN_SIGNAL_TOO_HIGH_SELL,14633.45,100000.00,0
2023-12-14,0.379427,0.017695,0.989383,False,NN_SIGNAL_TOO_HIGH_SELL,14680.41,100000.00,0
2023-12-15,0.340816,0.017378,0.989573,False,NN_SIGNAL_TOO_HIGH_SELL,14656.24,100000.00,0
2023-12-18,0.319385,0.017381,0.989571,False,NN_SIGNAL_TOO_HIGH_SELL,14738.68,100000.00,0
2023-12-19,0.292338,0.016743,0.989954,False,NN_SIGNAL_TOO_HIGH_SELL,14828.31,100000.00,0
2023-12-20,0.282742,0.016549,0.990070,False,NN_SIGNAL_TOO_HIGH_SELL,14622.83,100000.00,0
2023-12-21,0.282785,0.016943,0.989834,False,NN_SIGNAL_TOO_HIGH_SELL,14761.48,100000.00,0
2023-12-22,0.296733,0.017652,0.989409,False,NN_SIGNAL_TOO_HIGH_SELL,14791.15,100000.00,0
