timestamp,calculation_type,ticker,account_balance,entry_price,stop_price,target_price,atr,volatility,kelly_fraction,position_size,position_value,risk_amount,portfolio_heat,notes
2026-01-14T20:52:39.248967,position_size,XLK,20000.0,102.5102310180664,98.9696,,,1.7703029641593377,0.25,19,1947.6943893432617,67.27198934326172,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:39.450644,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.003363599467163086,"Can open: True, Max heat: 0.2"
2026-01-14T20:52:39.450809,position_size,XLK,20000.0,103.6570816040039,100.1373,,,1.759899966542072,0.25,19,1969.4845504760742,66.87585047607429,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:40.512463,position_size,XLK,20000.0,102.95513153076172,100.3463,,,1.3044179847145614,0.25,19,1956.1474990844727,49.56779908447267,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:40.723262,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.0024783899542236334,"Can open: True, Max heat: 0.2"
2026-01-14T20:52:40.723376,position_size,XLK,20000.0,103.24185180664062,100.6314,,,1.305237752498955,0.25,19,1961.5951843261719,49.59858432617189,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:40.906289,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.0024783899542236334,"Can open: True, Max heat: 0.2"
2026-01-14T20:52:40.906393,position_size,XLK,20000.0,102.24823760986328,99.7135,,,1.2673809336959931,0.25,19,1942.7165145874023,48.160014587402415,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:41.087059,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.0024783899542236334,"Can open: True, Max heat: 0.2"
2026-01-14T20:52:41.087158,position_size,XLK,20000.0,102.52012634277344,99.9794,,,1.2703588610705094,0.25,19,1947.8824005126953,48.273800512695345,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:41.269486,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.0024783899542236334,"Can open: True, Max heat: 0.2"
2026-01-14T20:52:41.269599,position_size,XLK,20000.0,100.89869689941406,98.2734,,,1.3126635266108408,0.25,19,1917.0752410888672,49.88064108886728,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:45.119278,position_size,XLK,20000.0,97.41363525390625,93.9632,,,1.7252294034921658,0.25,20,1948.272705078125,69.00870507812499,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:45.300648,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.0034504352539062493,"Can open: True, Max heat: 0.2"
2026-01-14T20:52:45.300793,position_size,XLK,20000.0,100.1275405883789,96.6368,,,1.7453564448759258,0.25,19,1902.4232711791992,66.32407117919934,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:45.481268,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.0034504352539062493,"Can open: True, Max heat: 0.2"
2026-01-14T20:52:45.481378,position_size,XLK,20000.0,101.3040542602539,97.79,,,1.7570088076846915,0.25,19,1924.7770309448242,66.7670309448241,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:47.717671,position_size,XLK,20000.0,106.35121154785156,104.2644,,,1.0433994497971903,0.25,18,1914.3218078613281,37.56260786132822,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:48.781576,position_size,XLK,20000.0,103.8894271850586,100.9863,,,1.4515787118905337,0.25,19,1973.8991165161133,55.15941651611328,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:52:48.996074,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.002757970825805664,"Can open: True, Max heat: 0.2"
