timestamp,calculation_type,ticker,account_balance,entry_price,stop_price,target_price,atr,volatility,kelly_fraction,position_size,position_value,risk_amount,portfolio_heat,notes
2026-01-14T20:51:10.278152,position_size,XLF,20000.0,39.219512939453125,38.4205,,,0.3995069292930649,0.25,50,1960.9756469726562,39.9506469726564,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:51:10.463453,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.00199753234863282,"Can open: True, Max heat: 0.2"
2026-01-14T20:51:10.463574,position_size,XLF,20000.0,39.22922134399414,38.4774,,,0.37592477598588153,0.25,50,1961.461067199707,37.591067199706885,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:51:13.841645,position_size,XLF,20000.0,41.053367614746094,40.2622,,,0.3955933466194591,0.25,48,1970.5616455078125,37.9760455078125,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:51:14.027676,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.001898802275390625,"Can open: True, Max heat: 0.2"
2026-01-14T20:51:14.027793,position_size,XLF,20000.0,40.82918930053711,40.0295,,,0.3998568005822238,0.25,48,1959.8010864257812,38.38508642578131,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:51:14.231199,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.001898802275390625,"Can open: True, Max heat: 0.2"
2026-01-14T20:51:14.231306,position_size,XLF,20000.0,40.6147575378418,39.8288,,,0.39299689158655227,0.25,49,1990.123119354248,38.51191935424799,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:51:14.414506,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.001898802275390625,"Can open: True, Max heat: 0.2"
2026-01-14T20:51:14.414625,position_size,XLF,20000.0,40.59527587890625,39.7869,,,0.40420393742982696,0.25,49,1989.1685180664062,39.61041806640611,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:51:14.621104,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.001898802275390625,"Can open: True, Max heat: 0.2"
