timestamp,calculation_type,ticker,account_balance,entry_price,stop_price,target_price,atr,volatility,kelly_fraction,position_size,position_value,risk_amount,portfolio_heat,notes
2026-01-14T20:46:44.054717,position_size,SPY,20000.0,494.0466613769531,485.4743,,,4.286185423466114,0.25,4,1976.1866455078125,34.28944550781239,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:46:45.098347,position_size,SPY,20000.0,497.4524230957031,488.802,,,4.3252131302727514,0.25,4,1989.8096923828125,34.601692382812416,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:46:45.283210,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.0017300846191406207,"Can open: True, Max heat: 0.2"
2026-01-14T20:46:45.283317,position_size,SPY,20000.0,502.390380859375,493.358,,,4.516207412785052,0.25,3,1507.171142578125,27.097142578124988,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:46:45.488086,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.0017300846191406207,"Can open: True, Max heat: 0.2"
2026-01-14T20:46:45.488264,position_size,SPY,20000.0,499.3748779296875,490.0818,,,4.646551940771332,0.25,4,1997.49951171875,37.17231171875005,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:46:45.670664,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.0017300846191406207,"Can open: True, Max heat: 0.2"
2026-01-14T20:46:45.670831,position_size,SPY,20000.0,498.9455261230469,489.7333,,,4.606123762279274,0.25,4,1995.7821044921875,36.84890449218756,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:46:45.858692,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.0017300846191406207,"Can open: True, Max heat: 0.2"
2026-01-14T20:46:45.858796,position_size,SPY,20000.0,504.3128356933594,495.5328,,,4.390039974580637,0.25,3,1512.9385070800781,26.3401070800781,,"Kelly:0.2500, MaxPct:0.1"
2026-01-14T20:46:46.038854,portfolio_heat_check,,20000.0,,,,,,0.25,,,,0.0017300846191406207,"Can open: True, Max heat: 0.2"
