Date,IWM,QQQ,SPY
2020-05-28,-0.11687886007749282,0.21177730566357145,0.047788622511598655
2020-05-29,-0.07087658557182352,0.249495673101638,0.0722897211764344
2020-06-01,-0.09351634072497417,0.2692299352664205,0.07681664849194836
2020-06-02,-0.132513692563342,0.2612265055020224,0.05098205737866235
2020-06-03,-0.1507599411818531,0.24098688076901276,0.03149054921024175
2020-06-04,-0.14437668340430687,0.24579667693623808,0.03208074760534796
2020-06-05,-0.14844825470642675,0.24358584694633523,0.01846178447388014
2020-06-08,-0.142863435720184,0.2357350580879254,0.020539449327071413
2020-06-09,-0.11499315446143865,0.2382389774030289,0.032686314036005415
2020-06-10,-0.11678726788841165,0.24760432138933952,0.033148318429582435
2020-06-11,-0.1494637763507668,0.22858387969180383,0.014347060438813841
2020-06-12,-0.18652580512722872,0.20606382429512293,-0.007687721742133391
2020-06-15,-0.17666665314554175,0.2249646072579803,0.005298616877156492
2020-06-16,-0.16929041181979898,0.2255348800750432,0.009536126376849863
2020-06-17,-0.12894246651655383,0.23048840812101723,0.02950617339582351
2020-06-18,-0.149181546422113,0.22281314657749718,0.016637357980451295
2020-06-19,-0.12752776498662421,0.23573893146650993,0.02412355076559769
2020-06-22,-0.11835732173595093,0.224095852115769,0.018533401978527708
2020-06-23,-0.10319528525911026,0.2282819579187314,0.021718443628327977
2020-06-24,-0.0716556716686999,0.24636100818423246,0.04455191554504423
2020-06-25,-0.04060321982364756,0.24736244937484853,0.061151887704456565
2020-06-26,-0.08058699393535407,0.24099542984373779,0.055451327927644956
2020-06-29,-0.09684552758864207,0.25756101808603415,0.054726710690934155
2020-06-30,-0.09170229073615621,0.2445388188632045,0.049462255299352664
2020-07-01,-0.07858101418492225,0.2479413056386517,0.05540359113900961
2020-07-02,-0.06306149386446747,0.24419165995895087,0.06096691821065825
2020-07-06,-0.06692860613663687,0.23798757365012713,0.05938503138850182
2020-07-07,-0.02155050871440989,0.2714508212096818,0.09254008503053446
2020-07-08,-0.003938096787795109,0.2749334368759706,0.10436962482477519
2020-07-09,-0.02404768798113932,0.2714988908405698,0.09092180360766111
2020-07-10,-0.04588920629550097,0.2876953902060353,0.08229753784842919
2020-07-13,-0.12543987922606314,0.21687137970942905,0.015358399368930131
2020-07-14,-0.09972573916678251,0.2226263921684417,0.027176328705475816
2020-07-15,-0.07861530492797941,0.24390907024361086,0.040121039963016525
2020-07-16,-0.0496660042998458,0.2715240350995469,0.0674041108566994
2020-07-17,-0.07034396439650603,0.27409792941322886,0.05909301608660522
2020-07-20,-0.06529491615797067,0.2869801760591013,0.06541895143995724
2020-07-21,-0.0692620526192319,0.2766109715716405,0.05673463026095993
2020-07-22,-0.06615248355756254,0.28352045328988007,0.055963856778551646
2020-07-23,-0.07748376145636315,0.2854233150080647,0.055863027477063065
2020-07-24,-0.09650131056418121,0.27097242817836564,0.03386832522333738
2020-07-27,-0.0935882287069516,0.2699968401926198,0.03799659479761486
2020-07-28,-0.11205182999291852,0.24427475559575718,0.01519166520565074
2020-07-29,-0.0928283765265362,0.2632981693954344,0.03264762717405256
2020-07-30,-0.07219225009613484,0.30612413123755644,0.057444539070714784
2020-07-31,-0.06748426777680794,0.3279711474318996,0.07420507150490763
2020-08-03,-0.05317727987015708,0.3569654875466226,0.0883155801915474
2020-08-04,-0.016816524946974165,0.44125256538919855,0.13938086145475248
2020-08-05,-0.043021485439488805,0.4115635344691859,0.1120352333361565
2020-08-06,-0.035630945840682604,0.4224719261872636,0.11987966091820423
2020-08-07,-0.07507582953375203,0.4038996375694277,0.09207735235931835
2020-08-10,-0.04819793551400353,0.4269005394818328,0.11079420140945717
2020-08-11,-0.04792834312828398,0.413771497668848,0.1147463762407206
2020-08-12,-0.04247073582607319,0.3932462862539874,0.11190003029412887
2020-08-13,0.021177516728752677,0.4390886106040992,0.15630500159046457
2020-08-14,0.019182011098257234,0.43091440725794383,0.14945979298836432
2020-08-17,0.0005855018369702591,0.4099411298013269,0.13603020728515625
2020-08-18,-0.013668966173609132,0.4272423737297977,0.13157850851007757
2020-08-19,0.006891502347511791,0.42339860217307623,0.14274218737776256
2020-08-20,-0.0008042111742144753,0.4158422084499871,0.13997200858734415
2020-08-21,0.002541120578933631,0.3833340737363726,0.12671718433805745
2020-08-24,0.019044493875498558,0.41497560158326086,0.14897502258232764
2020-08-25,0.018443456009365367,0.418794112388315,0.14469561895876293
2020-08-26,0.023474982668892252,0.40370215389278075,0.14191540635510647
2020-08-27,0.0339637179954575,0.4148178366550459,0.1478765890609668
2020-08-28,0.012129125063086166,0.40080704060240824,0.1293560157508744
2020-08-31,0.0044220418970846165,0.42922803288766964,0.13878604089818092
2020-09-01,0.03595430058155591,0.46273317214015264,0.1534479604436787
2020-09-02,0.03475342431656614,0.4472703019919191,0.14490811627647182
2020-09-03,0.03606838549511071,0.42475655945813173,0.13739752317088305
2020-09-04,0.04043099829663643,0.4450588737954524,0.1441170661185598
2020-09-08,0.04295958424117985,0.431367744781904,0.14436222046461977
2020-09-09,0.040491166374690524,0.42936369169483934,0.14805204412922457
2020-09-10,0.013734719214258728,0.38924566885949985,0.13053619030961072
2020-09-11,0.017610984976826227,0.41829106008296346,0.14234194383230658
2020-09-14,0.013736208445680242,0.4266201414478157,0.14103406886668224
2020-09-15,0.009305774680075318,0.4313377789077699,0.144603089261512
2020-09-16,0.01715103116687211,0.44104021999174026,0.1453393091452535
2020-09-17,0.013667655865541306,0.4555151941061286,0.1471276758366249
2020-09-18,0.01867857482258084,0.44332412269765675,0.1424272662768833
2020-09-21,0.01666403608868605,0.4789907475930193,0.15142436910346335
2020-09-22,0.009937499339623956,0.488584090467431,0.15578039738699467
2020-09-23,0.036159119849410004,0.5180399490098744,0.17672545774160775
2020-09-24,0.026045462375102302,0.5129920029267325,0.17389998977851318
2020-09-25,0.031125246769396764,0.5509892684517184,0.1881435919440726
2020-09-28,0.041989110020828724,0.5655828917695216,0.19719158756476807
2020-09-29,0.049567093141333896,0.5587096087559278,0.1993624001001395
2020-09-30,0.059061896426594984,0.5841512755701534,0.20940270972152408
2020-10-01,0.07933797394262054,0.6394167850678545,0.2427466263229645
2020-10-02,0.0843115538808954,0.6369739488089365,0.25047736258468367
2020-10-05,0.04240940749300748,0.5314280371287086,0.1913216129348776
2020-10-06,0.03757528998480808,0.5155955999238266,0.1867151043223687
2020-10-07,0.03442500741529364,0.46469255981793833,0.17249269841858994
2020-10-08,0.045312467021698444,0.4931431703193343,0.18439934783283096
2020-10-09,0.027586885517198123,0.4521285370207302,0.15601493011707745
2020-10-12,0.0037558104169557183,0.4237157874887494,0.14473655674219832
2020-10-13,0.03398974412174183,0.44866207026955984,0.16110683409452675
2020-10-14,0.024178647301112743,0.4507461962991586,0.15553256117141312
2020-10-15,0.032769716287746053,0.4311614720645409,0.15279858695368143
2020-10-16,0.01326388268002976,0.4050916780934892,0.1392994502514584
2020-10-19,0.015461407471891508,0.4006189723669802,0.13113408337629395
2020-10-20,-0.02920871440351458,0.3916365862618656,0.11101348438750858
2020-10-21,-0.022805479261893913,0.42886885008245934,0.12600701589758256
2020-10-22,-0.05308477634824538,0.3825729625661889,0.09670312942564507
2020-10-23,-0.05173371895537082,0.3756282712830432,0.0978321047445947
2020-10-26,-0.04143031591901347,0.39645773741557777,0.11103140217633123
2020-10-27,-0.02621344513949997,0.41153572289995966,0.12315399595553278
2020-10-28,-0.033779669602341245,0.41613763946961235,0.1173690514072585
2020-10-29,-0.027644379480169068,0.41896018363528253,0.12239765295525218
2020-10-30,-0.006537300589911643,0.4408240867702178,0.13262045620267426
2020-11-02,-0.01888846111452691,0.3876883916951903,0.11156933634701605
2020-11-03,0.002807555511494364,0.40857074203554444,0.12675412255002083
2020-11-04,-0.0013222529779233216,0.3826726217450067,0.11196563234668333
2020-11-05,0.026417897531332057,0.40975947405352686,0.1310638703171878
2020-11-06,0.03534273793462894,0.412526362223133,0.13708885029681062
2020-11-09,0.03790295190457571,0.4284084537212629,0.14442097230968143
2020-11-10,0.04683015360762255,0.47448253281101094,0.16505688083590786
2020-11-11,0.039536599423151575,0.4701891896142294,0.1550192032573352
2020-11-12,0.033675174272243646,0.4575476529840634,0.14738976416572336
2020-11-13,0.044657344900305596,0.44891574760101194,0.14430645624959526
2020-11-16,0.036712982350233236,0.4304648547479746,0.13539843611887248
2020-11-17,0.026909435943636595,0.4060028962190263,0.11731219920822111
2020-11-18,0.025333841189479678,0.4069468137929486,0.12211182066087667
2020-11-19,0.02038019550398773,0.41434242084482675,0.12416823336913652
2020-11-20,0.04311911954052228,0.41744862835974295,0.1321561165869558
2020-11-23,0.04591737770089477,0.41932670849239395,0.13347950780680606
2020-11-24,0.0020603777049037486,0.3816810941548807,0.1039767834074925
2020-11-25,-0.0072201557548094986,0.3898156008154212,0.09768379144160133
2020-11-27,-0.0445218197899484,0.32636108837844646,0.055461319639457995
2020-11-30,-0.026781322792397644,0.355739794055667,0.07015741603496783
2020-12-01,-0.03016869192250715,0.3350240016612631,0.06807466361510461
2020-12-02,-0.009721161069261464,0.34856020430555845,0.08733788182997504
2020-12-03,0.011401562028380718,0.3649734717734221,0.09974999400961271
2020-12-04,0.011531038004844785,0.42309230011587795,0.1223108531197612
2020-12-07,0.027836240057833583,0.4447374141641154,0.13384228613603333
2020-12-08,0.02174134445428111,0.4524057491743645,0.13715847763615474
2020-12-09,0.05812093055005185,0.42391364244681906,0.15273341482690594
2020-12-10,0.07811029984294082,0.39103709422561406,0.147784752393342
2020-12-11,0.06847181530552149,0.4116178977616096,0.14642970172755354
2020-12-14,0.056127885820306034,0.4003809414832149,0.1346288356615435
2020-12-15,0.07045329449756688,0.3986243573920343,0.14248787999437296
2020-12-16,0.09047833883162437,0.4087295706736511,0.1564958003574859
2020-12-17,0.09344905306619067,0.40318875424984224,0.15020389536380208
2020-12-18,0.07351294507380168,0.3841655188336679,0.13172250525360707
2020-12-21,0.08018402298819804,0.389395574864849,0.13152632501437078
2020-12-22,0.07919654210399285,0.37625645529618734,0.12206413069363542
2020-12-23,0.09687554181669689,0.37558941673486856,0.1287547952719652
2020-12-24,0.11750012144592925,0.3827153791185369,0.14086986669862145
2020-12-28,0.1191846270793897,0.3923865973234,0.13939347740809027
2020-12-29,0.12679294090355375,0.4144869149320807,0.1489008364626998
2020-12-30,0.10478311778374283,0.4147063682096692,0.14104240850491978
2020-12-31,0.11429656903111063,0.4093058632455835,0.14283453174428162
2021-01-04,0.11984591256897703,0.4241625740477435,0.15397720969464945
2021-01-05,0.12465446665516744,0.41704714989154956,0.14927826174467218
2021-01-06,0.15466725732242215,0.42302011545252993,0.16245063200017418
2021-01-07,0.15220572079602812,0.42040207059130585,0.15391248571833582
2021-01-08,0.16559766265226283,0.4132346404037528,0.14949416064719712
2021-01-11,0.16145653574268115,0.38477864143683105,0.14247240145010998
2021-01-12,0.16511701750200158,0.37448311562944103,0.13429764046352943
2021-01-13,0.15514459088726018,0.3768598832282395,0.1346978664165024
2021-01-14,0.15096848137310426,0.3862824207658382,0.12707067671034578
2021-01-15,0.16472175266798117,0.3878009722171831,0.13288359165100339
2021-01-19,0.16369143018784138,0.3885614923477414,0.13114106261339864
2021-01-20,0.18738179245845088,0.39826560889669005,0.13969829737897
2021-01-21,0.1824109452558451,0.3903650053284289,0.13501039974960993
2021-01-22,0.18258229269341197,0.3833154610314582,0.12965650565503095
2021-01-25,0.2109254107211036,0.39884856210857755,0.13787181153360906
2021-01-26,0.23526988449216102,0.42115899608437957,0.15744742180378246
2021-01-27,0.2242798877658756,0.40583611503021766,0.14990051098973822
2021-01-28,0.2267220768477436,0.417700936335756,0.16073791729207776
2021-01-29,0.20296359804093322,0.4139346230426255,0.15477585623561319
2021-02-01,0.2409517099888725,0.4367636628275029,0.17781013103067433
2021-02-02,0.2250800970086302,0.41886039499091754,0.17506538417040352
2021-02-03,0.1911057503830189,0.36752541739912736,0.1416675648719261
2021-02-04,0.1911490615413125,0.3742685260877754,0.1364073222011426
2021-02-05,0.24271097109331374,0.3436329365458288,0.13936740605571085
2021-02-08,0.2805536787665408,0.3820826675179536,0.16249158780447437
2021-02-09,0.2706187800238986,0.3831372799776622,0.16045157363978224
2021-02-10,0.2607730385642,0.3629158613823109,0.15063536898088148
2021-02-11,0.2745920255752994,0.3476214348793307,0.14351090912087772
2021-02-12,0.26217818479783217,0.358462210170738,0.14781505010407536
2021-02-16,0.29237560595391376,0.347339573644905,0.14196604443336103
2021-02-17,0.27584128830221744,0.3361544807604393,0.13656667550511425
2021-02-18,0.28558757430752824,0.3427777570549082,0.14004050212078023
2021-02-19,0.28811286301876016,0.38688699577194097,0.1605849177053631
2021-02-22,0.2900045078109619,0.4253615040226477,0.17373023874882954
2021-02-23,0.3454987009341941,0.47826367075783227,0.20969589835555347
2021-02-24,0.3937175703058817,0.5321449195660211,0.2524179639167352
2021-02-25,0.40026453287748254,0.5265185650956785,0.25507952395319244
2021-02-26,0.4247625125313006,0.5621897119933645,0.28198043914262483
2021-03-01,0.4466992853124545,0.5702108953572778,0.29846130533816817
2021-03-02,0.38045676448374843,0.4617452316440638,0.21964795386788527
2021-03-03,0.4438153909404505,0.5479083692406175,0.27649860622242306
2021-03-04,0.4238642298836204,0.5101527676085365,0.2423300080441788
2021-03-05,0.47504964199117583,0.551293687029708,0.286057882083244
2021-03-08,0.5355720947640956,0.596578392876066,0.3225377798283442
2021-03-09,0.7245306512496976,0.7215810284300206,0.44021604455691277
2021-03-10,0.715023176625807,0.6436192358890933,0.37924783352652836
2021-03-11,0.840131512803842,0.7181067142096877,0.4489639964669967
2021-03-12,1.0551428098991344,0.8872346210807776,0.6015661539999979
2021-03-15,0.9239193277301663,0.7494271648891992,0.47781983853302945
2021-03-16,1.2244718843934823,0.9986146324404661,0.6675942470162926
2021-03-17,1.1135864628015888,0.8526981356479166,0.5807990249412225
2021-03-18,1.2732233429418534,0.9016490149061334,0.6654907497667062
2021-03-19,1.1539875453253932,0.882037630395553,0.654886162409436
2021-03-22,1.2524682452464644,0.9502321320912936,0.7263594093015913
2021-03-23,1.2714655835203255,0.8983112634707069,0.7580305657528106
2021-03-24,1.0627414313291346,0.756630104634131,0.6139378953942984
2021-03-25,1.0855619246274975,0.7843238919046933,0.6076554510409462
2021-03-26,0.8908692729890595,0.6359666517038052,0.48236213757456636
2021-03-29,0.9595710377903499,0.7013309416600442,0.5199984270257874
2021-03-30,0.9854805232005095,0.6910030694090721,0.5078745784362448
2021-03-31,0.9571438116633131,0.6782133374307422,0.5187458458152889
2021-04-01,1.0775341782720473,0.7018213651180507,0.5692526665309519
2021-04-05,1.0005240847549501,0.6406699889845184,0.5148774388693111
2021-04-06,1.1024958012084118,0.6893560379648167,0.5653717916599634
2021-04-07,0.9622105093010158,0.5319941391649563,0.4595466235773664
2021-04-08,0.9983296744905072,0.593066684835243,0.4788771246470862
2021-04-09,0.9443682350996461,0.5554927386557256,0.4397529718646964
2021-04-12,0.8964053885051355,0.589019628422911,0.4325508268610414
2021-04-13,0.9606836482340582,0.5592838084034446,0.44769746381391706
2021-04-14,0.9285563679437492,0.5102587936666831,0.41461051180517194
2021-04-15,0.9769566699835086,0.536167630489844,0.4434970515370722
2021-04-16,1.0076484347863763,0.5148613742494206,0.44146538872756547
2021-04-19,0.8644197759690546,0.45454648067443637,0.3831266109996363
2021-04-20,0.9009176134927266,0.4771696683059248,0.40532687731044303
2021-04-21,0.93274123284278,0.5625280239400501,0.46090602270031344
2021-04-22,0.8402815747578711,0.5108771399168137,0.4179371897289266
2021-04-23,0.7802427987368135,0.48857068715294605,0.4108304808892673
2021-04-26,0.7916339772993606,0.4629223555330966,0.39926295359581854
2021-04-27,0.7547719253496579,0.47301810071445516,0.4016035209040414
2021-04-28,0.6809406718486026,0.500867060842431,0.40736742711070706
