date,capital
2024-06-28 04:00:00,100000.0
2024-07-01 04:00:00,101581.16832922352
2024-07-02 04:00:00,104463.40008930628
2024-07-03 04:00:00,106823.44110054702
2024-07-05 04:00:00,109849.38781231966
2024-07-08 04:00:00,110559.00059192118
2024-07-09 04:00:00,110817.027230513
2024-07-10 04:00:00,113967.54655963747
2024-07-11 04:00:00,107125.00982031132
2024-07-12 04:00:00,108833.98414912794
2024-07-15 04:00:00,109628.13851591911
2024-07-16 04:00:00,109739.82997709583
2024-07-17 04:00:00,100954.48912090274
2024-07-18 04:00:00,99660.89274481997
2024-07-19 04:00:00,97143.3888682025
2024-07-22 04:00:00,101314.14436617802
2024-07-23 04:00:00,104230.65053268438
2024-07-24 04:00:00,98140.21809648848
2024-07-25 04:00:00,101449.91237819227
2024-07-26 04:00:00,106001.36347180176
2024-07-29 04:00:00,102791.01779596032
2024-07-30 04:00:00,103846.24756805485
2024-07-31 04:00:00,105480.29872464403
2024-08-01 04:00:00,96135.39899009111
2024-08-02 04:00:00,86848.56273379194
2024-08-05 04:00:00,81157.24479833717
2024-08-06 04:00:00,82801.28288611822
2024-08-07 04:00:00,81576.29709238005
2024-08-08 04:00:00,85727.44711474379
2024-08-09 04:00:00,86573.95358631318
2024-08-12 04:00:00,86675.88715688807
2024-08-13 04:00:00,89880.09167248946
2024-08-14 04:00:00,90524.70954077564
2024-08-15 04:00:00,94061.78529516365
2024-08-16 04:00:00,94547.73065238625
2024-08-19 04:00:00,96635.77465126736
2024-08-20 04:00:00,96269.73395908145
2024-08-21 04:00:00,97037.49179601787
2024-08-22 04:00:00,95263.92969176007
2024-08-23 04:00:00,97606.89048673019
2024-08-26 04:00:00,97063.68665892346
2024-08-27 04:00:00,97373.26608024351
2024-08-28 04:00:00,96055.53663368334
2024-08-29 04:00:00,96074.87414178009
2024-08-30 04:00:00,98202.66154212385
2024-09-03 04:00:00,93482.33140410257
2024-09-04 04:00:00,93041.38482106425
2024-09-05 04:00:00,92520.76954991237
2024-09-06 04:00:00,88947.65014189198
2024-09-09 04:00:00,91203.89618340018
2024-09-10 04:00:00,92110.80147996753
2024-09-11 04:00:00,94275.23248162057
2024-09-12 04:00:00,96106.83697781857
2024-09-13 04:00:00,97139.58224449363
2024-09-16 04:00:00,98080.74332956508
2024-09-17 04:00:00,100271.18442649225
2024-09-18 04:00:00,100318.2688384286
2024-09-19 04:00:00,105914.16143611874
2024-09-20 04:00:00,102819.06812974553
2024-09-23 04:00:00,101795.48224854673
2024-09-24 04:00:00,102255.94751806202
2024-09-25 04:00:00,97934.87133613169
2024-09-26 04:00:00,99342.69636167346
2024-09-27 04:00:00,101021.3364879651
2024-09-30 04:00:00,102111.9160655597
2024-10-01 04:00:00,99636.68997009756
2024-10-02 04:00:00,99747.69335083282
2024-10-03 04:00:00,99253.66627556713
2024-10-04 04:00:00,101681.66939044357
2024-10-07 04:00:00,99195.60285506904
2024-10-08 04:00:00,101720.90248626519
