date,return
2021-01-04,0.0
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,0.0
2021-01-15,0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-25,0.0
2021-01-26,0.0
2021-01-27,0.0
2021-01-28,0.0
2021-01-29,0.0
2021-02-01,0.0
2021-02-02,0.0028685581237119064
2021-02-03,0.0048880644723486326
2021-02-04,0.001852406174779087
2021-02-05,0.00015923862886071488
2021-02-08,0.005541681638229512
2021-02-09,0.0002283978352338921
2021-02-10,0.004589752148284916
2021-02-11,0.0007754513340638301
2021-02-12,0.0003893284071156142
2021-02-16,0.0019104295906222843
2021-02-17,0.001661164423265116
2021-02-18,-0.00206553367921778
2021-02-19,0.0033921172724351756
2021-02-22,0.0041534272288828574
2021-02-23,0.0031052408581820437
2021-02-24,0.007042509305530239
2021-02-25,-0.0061199075354477035
2021-02-26,-0.0014570121580026593
2021-03-01,0.002848438782473375
2021-03-02,0.0005838816162869881
2021-03-03,0.0032979785677143634
2021-03-04,-0.000584358020539774
2021-03-05,0.0007421361727576781
2021-03-08,0.002068232215488854
2021-03-09,-0.0012020764570602038
2021-03-10,0.0016654830933093632
2021-03-11,0.00021733936753099158
2021-03-12,0.0028595175104145303
2021-03-15,0.002164343740986963
2021-03-16,-0.0011039188846613966
2021-03-17,-0.00035188095512661425
2021-03-18,-0.0007632839796175736
2021-03-19,0.00024123578479437647
2021-03-22,0.0002922927410671393
2021-03-23,-1.931077117360504e-05
2021-03-24,-0.00034884212783176495
2021-03-25,-0.000839170568178045
2021-03-26,0.002930165511684555
2021-03-29,0.002184252504410325
2021-03-30,-0.001563693923834535
2021-03-31,0.0
2021-04-01,0.0
2021-04-05,0.0
2021-04-06,0.0
2021-04-07,0.0
2021-04-08,0.0
2021-04-09,0.0
2021-04-12,0.0
2021-04-13,0.0
2021-04-14,0.0
2021-04-15,0.0
2021-04-16,0.0
2021-04-19,0.0
2021-04-20,0.0
2021-04-21,0.0
2021-04-22,0.0
2021-04-23,0.0
2021-04-26,0.0
2021-04-27,0.0
2021-04-28,0.0
2021-04-29,0.0
2021-04-30,0.0
2021-05-03,0.0
2021-05-04,0.0
2021-05-05,0.0
2021-05-06,0.0
2021-05-07,0.0
2021-05-10,0.0
2021-05-11,0.0
2021-05-12,0.0
2021-05-13,0.0
2021-05-14,0.0
2021-05-17,0.0
2021-05-18,0.0
2021-05-19,0.0
2021-05-20,0.0
2021-05-21,0.0
2021-05-24,0.0
2021-05-25,0.0
2021-05-26,0.0
2021-05-27,0.0
2021-05-28,0.0
2021-06-01,0.0
2021-06-02,0.0
2021-06-03,0.0
2021-06-04,0.0
2021-06-07,0.0
2021-06-08,0.0
2021-06-09,0.0
2021-06-10,0.0
2021-06-11,0.0
2021-06-14,0.0
2021-06-15,0.0
2021-06-16,0.0
2021-06-17,0.0
2021-06-18,0.0
2021-06-21,0.0
2021-06-22,0.0
2021-06-23,0.0
2021-06-24,0.0
2021-06-25,0.0
2021-06-28,0.0
2021-06-29,0.0
2021-06-30,0.0
2021-07-01,0.0
2021-07-02,0.0
2021-07-06,0.0
2021-07-07,0.0
2021-07-08,0.0
2021-07-09,0.0
2021-07-12,0.0
2021-07-13,0.0
2021-07-14,0.0
2021-07-15,0.0
2021-07-16,0.0
2021-07-19,0.0
2021-07-20,0.0
2021-07-21,0.0
2021-07-22,0.0
2021-07-23,0.0
2021-07-26,0.0
2021-07-27,0.0
2021-07-28,0.0
2021-07-29,0.0
2021-07-30,0.0
2021-08-02,0.0
2021-08-03,0.0
2021-08-04,0.0
2021-08-05,0.0
2021-08-06,0.0
2021-08-09,0.0
2021-08-10,0.0
2021-08-11,0.0
2021-08-12,0.0
2021-08-13,0.0
2021-08-16,0.0
2021-08-17,0.0
2021-08-18,0.0
2021-08-19,0.0
2021-08-20,0.0
2021-08-23,0.0
2021-08-24,0.0
2021-08-25,0.0
2021-08-26,0.0
2021-08-27,0.0
2021-08-30,0.0
2021-08-31,0.0
2021-09-01,0.0
2021-09-02,0.0
