date,stock1,stock2,hedge_ratio,zscore,signal
2024-02-12,DHI,LEN,1.0517847741679145,-2.0647255658676755,LONG_SPREAD
2024-05-10,DHI,LEN,1.0517847741679145,-2.4292620861101017,LONG_SPREAD
2024-05-13,DHI,LEN,1.0517847741679145,-3.1694772235009108,LONG_SPREAD
2024-05-14,DHI,LEN,1.0517847741679145,-2.5866671051402297,LONG_SPREAD
2024-05-16,DHI,LEN,1.0517847741679145,-2.233591219166213,LONG_SPREAD
2024-05-17,DHI,LEN,1.0517847741679145,-2.1509562152158033,LONG_SPREAD
2024-07-18,DHI,LEN,1.0517847741679145,4.082086380579834,SHORT_SPREAD
2024-07-19,DHI,LEN,1.0517847741679145,3.4615327564128138,SHORT_SPREAD
2024-07-22,DHI,LEN,1.0517847741679145,3.431371206984599,SHORT_SPREAD
2024-07-23,DHI,LEN,1.0517847741679145,2.955501373912281,SHORT_SPREAD
2024-07-24,DHI,LEN,1.0517847741679145,2.4760728251024764,SHORT_SPREAD
2024-07-25,DHI,LEN,1.0517847741679145,2.1364735605232026,SHORT_SPREAD
2024-07-31,DHI,LEN,1.0517847741679145,2.0030410494002213,SHORT_SPREAD
2024-10-29,DHI,LEN,1.0517847741679145,-4.163156929163674,LONG_SPREAD
2024-10-30,DHI,LEN,1.0517847741679145,-3.485508904092316,LONG_SPREAD
2024-10-31,DHI,LEN,1.0517847741679145,-2.7891040941524916,LONG_SPREAD
2024-11-01,DHI,LEN,1.0517847741679145,-2.84638728846063,LONG_SPREAD
2024-11-04,DHI,LEN,1.0517847741679145,-2.6308685484445222,LONG_SPREAD
2024-11-05,DHI,LEN,1.0517847741679145,-3.159447457874247,LONG_SPREAD
2024-11-06,DHI,LEN,1.0517847741679145,-2.179641440593576,LONG_SPREAD
2024-11-07,DHI,LEN,1.0517847741679145,-2.4864517414938465,LONG_SPREAD
2024-11-08,DHI,LEN,1.0517847741679145,-2.472238997221191,LONG_SPREAD
2024-11-11,DHI,LEN,1.0517847741679145,-2.592079476186704,LONG_SPREAD
2024-11-12,DHI,LEN,1.0517847741679145,-2.146476458696269,LONG_SPREAD
2024-11-13,DHI,LEN,1.0517847741679145,-2.2535279913562323,LONG_SPREAD
2024-11-14,DHI,LEN,1.0517847741679145,-2.355313899013349,LONG_SPREAD
2024-11-15,DHI,LEN,1.0517847741679145,-2.488338772793723,LONG_SPREAD
2024-11-18,DHI,LEN,1.0517847741679145,-2.1525180192639937,LONG_SPREAD
2024-11-19,DHI,LEN,1.0517847741679145,-2.0333431164562352,LONG_SPREAD
2021-02-02,MA,V,1.1077385462510696,2.0420791502361015,SHORT_SPREAD
2021-02-03,MA,V,1.1077385462510696,2.0885196214562542,SHORT_SPREAD
2021-02-24,MA,V,1.1077385462510696,2.22363132032045,SHORT_SPREAD
2021-03-01,MA,V,1.1077385462510696,2.116296311835018,SHORT_SPREAD
2021-03-02,MA,V,1.1077385462510696,2.304112643826245,SHORT_SPREAD
2021-03-03,MA,V,1.1077385462510696,2.0049662115104496,SHORT_SPREAD
2021-03-09,MA,V,1.1077385462510696,2.748340342083052,SHORT_SPREAD
2021-03-10,MA,V,1.1077385462510696,2.5472200060181476,SHORT_SPREAD
2021-03-12,MA,V,1.1077385462510696,2.14526941827894,SHORT_SPREAD
2021-03-15,MA,V,1.1077385462510696,2.211750582749345,SHORT_SPREAD
2021-03-19,MA,V,1.1077385462510696,2.8815870590631776,SHORT_SPREAD
2021-03-22,MA,V,1.1077385462510696,2.6332654517994856,SHORT_SPREAD
2021-03-24,MA,V,1.1077385462510696,2.525547698999418,SHORT_SPREAD
2021-03-25,MA,V,1.1077385462510696,2.22428987350926,SHORT_SPREAD
2021-05-04,MA,V,1.1077385462510696,-2.135930066518448,LONG_SPREAD
2021-05-05,MA,V,1.1077385462510696,-2.277342959641664,LONG_SPREAD
2021-05-07,MA,V,1.1077385462510696,-2.049313981783299,LONG_SPREAD
2021-05-13,MA,V,1.1077385462510696,-2.0130365698954704,LONG_SPREAD
2021-05-14,MA,V,1.1077385462510696,-2.1761386952707777,LONG_SPREAD
2021-05-17,MA,V,1.1077385462510696,-2.060655632838024,LONG_SPREAD
2021-07-19,MA,V,1.1077385462510696,-2.2818869736588616,LONG_SPREAD
2021-08-31,MA,V,1.1077385462510696,-2.3443301406924144,LONG_SPREAD
2021-10-27,MA,V,1.1077385462510696,2.043221433259007,SHORT_SPREAD
2021-10-28,MA,V,1.1077385462510696,4.150146877216535,SHORT_SPREAD
2021-10-29,MA,V,1.1077385462510696,3.3903363692658193,SHORT_SPREAD
2021-11-01,MA,V,1.1077385462510696,2.4316279261946687,SHORT_SPREAD
2021-11-02,MA,V,1.1077385462510696,2.3272140403789505,SHORT_SPREAD
2021-11-03,MA,V,1.1077385462510696,2.80070229414184,SHORT_SPREAD
2021-11-04,MA,V,1.1077385462510696,3.4799558804385167,SHORT_SPREAD
2021-11-05,MA,V,1.1077385462510696,3.020258160200401,SHORT_SPREAD
2021-11-09,MA,V,1.1077385462510696,2.9293596323729774,SHORT_SPREAD
2021-11-10,MA,V,1.1077385462510696,3.766009734173111,SHORT_SPREAD
2021-11-11,MA,V,1.1077385462510696,3.908854874696146,SHORT_SPREAD
2021-11-12,MA,V,1.1077385462510696,3.924170310460896,SHORT_SPREAD
2021-11-15,MA,V,1.1077385462510696,3.2514167204725366,SHORT_SPREAD
2021-11-16,MA,V,1.1077385462510696,3.14502833099093,SHORT_SPREAD
2021-11-17,MA,V,1.1077385462510696,3.448904565159794,SHORT_SPREAD
2021-11-18,MA,V,1.1077385462510696,2.6163811214180903,SHORT_SPREAD
2021-11-19,MA,V,1.1077385462510696,2.1817025193975748,SHORT_SPREAD
2022-03-18,MA,V,1.1077385462510696,-2.64675211806391,LONG_SPREAD
2022-03-21,MA,V,1.1077385462510696,-2.616630722852803,LONG_SPREAD
2022-03-22,MA,V,1.1077385462510696,-2.2546362330221,LONG_SPREAD
2022-03-23,MA,V,1.1077385462510696,-2.2213883799429404,LONG_SPREAD
2022-03-25,MA,V,1.1077385462510696,-2.0094805601986288,LONG_SPREAD
2022-03-28,MA,V,1.1077385462510696,-2.22589767840151,LONG_SPREAD
2022-04-26,MA,V,1.1077385462510696,2.281623371478476,SHORT_SPREAD
2022-07-01,MA,V,1.1077385462510696,-2.026409026180746,LONG_SPREAD
2022-07-05,MA,V,1.1077385462510696,-2.219065944129063,LONG_SPREAD
2022-07-06,MA,V,1.1077385462510696,-2.1915348894639797,LONG_SPREAD
2022-07-08,MA,V,1.1077385462510696,-2.2346624529660453,LONG_SPREAD
2022-07-11,MA,V,1.1077385462510696,-2.3287050917689194,LONG_SPREAD
2022-07-12,MA,V,1.1077385462510696,-2.3041723959730187,LONG_SPREAD
2022-07-14,MA,V,1.1077385462510696,-2.0387753269673627,LONG_SPREAD
2022-10-20,MA,V,1.1077385462510696,-2.066498110208201,LONG_SPREAD
2022-10-26,MA,V,1.1077385462510696,-3.143373078642508,LONG_SPREAD
2022-10-27,MA,V,1.1077385462510696,-3.4597487590551093,LONG_SPREAD
2022-10-28,MA,V,1.1077385462510696,-2.8768186372580775,LONG_SPREAD
2022-10-31,MA,V,1.1077385462510696,-2.141547273454043,LONG_SPREAD
2022-12-07,MA,V,1.1077385462510696,2.1004242533493196,SHORT_SPREAD
2022-12-08,MA,V,1.1077385462510696,2.282255392229706,SHORT_SPREAD
2023-01-27,MA,V,1.1077385462510696,-2.4065901514809966,LONG_SPREAD
2023-01-30,MA,V,1.1077385462510696,-2.1312670449179545,LONG_SPREAD
2023-01-31,MA,V,1.1077385462510696,-2.5611776325579108,LONG_SPREAD
2023-02-01,MA,V,1.1077385462510696,-2.1587763741400026,LONG_SPREAD
2023-02-08,MA,V,1.1077385462510696,-2.2327695756679926,LONG_SPREAD
2023-05-02,MA,V,1.1077385462510696,3.516352012727441,SHORT_SPREAD
2023-05-03,MA,V,1.1077385462510696,3.3567429811705627,SHORT_SPREAD
2023-05-04,MA,V,1.1077385462510696,3.4492329845308274,SHORT_SPREAD
2023-05-05,MA,V,1.1077385462510696,2.5206068014122285,SHORT_SPREAD
2023-05-08,MA,V,1.1077385462510696,2.360255011865782,SHORT_SPREAD
2023-05-18,MA,V,1.1077385462510696,2.302824732566729,SHORT_SPREAD
2023-07-26,MA,V,1.1077385462510696,2.77335556025093,SHORT_SPREAD
2023-09-14,MA,V,1.1077385462510696,3.0256267867462685,SHORT_SPREAD
2023-09-15,MA,V,1.1077385462510696,3.127750875454226,SHORT_SPREAD
2023-09-18,MA,V,1.1077385462510696,2.075463295928944,SHORT_SPREAD
2023-09-21,MA,V,1.1077385462510696,2.1832864000480434,SHORT_SPREAD
2023-09-22,MA,V,1.1077385462510696,2.4107634489095178,SHORT_SPREAD
2023-09-25,MA,V,1.1077385462510696,2.859855783306718,SHORT_SPREAD
2023-09-26,MA,V,1.1077385462510696,2.630186693893027,SHORT_SPREAD
2023-09-27,MA,V,1.1077385462510696,2.5043691517164746,SHORT_SPREAD
2023-09-28,MA,V,1.1077385462510696,2.318635217526409,SHORT_SPREAD
2023-09-29,MA,V,1.1077385462510696,2.1285332324667143,SHORT_SPREAD
2023-10-26,MA,V,1.1077385462510696,-3.098939654808329,LONG_SPREAD
2023-10-27,MA,V,1.1077385462510696,-2.4832152390526723,LONG_SPREAD
2023-10-30,MA,V,1.1077385462510696,-2.161087930493353,LONG_SPREAD
2023-10-31,MA,V,1.1077385462510696,-2.030719086291855,LONG_SPREAD
2023-11-01,MA,V,1.1077385462510696,-2.4835164586518057,LONG_SPREAD
2023-11-02,MA,V,1.1077385462510696,-2.6859679407789594,LONG_SPREAD
2023-11-03,MA,V,1.1077385462510696,-2.2387813449938117,LONG_SPREAD
2023-11-06,MA,V,1.1077385462510696,-2.101852375828512,LONG_SPREAD
2024-02-01,MA,V,1.1077385462510696,2.7985937721862753,SHORT_SPREAD
2024-02-02,MA,V,1.1077385462510696,2.474044286136041,SHORT_SPREAD
2024-02-05,MA,V,1.1077385462510696,2.123281226683969,SHORT_SPREAD
2024-02-06,MA,V,1.1077385462510696,2.3701009962299087,SHORT_SPREAD
2024-02-12,MA,V,1.1077385462510696,2.0930399635631374,SHORT_SPREAD
2024-02-13,MA,V,1.1077385462510696,2.0643418302803367,SHORT_SPREAD
2024-02-14,MA,V,1.1077385462510696,2.2505318327094432,SHORT_SPREAD
2024-02-15,MA,V,1.1077385462510696,2.076508121922637,SHORT_SPREAD
2024-02-16,MA,V,1.1077385462510696,2.206673810542839,SHORT_SPREAD
2024-03-27,MA,V,1.1077385462510696,2.165630717202139,SHORT_SPREAD
2024-03-28,MA,V,1.1077385462510696,2.455441927591692,SHORT_SPREAD
2024-04-01,MA,V,1.1077385462510696,2.1175556767823505,SHORT_SPREAD
2024-04-02,MA,V,1.1077385462510696,2.090650227339064,SHORT_SPREAD
2024-04-03,MA,V,1.1077385462510696,2.0762559525747055,SHORT_SPREAD
2024-05-07,MA,V,1.1077385462510696,-2.022255789176366,LONG_SPREAD
2024-05-09,MA,V,1.1077385462510696,-2.075951126704069,LONG_SPREAD
2024-05-10,MA,V,1.1077385462510696,-2.335248875277186,LONG_SPREAD
2024-05-15,MA,V,1.1077385462510696,-2.151939797966727,LONG_SPREAD
2024-07-24,MA,V,1.1077385462510696,3.171019535046215,SHORT_SPREAD
2024-07-25,MA,V,1.1077385462510696,2.648947223494019,SHORT_SPREAD
2024-07-26,MA,V,1.1077385462510696,2.1983306193188543,SHORT_SPREAD
2024-07-30,MA,V,1.1077385462510696,2.3514442049123843,SHORT_SPREAD
2024-07-31,MA,V,1.1077385462510696,3.5869900635965504,SHORT_SPREAD
2024-08-01,MA,V,1.1077385462510696,3.0140521971053333,SHORT_SPREAD
2024-08-02,MA,V,1.1077385462510696,2.5946624146968214,SHORT_SPREAD
2024-08-05,MA,V,1.1077385462510696,2.355091776241945,SHORT_SPREAD
2024-08-06,MA,V,1.1077385462510696,2.494808083688245,SHORT_SPREAD
2024-08-07,MA,V,1.1077385462510696,2.788771668143932,SHORT_SPREAD
2024-08-08,MA,V,1.1077385462510696,2.5220952267856096,SHORT_SPREAD
2024-08-09,MA,V,1.1077385462510696,2.3854053613063004,SHORT_SPREAD
2024-08-12,MA,V,1.1077385462510696,2.1396301403359663,SHORT_SPREAD
2024-08-13,MA,V,1.1077385462510696,2.2776195319608563,SHORT_SPREAD
2024-08-14,MA,V,1.1077385462510696,2.059976802570827,SHORT_SPREAD
2024-09-25,MA,V,1.1077385462510696,2.442593570291162,SHORT_SPREAD
2024-09-26,MA,V,1.1077385462510696,2.1272821737577687,SHORT_SPREAD
2024-11-06,MA,V,1.1077385462510696,-2.1585412921427403,LONG_SPREAD
2024-11-07,MA,V,1.1077385462510696,-2.060244419232949,LONG_SPREAD
2024-11-13,MA,V,1.1077385462510696,-2.024835599986156,LONG_SPREAD
2024-11-18,MA,V,1.1077385462510696,-2.091256124340665,LONG_SPREAD
2024-11-19,MA,V,1.1077385462510696,-2.080068173073782,LONG_SPREAD
2021-01-19,USB,KEY,0.6907707164307115,-2.0776129549397386,LONG_SPREAD
2021-01-20,USB,KEY,0.6907707164307115,-3.9455435349046493,LONG_SPREAD
2021-01-21,USB,KEY,0.6907707164307115,-3.2004701154324953,LONG_SPREAD
2021-01-22,USB,KEY,0.6907707164307115,-2.8425884137022708,LONG_SPREAD
2021-01-25,USB,KEY,0.6907707164307115,-2.106115885820701,LONG_SPREAD
2021-01-26,USB,KEY,0.6907707164307115,-2.0033688627651847,LONG_SPREAD
2021-01-27,USB,KEY,0.6907707164307115,-2.742354098928477,LONG_SPREAD
2021-01-28,USB,KEY,0.6907707164307115,-2.606855399883838,LONG_SPREAD
2021-01-29,USB,KEY,0.6907707164307115,-2.5057918961886205,LONG_SPREAD
2021-02-01,USB,KEY,0.6907707164307115,-2.7442189565146475,LONG_SPREAD
2021-02-02,USB,KEY,0.6907707164307115,-2.1702072860783095,LONG_SPREAD
2021-02-03,USB,KEY,0.6907707164307115,-2.1882796721764897,LONG_SPREAD
2021-03-18,USB,KEY,0.6907707164307115,2.018662820831431,SHORT_SPREAD
2021-03-26,USB,KEY,0.6907707164307115,2.204949478353166,SHORT_SPREAD
2021-03-29,USB,KEY,0.6907707164307115,2.3937206106503406,SHORT_SPREAD
2021-03-30,USB,KEY,0.6907707164307115,2.1037211901790833,SHORT_SPREAD
2021-07-09,USB,KEY,0.6907707164307115,2.040027508628981,SHORT_SPREAD
2021-07-12,USB,KEY,0.6907707164307115,2.094462300113317,SHORT_SPREAD
2021-07-13,USB,KEY,0.6907707164307115,2.0868687970335946,SHORT_SPREAD
2021-07-14,USB,KEY,0.6907707164307115,2.3709364354176423,SHORT_SPREAD
2021-07-15,USB,KEY,0.6907707164307115,3.831865664213962,SHORT_SPREAD
2021-07-16,USB,KEY,0.6907707164307115,3.396906392618887,SHORT_SPREAD
2021-07-19,USB,KEY,0.6907707164307115,2.2616571252161086,SHORT_SPREAD
2021-07-20,USB,KEY,0.6907707164307115,2.4523834953479935,SHORT_SPREAD
2021-07-21,USB,KEY,0.6907707164307115,2.693511554735341,SHORT_SPREAD
2021-07-22,USB,KEY,0.6907707164307115,2.0560554449081128,SHORT_SPREAD
2021-10-14,USB,KEY,0.6907707164307115,-2.6857481750312524,LONG_SPREAD
2021-10-15,USB,KEY,0.6907707164307115,-2.003612354873919,LONG_SPREAD
2021-10-27,USB,KEY,0.6907707164307115,-2.227596863515455,LONG_SPREAD
2021-11-01,USB,KEY,0.6907707164307115,-2.007244221502491,LONG_SPREAD
2021-11-04,USB,KEY,0.6907707164307115,-2.1466201715993547,LONG_SPREAD
2021-11-09,USB,KEY,0.6907707164307115,-2.3690526421491342,LONG_SPREAD
2021-11-10,USB,KEY,0.6907707164307115,-2.1504281072256055,LONG_SPREAD
2021-11-11,USB,KEY,0.6907707164307115,-2.227604308459555,LONG_SPREAD
2021-11-12,USB,KEY,0.6907707164307115,-2.172898753913936,LONG_SPREAD
2021-11-17,USB,KEY,0.6907707164307115,-2.272905250253875,LONG_SPREAD
2021-11-18,USB,KEY,0.6907707164307115,-2.5584187701274987,LONG_SPREAD
2021-11-19,USB,KEY,0.6907707164307115,-2.7427369139897846,LONG_SPREAD
2021-11-30,USB,KEY,0.6907707164307115,-2.6824502655318474,LONG_SPREAD
2021-12-01,USB,KEY,0.6907707164307115,-2.402564253627217,LONG_SPREAD
2021-12-02,USB,KEY,0.6907707164307115,-2.025034935485068,LONG_SPREAD
2021-12-03,USB,KEY,0.6907707164307115,-2.0732768393596666,LONG_SPREAD
2022-01-19,USB,KEY,0.6907707164307115,-2.6216416795844073,LONG_SPREAD
2022-01-20,USB,KEY,0.6907707164307115,-2.331846692272185,LONG_SPREAD
2022-01-21,USB,KEY,0.6907707164307115,-2.9668803735025966,LONG_SPREAD
2022-01-24,USB,KEY,0.6907707164307115,-2.009556652595589,LONG_SPREAD
2022-04-06,USB,KEY,0.6907707164307115,2.0439145818412454,SHORT_SPREAD
2022-04-14,USB,KEY,0.6907707164307115,2.646576554118846,SHORT_SPREAD
2022-04-18,USB,KEY,0.6907707164307115,2.0719880010750034,SHORT_SPREAD
2022-05-19,USB,KEY,0.6907707164307115,2.1107296833653764,SHORT_SPREAD
2022-05-20,USB,KEY,0.6907707164307115,2.0461146373192767,SHORT_SPREAD
2022-05-23,USB,KEY,0.6907707164307115,2.2408847672877834,SHORT_SPREAD
2022-05-24,USB,KEY,0.6907707164307115,2.22233963679938,SHORT_SPREAD
2022-09-13,USB,KEY,0.6907707164307115,-2.6515827115043322,LONG_SPREAD
2022-09-23,USB,KEY,0.6907707164307115,-2.3521300715458744,LONG_SPREAD
2022-09-26,USB,KEY,0.6907707164307115,-2.7534106394620594,LONG_SPREAD
2022-09-27,USB,KEY,0.6907707164307115,-2.4062183749364987,LONG_SPREAD
2022-09-28,USB,KEY,0.6907707164307115,-2.177543287776669,LONG_SPREAD
2022-09-29,USB,KEY,0.6907707164307115,-2.040986156208457,LONG_SPREAD
2022-09-30,USB,KEY,0.6907707164307115,-2.3389697016387925,LONG_SPREAD
2022-10-06,USB,KEY,0.6907707164307115,-2.241409023484204,LONG_SPREAD
2022-10-07,USB,KEY,0.6907707164307115,-2.180340053177686,LONG_SPREAD
2022-10-10,USB,KEY,0.6907707164307115,-2.078332353597448,LONG_SPREAD
2022-10-11,USB,KEY,0.6907707164307115,-2.4687080635051446,LONG_SPREAD
2022-10-21,USB,KEY,0.6907707164307115,-2.4536621348656973,LONG_SPREAD
2022-10-24,USB,KEY,0.6907707164307115,-2.8556328537911684,LONG_SPREAD
2022-10-25,USB,KEY,0.6907707164307115,-2.0641432369650796,LONG_SPREAD
2022-11-03,USB,KEY,0.6907707164307115,-2.0763317700892676,LONG_SPREAD
2023-01-04,USB,KEY,0.6907707164307115,2.30106380784749,SHORT_SPREAD
2023-01-05,USB,KEY,0.6907707164307115,2.2141523885706977,SHORT_SPREAD
2023-01-09,USB,KEY,0.6907707164307115,2.222106692042438,SHORT_SPREAD
2023-01-10,USB,KEY,0.6907707164307115,2.109179314357977,SHORT_SPREAD
2023-01-11,USB,KEY,0.6907707164307115,2.247914539676427,SHORT_SPREAD
2023-01-12,USB,KEY,0.6907707164307115,2.372243822169296,SHORT_SPREAD
2023-01-13,USB,KEY,0.6907707164307115,2.2609515088076404,SHORT_SPREAD
2023-01-17,USB,KEY,0.6907707164307115,2.3512360132173655,SHORT_SPREAD
2023-01-18,USB,KEY,0.6907707164307115,2.1025856068873687,SHORT_SPREAD
2023-01-19,USB,KEY,0.6907707164307115,2.661004605146535,SHORT_SPREAD
2023-01-25,USB,KEY,0.6907707164307115,2.2260481778236163,SHORT_SPREAD
2023-03-13,USB,KEY,0.6907707164307115,2.6947268741269865,SHORT_SPREAD
2023-06-14,USB,KEY,0.6907707164307115,2.1721846314231152,SHORT_SPREAD
2023-06-15,USB,KEY,0.6907707164307115,3.348233431050728,SHORT_SPREAD
2023-06-16,USB,KEY,0.6907707164307115,3.6632535863958497,SHORT_SPREAD
2023-06-20,USB,KEY,0.6907707164307115,3.6785837297474315,SHORT_SPREAD
2023-06-21,USB,KEY,0.6907707164307115,3.1379726761626476,SHORT_SPREAD
2023-06-22,USB,KEY,0.6907707164307115,2.334199496956623,SHORT_SPREAD
2023-06-23,USB,KEY,0.6907707164307115,2.3549143826116588,SHORT_SPREAD
2023-06-26,USB,KEY,0.6907707164307115,2.668752319877897,SHORT_SPREAD
2023-06-27,USB,KEY,0.6907707164307115,2.3800418527182305,SHORT_SPREAD
2023-06-28,USB,KEY,0.6907707164307115,2.4182645413600277,SHORT_SPREAD
2023-06-29,USB,KEY,0.6907707164307115,3.0009578246339,SHORT_SPREAD
2023-06-30,USB,KEY,0.6907707164307115,3.116479189108277,SHORT_SPREAD
2023-07-03,USB,KEY,0.6907707164307115,2.672731891362332,SHORT_SPREAD
2023-07-05,USB,KEY,0.6907707164307115,2.536952329685752,SHORT_SPREAD
2023-07-06,USB,KEY,0.6907707164307115,2.1626937710805865,SHORT_SPREAD
2023-07-07,USB,KEY,0.6907707164307115,2.1474253509153765,SHORT_SPREAD
2023-07-10,USB,KEY,0.6907707164307115,2.28002735697694,SHORT_SPREAD
2023-07-11,USB,KEY,0.6907707164307115,2.233130770911953,SHORT_SPREAD
2023-09-13,USB,KEY,0.6907707164307115,-2.647582496309511,LONG_SPREAD
2023-09-14,USB,KEY,0.6907707164307115,-2.4039647568830387,LONG_SPREAD
2023-09-15,USB,KEY,0.6907707164307115,-2.8185321108750174,LONG_SPREAD
2023-09-18,USB,KEY,0.6907707164307115,-2.415577454623616,LONG_SPREAD
2023-09-19,USB,KEY,0.6907707164307115,-2.2047506414686757,LONG_SPREAD
2023-09-21,USB,KEY,0.6907707164307115,-2.0581190292370657,LONG_SPREAD
2023-12-11,USB,KEY,0.6907707164307115,2.1476348836387866,SHORT_SPREAD
2023-12-12,USB,KEY,0.6907707164307115,2.318082890389376,SHORT_SPREAD
2023-12-13,USB,KEY,0.6907707164307115,2.229321633660506,SHORT_SPREAD
2023-12-14,USB,KEY,0.6907707164307115,3.1557543049555283,SHORT_SPREAD
2023-12-15,USB,KEY,0.6907707164307115,3.3677503594130673,SHORT_SPREAD
