date,return,exposure,n_holdings
2020-01-02,0.0,0.0,0
2020-01-03,5.572717776670084e-05,0.6,15
2020-01-06,0.006428128355483983,0.6,15
2020-01-07,-0.0005726378981520355,0.6,15
2020-01-08,0.0025430286054406105,0.6,15
2020-01-09,0.003672951880611668,0.6,15
2020-01-10,-0.005253449076020566,0.6,15
2020-01-13,0.004730037368581076,0.6,15
2020-01-14,-3.664510279209068e-05,0.6,15
2020-01-15,-0.0017631661161193893,0.6,15
2020-01-16,0.0030369008862202412,0.6,15
2020-01-17,0.0003065031059846869,0.6,15
2020-01-21,-4.462242014205528e-06,0.6,15
2020-01-22,0.0030540495669675537,0.6,15
2020-01-23,0.0003983565256188733,0.6,15
2020-01-24,-0.005926550467278762,0.6,15
2020-01-27,-0.007518409990380013,0.6,15
2020-01-28,0.0059909644563257754,0.6,15
2020-01-29,-0.0017175718332966606,0.6,15
2020-01-30,0.009173979067231759,0.6,15
2020-01-31,-0.022834985277442193,1.0,15
2020-02-03,0.02932927119577759,1.0,15
2020-02-04,0.029842648863646664,0.8191364060715162,15
2020-02-05,-0.002108963160922622,0.6800564203226123,15
2020-02-06,0.005735555539844313,0.6785289915275559,15
2020-02-07,-0.002570246685586498,0.6769517072538485,15
2020-02-10,0.0031882705275438727,0.6740924926138774,15
2020-02-11,0.0018074307649665732,0.6817714569681959,15
2020-02-12,-0.0006618440255533354,0.6824422523821658,15
2020-02-13,0.004039263376569814,0.6819728088566338,15
2020-02-14,0.004373434075724278,0.6841489321508644,15
2020-02-18,0.0004701322755053176,0.6837583947304083,15
2020-02-19,0.0048088912826898065,0.683864174783932,15
2020-02-20,-0.0009174723790147471,0.6844321481256433,15
2020-02-21,-0.0062331893953221276,0.6824617824262357,15
2020-02-24,-0.010446475473322754,0.33627199976521394,15
2020-02-25,-0.009195990548394758,0.3301356693274316,15
2020-02-26,-0.00010538105776045245,0.3279389124373938,15
2020-02-27,-0.00887816957825103,0.19721257416074972,15
2020-02-28,5.472658598610839e-05,0.19361936193316576,15
2020-03-02,0.010165606959032207,0.1958461935588999,15
2020-03-03,-0.005600015866191006,0.21902485008892467,15
2020-03-04,0.01406603961198296,0.2674160820320722,15
2020-03-05,-0.012888651896507168,0.3675959710377557,15
