Date,return,exposure,n_holdings
2020-01-02,0.009937443165995598,0.6,10
2020-01-03,-0.00424041849052387,0.6,10
2020-01-06,0.0017094594316933677,0.6,10
2020-01-07,-0.0019536490480023473,0.6,10
2020-01-08,0.004809973106606046,0.6,10
2020-01-09,0.008180293745586308,0.6,10
2020-01-10,-0.0009046685091300817,0.6,10
2020-01-13,0.009113203928028413,0.6,10
2020-01-14,-0.005408972021689574,0.6,10
2020-01-15,0.0011822269888855108,0.6,10
2020-01-16,0.007401168194404409,0.6,10
2020-01-17,0.005068466787707829,0.6,10
2020-01-21,0.0005523524432847456,0.6,10
2020-01-22,-0.0009359391077944056,0.6,10
2020-01-23,0.002780604464376666,0.6,10
2020-01-24,-0.005783915694451653,0.6,10
2020-01-27,-0.011023052811860695,0.6,10
2020-01-28,0.011047368366356846,0.6,10
2020-01-29,0.003338870986912203,0.6,10
2020-01-30,6.578721791302465e-05,0.6,10
2020-01-31,-0.024957227639562436,1.0,10
2020-02-03,0.009495778369385447,0.9396338172563631,10
2020-02-04,0.019255817484183476,0.9165586256881223,10
2020-02-05,0.003640699385632859,0.8184796687310621,10
2020-02-06,0.006063682980019389,0.8209275526940814,10
2020-02-07,-0.004762545819062416,0.8186629587324765,10
2020-02-10,0.011709215440048649,0.819474026431328,10
2020-02-11,-0.001604474845750544,0.7960592479829651,10
2020-02-12,0.007921730940038245,0.8068839381623915,10
2020-02-13,-8.12647989007786e-05,0.8096926411582083,10
2020-02-14,0.008836666235440091,0.8088040654763137,10
2020-02-18,0.0029957323685217557,0.8045542090241098,10
2020-02-19,0.0106986259991417,0.8066026837724918,10
2020-02-20,-0.008000332602882907,0.7902250264417445,10
2020-02-21,-0.014314939351644743,0.7694741745980253,10
2020-02-24,-0.015488928078594052,0.36059491419290934,10
2020-02-25,-0.012764178012272562,0.3425616162625796,10
2020-02-26,0.00037212959107951337,0.3393600558574264,10
2020-02-27,-0.01038863851649288,0.2087090725234658,10
2020-02-28,0.0003835958559934644,0.2046145496083394,10
2020-03-02,0.011218843382304092,0.20459276254444878,10
2020-03-03,-0.00626177590722156,0.23223751519536948,10
2020-03-04,0.011173052836680103,0.23377067282001335,10
2020-03-05,-0.00910068474529834,0.25136871571753355,10
2020-03-06,-0.004835001684032266,0.24638707370180724,10
2020-03-09,-0.01888602273065004,0.24885352923700862,10
2020-03-10,0.013154260074237784,0.2285655999908962,10
2020-03-11,-0.008491614646470334,0.2260957942222528,10
2020-03-12,-0.02175306823346036,0.22359049027406872,10
2020-03-13,0.022200855644776852,0.21090501461763314,10
2020-03-16,-0.023105087054494954,0.18600763620071264,10
2020-03-17,0.009160013781140501,0.1783587042196989,10
2020-03-18,-0.008790322195828417,0.17488918814202817,10
2020-03-19,0.0007933073793474006,0.18070731996639183,10
2020-03-20,-0.007804202350834559,0.18022992267839702,10
2020-03-23,-0.001986786722874977,0.18299805407834333,10
2020-03-24,0.017574235597036362,0.18748933905146317,10
2020-03-25,0.0035049954263495385,0.1781449084123712,10
2020-03-26,0.009338757004487865,0.1774907542688912,10
2020-03-27,-0.006166071500733806,0.17682412708537318,10
2020-03-30,0.006180335380702468,0.17605032089806977,10
2020-03-31,-0.0030306486109967314,0.1788678178064321,10
2020-04-01,-0.007360594498285094,0.17953802845902198,10
2020-04-02,0.0034810631289499097,0.18340593746880887,10
2020-04-03,-0.002947562168910997,0.1843297225990191,10
2020-04-06,0.012754345053301495,0.18464475133453426,10
2020-04-07,-0.0011424940771409416,0.1902069232389345,10
2020-04-08,0.0035035031796609452,0.19658296716589377,10
2020-04-09,-0.0002531097363259838,0.19887402194420958,10
2020-04-13,0.008139932497466685,0.22300298412466318,10
2020-04-14,0.01349528035594283,0.24989024137364949,10
2020-04-15,-0.0001221372525628497,0.2976733942668483,10
2020-04-16,0.009321105254298098,0.3036857752056532,10
2020-04-17,-0.0018252706594126308,0.31547615861572303,10
2020-04-20,-0.00040160000212584605,0.31272401538799827,10
2020-04-21,-0.013404744608507145,0.3303805994142054,10
2020-04-22,0.008790270663969273,0.2933758661128686,10
2020-04-23,2.27730888538403e-05,0.3216740067765637,10
2020-04-24,0.00440822324250906,0.321387541259858,10
2020-04-27,0.0017876287786422983,0.330246817233875,10
2020-04-28,-0.009056047004417676,0.3428351412967812,10
2020-04-29,0.007371703138347386,0.32473121361185886,10
2020-04-30,0.0017154773304106305,0.3225569905759312,10
2020-05-01,-0.007389928358606732,0.3389282464997167,10
2020-05-04,0.0065110221308217605,0.3229596984352846,10
2020-05-05,0.004213514497229174,0.323591196939173,10
2020-05-06,0.0009004463065883222,0.3447003156239013,10
2020-05-07,-0.0009203603501165983,0.34638783950577023,10
2020-05-08,0.007436243820672484,0.5758004582357723,10
2020-05-11,0.009590837469946786,0.5666451019531835,10
2020-05-12,-0.004701454350922841,0.3360987483383796,10
2020-05-13,-0.0044924741304852855,0.357236995480984,10
2020-05-14,0.003789952811280437,0.35047966159653765,10
2020-05-15,0.0037634968130451137,0.36525450422453554,10
2020-05-18,0.006952560524853873,0.6082375382431613,10
2020-05-19,-0.0010591955297792712,0.3575125988974774,10
2020-05-20,0.005152880769254823,0.7059611963919981,10
2020-05-21,-0.006248702571155903,0.7312094439735647,10
2020-05-22,0.002222094624487974,0.6916974130095228,10
2020-05-26,-0.006839180896831167,0.6967731489765457,10
2020-05-27,-0.0015169747494202359,0.660222626313434,10
2020-05-28,0.0036015053889609863,0.7184280191053185,10
2020-05-29,0.010150060960337293,0.7414189980213274,10
2020-06-01,0.0037911615097165454,0.689360501272913,10
2020-06-02,0.0011012505727783265,0.744355179699771,10
2020-06-03,-0.001552962221165258,0.75,10
2020-06-04,-0.0026460606295874095,0.75,10
2020-06-05,0.01293723118170227,1.0,10
2020-06-08,0.0031557604606131722,0.6672203271540381,10
2020-06-09,0.009037356038137035,0.6833953500786921,10
2020-06-10,0.01664661534552411,0.6883097356702372,10
2020-06-11,-0.017308210299516538,0.36661620441579396,10
2020-06-12,0.0009047293093900496,0.3018505466081213,10
2020-06-15,0.0025679302860211087,0.3019829532407164,10
2020-06-16,0.0086512612595101,0.30234864300828074,10
2020-06-17,0.0001994035846459914,0.2996432685506588,10
2020-06-18,0.0010042027400714462,0.30054791141448195,10
