,meta_return,regime,strategy
2022-03-30,-0.0028958332772648,BULL,MOM+QD
2022-03-31,-0.014290310803563149,BULL,MOM+QD
2022-04-01,0.00280403896586853,BULL,MOM+QD
2022-04-04,0.007397888145481028,BULL,MOM+QD
2022-04-05,-0.0096956680971083,BULL,MOM+QD
2022-04-06,0.0038691569553206,BULL,MOM+QD
2022-04-07,0.008392221767926901,RANGE,MR+QD
2022-04-08,0.00427469264575325,RANGE,MR+QD
2022-04-11,-0.02008433643429165,RANGE,MR+QD
2022-04-12,0.00125931268267795,RANGE,MR+QD
2022-04-13,0.00631285469655735,RANGE,MR+QD
2022-04-14,-0.004637920364602401,RANGE,MR+QD
2022-04-18,-0.00046288437071655,RANGE,MR+QD
2022-04-19,0.0067150867958289005,RANGE,MR+QD
2022-04-20,0.0047940499167549,RANGE,MR+QD
2022-04-21,-0.0129262201968052,RANGE,MR+QD
2022-04-22,-0.0250433618693513,RANGE,MR+QD
2022-04-25,0.0042631606395802,RANGE,MR+QD
2022-04-26,0.0,BEAR,CASH
2022-04-27,0.0,BEAR,CASH
2022-04-28,0.0,BEAR,CASH
2022-04-29,0.0,BEAR,CASH
2022-05-02,0.0,BEAR,CASH
2022-05-03,0.0,BEAR,CASH
2022-05-04,0.0,BEAR,CASH
2022-05-05,0.0,BEAR,CASH
2022-05-06,0.0,BEAR,CASH
2022-05-09,0.0,BEAR,CASH
2022-05-10,0.0,BEAR,CASH
2022-05-11,0.0,BEAR,CASH
2022-05-12,0.0,BEAR,CASH
2022-05-13,0.0,BEAR,CASH
2022-05-16,0.0,BEAR,CASH
2022-05-17,0.0,BEAR,CASH
2022-05-18,0.0,BEAR,CASH
2022-05-19,0.0,BEAR,CASH
2022-05-20,0.0,BEAR,CASH
2022-05-23,0.0,BEAR,CASH
2022-05-24,0.0,BEAR,CASH
2022-05-25,0.0,BEAR,CASH
2022-05-26,0.0,BEAR,CASH
2022-05-27,0.0,BEAR,CASH
2022-05-31,0.0,BEAR,CASH
2022-06-01,0.0,BEAR,CASH
2022-06-02,0.0,BEAR,CASH
2022-06-03,0.0,BEAR,CASH
2022-06-06,0.0,BEAR,CASH
2022-06-07,0.0,BEAR,CASH
2022-06-08,0.0,BEAR,CASH
2022-06-09,-0.0193132796970629,RANGE,MR+QD
2022-06-10,-0.0159446117917152,RANGE,MR+QD
2022-06-13,-0.024712957979239197,RANGE,MR+QD
2022-06-14,0.0,BEAR,CASH
2022-06-15,0.0,BEAR,CASH
2022-06-16,0.0,BEAR,CASH
2022-06-17,0.0,BEAR,CASH
2022-06-21,0.0,BEAR,CASH
2022-06-22,0.0,BEAR,CASH
2022-06-23,0.0,BEAR,CASH
2022-06-24,0.0,BEAR,CASH
2022-06-27,0.0,BEAR,CASH
2022-06-28,0.0,BEAR,CASH
2022-06-29,0.0,BEAR,CASH
2022-06-30,0.0,BEAR,CASH
2022-07-01,0.0,BEAR,CASH
2022-07-05,0.0,BEAR,CASH
2022-07-06,0.0,BEAR,CASH
2022-07-07,0.0,BEAR,CASH
2022-07-08,0.0,BEAR,CASH
2022-07-11,0.0,BEAR,CASH
2022-07-12,0.0,BEAR,CASH
2022-07-13,0.0,BEAR,CASH
2022-07-14,0.0,BEAR,CASH
2022-07-15,0.0,BEAR,CASH
2022-07-18,0.0,BEAR,CASH
2022-07-19,0.0,BEAR,CASH
2022-07-20,0.0,BEAR,CASH
2022-07-21,0.0,BEAR,CASH
2022-07-22,0.0028221120137193003,RANGE,MR+QD
2022-07-25,0.00880906904176185,RANGE,MR+QD
2022-07-26,0.0047425559064553004,RANGE,MR+QD
2022-07-27,0.00323806492356215,RANGE,MR+QD
2022-07-28,0.0069181424181979,RANGE,MR+QD
2022-07-29,0.0089819580507324,RANGE,MR+QD
2022-08-01,-0.00585131545762115,RANGE,MR+QD
2022-08-02,-0.0058795301698153,RANGE,MR+QD
2022-08-03,0.0006888415370115999,RANGE,MR+QD
2022-08-04,-0.011973935276974351,RANGE,MR+QD
2022-08-05,-0.00296486455652055,RANGE,MR+QD
2022-08-08,0.0025531723883866,RANGE,MR+QD
2022-08-09,0.00148017647116775,RANGE,MR+QD
2022-08-10,0.00663393561993445,RANGE,MR+QD
2022-08-11,-0.0018369763336185002,RANGE,MR+QD
2022-08-12,0.012821759588216599,RANGE,MR+QD
2022-08-15,0.00575931979864475,RANGE,MR+QD
2022-08-16,0.00188386648435578,BULL,MOM+QD
2022-08-17,0.0038232574260058196,BULL,MOM+QD
2022-08-18,0.00614974620648058,BULL,MOM+QD
2022-08-19,0.0006640476606715,BULL,MOM+QD
2022-08-22,-0.009397168508291729,BULL,MOM+QD
2022-08-23,-0.004720261699822151,RANGE,MR+QD
2022-08-24,0.00076803565575405,RANGE,MR+QD
2022-08-25,0.00737876286744045,RANGE,MR+QD
2022-08-26,-0.0217595639097281,RANGE,MR+QD
2022-08-29,-0.005842274773339,RANGE,MR+QD
2022-08-30,-0.00973491053339755,RANGE,MR+QD
2022-08-31,-0.009372817344407099,RANGE,MR+QD
2022-09-01,0.0,BEAR,CASH
2022-09-02,0.0,BEAR,CASH
2022-09-06,0.0,BEAR,CASH
2022-09-07,0.0,BEAR,CASH
2022-09-08,0.0,BEAR,CASH
2022-09-09,0.0,BEAR,CASH
2022-09-12,0.0,BEAR,CASH
2022-09-13,-0.032992008810363405,RANGE,MR+QD
2022-09-14,0.00449513992986075,RANGE,MR+QD
2022-09-15,-0.0043873008890762,RANGE,MR+QD
2022-09-16,0.0014294543375653,RANGE,MR+QD
2022-09-19,0.0,BEAR,CASH
2022-09-20,0.0,BEAR,CASH
2022-09-21,0.0,BEAR,CASH
2022-09-22,0.0,BEAR,CASH
2022-09-23,0.0,BEAR,CASH
2022-09-26,0.0,BEAR,CASH
2022-09-27,0.0,BEAR,CASH
2022-09-28,0.0,BEAR,CASH
2022-09-29,0.0,BEAR,CASH
2022-09-30,0.0,BEAR,CASH
2022-10-03,0.0,BEAR,CASH
2022-10-04,0.0,BEAR,CASH
2022-10-05,0.0,BEAR,CASH
2022-10-06,0.0,BEAR,CASH
2022-10-07,0.0,BEAR,CASH
2022-10-10,0.0,BEAR,CASH
2022-10-11,0.0,BEAR,CASH
2022-10-12,0.0,BEAR,CASH
2022-10-13,0.0,BEAR,CASH
2022-10-14,0.0,BEAR,CASH
2022-10-17,0.0,BEAR,CASH
2022-10-18,0.0,BEAR,CASH
2022-10-19,0.0,BEAR,CASH
2022-10-20,0.0,BEAR,CASH
2022-10-21,0.0,BEAR,CASH
2022-10-24,0.0,BEAR,CASH
2022-10-25,0.0,BEAR,CASH
2022-10-26,0.0,BEAR,CASH
2022-10-27,0.0,BEAR,CASH
2022-10-28,0.0,BEAR,CASH
2022-10-31,0.0,BEAR,CASH
2022-11-01,0.0,BEAR,CASH
2022-11-02,0.0,BEAR,CASH
2022-11-03,0.0,BEAR,CASH
2022-11-04,0.0,BEAR,CASH
2022-11-07,0.0,BEAR,CASH
2022-11-08,0.0,BEAR,CASH
2022-11-09,0.0,BEAR,CASH
2022-11-10,0.0,BEAR,CASH
2022-11-11,0.0,BEAR,CASH
2022-11-14,0.0025462257705246997,RANGE,MR+QD
2022-11-15,0.0028439144893521,RANGE,MR+QD
2022-11-16,0.00238589952351915,RANGE,MR+QD
2022-11-17,0.0040002642810715,RANGE,MR+QD
2022-11-18,0.00848563361193035,RANGE,MR+QD
2022-11-21,0.0008544725250169,RANGE,MR+QD
2022-11-22,0.0094767462279906,RANGE,MR+QD
2022-11-23,0.0027852471669898003,RANGE,MR+QD
2022-11-25,0.0015287097276766501,RANGE,MR+QD
2022-11-28,-0.0080607859124605,RANGE,MR+QD
2022-11-29,-0.0010777572074923,RANGE,MR+QD
2022-11-30,0.0202004402941032,RANGE,MR+QD
2022-12-01,0.00168363523945205,RANGE,MR+QD
2022-12-02,0.00032349973196039994,RANGE,MR+QD
2022-12-05,-0.011010729826375201,BULL,MOM+QD
2022-12-06,-0.00820994761885736,BULL,MOM+QD
2022-12-07,0.00361213936554195,RANGE,MR+QD
2022-12-08,0.0072804245182691,RANGE,MR+QD
2022-12-09,-0.010061634969404199,RANGE,MR+QD
2022-12-12,0.01280699118300635,RANGE,MR+QD
2022-12-13,0.0033348135802936003,RANGE,MR+QD
2022-12-14,-0.0015881857379197,RANGE,MR+QD
2022-12-15,-0.021331672509451102,RANGE,MR+QD
2022-12-16,-0.0109493640879469,RANGE,MR+QD
2022-12-19,-0.0026471970470439,RANGE,MR+QD
2022-12-20,0.00420050977597135,RANGE,MR+QD
2022-12-21,0.013495759170581701,RANGE,MR+QD
2022-12-22,-0.007754001077413451,RANGE,MR+QD
2022-12-23,0.00875311105544135,RANGE,MR+QD
2022-12-27,0.0017259780021682,RANGE,MR+QD
2022-12-28,-0.0096714022541561,RANGE,MR+QD
2022-12-29,0.0098400510307126,RANGE,MR+QD
2022-12-30,-0.0008330004888664799,RANGE,MR+QD
2023-01-03,-0.0008899038119427501,RANGE,MR+QD
2023-01-04,0.0055374584075367494,RANGE,MR+QD
2023-01-05,-0.0041879514515714,RANGE,MR+QD
2023-01-06,0.01968669696560225,RANGE,MR+QD
2023-01-09,-0.010757034113838701,RANGE,MR+QD
2023-01-10,0.0037743232409002,RANGE,MR+QD
2023-01-11,0.0052671288272578,RANGE,MR+QD
2023-01-12,-0.00146240365441885,RANGE,MR+QD
2023-01-13,0.003992165483419,RANGE,MR+QD
2023-01-17,-0.0059113262757633,RANGE,MR+QD
2023-01-18,-0.021150506306283588,BULL,MOM+QD
2023-01-19,0.00259731561626049,BULL,MOM+QD
2023-01-20,0.00551248981094,RANGE,MR+QD
2023-01-23,0.00277348180067735,RANGE,MR+QD
2023-01-24,0.00373869572201145,BULL,MOM+QD
2023-01-25,0.0026534720727304,BULL,MOM+QD
2023-01-26,0.00314865794076084,BULL,MOM+QD
2023-01-27,-0.01091198543716225,BULL,MOM+QD
2023-01-30,-0.00470203858781125,BULL,MOM+QD
2023-01-31,0.00585271124562632,BULL,MOM+QD
2023-02-01,-0.00528418793172304,BULL,MOM+QD
2023-02-02,-0.02033763254630147,BULL,MOM+QD
2023-02-03,0.0005441406069662301,BULL,MOM+QD
2023-02-06,0.0035561700898310597,BULL,MOM+QD
2023-02-07,0.00882260701384149,BULL,MOM+QD
2023-02-08,-0.0030545106068546298,BULL,MOM+QD
2023-02-09,0.000575012127011414,BULL,MOM+QD
2023-02-10,0.015617274476648308,BULL,MOM+QD
2023-02-13,0.0107015585080717,RANGE,MR+QD
2023-02-14,-0.0062119901981638505,RANGE,MR+QD
2023-02-15,-0.0066394416897365,RANGE,MR+QD
2023-02-16,-0.01148181330699301,BULL,MOM+QD
2023-02-17,0.0035316367083195396,BULL,MOM+QD
2023-02-21,-0.00837964271287925,RANGE,MR+QD
2023-02-22,-0.0016040437488542,RANGE,MR+QD
2023-02-23,0.0021559041627426,RANGE,MR+QD
2023-02-24,-0.0070489231135002,RANGE,MR+QD
2023-02-27,0.00061869302701955,RANGE,MR+QD
2023-02-28,-0.0085150277446279,RANGE,MR+QD
2023-03-01,0.0017450254958200503,RANGE,MR+QD
2023-03-02,0.00755707521072895,RANGE,MR+QD
2023-03-03,0.0115928874779975,RANGE,MR+QD
2023-03-06,0.00481740820299955,RANGE,MR+QD
2023-03-07,-0.01518478309861975,RANGE,MR+QD
2023-03-08,-0.00251281094919425,RANGE,MR+QD
2023-03-09,-0.014062398068620249,RANGE,MR+QD
2023-03-10,-0.012650653098225299,RANGE,MR+QD
2023-03-13,-0.0032961940723148,RANGE,MR+QD
2023-03-14,0.0097363480361593,RANGE,MR+QD
2023-03-15,-0.00934641854452,RANGE,MR+QD
2023-03-16,0.00782383286976285,RANGE,MR+QD
2023-03-17,-0.01079217265532015,RANGE,MR+QD
2023-03-20,0.01208472761768305,RANGE,MR+QD
2023-03-21,0.01162374526236925,RANGE,MR+QD
2023-03-22,-0.0196963746589605,RANGE,MR+QD
2023-03-23,0.0069619927555369,RANGE,MR+QD
2023-03-24,0.0032358842037807497,RANGE,MR+QD
2023-03-27,0.00658261254095475,RANGE,MR+QD
2023-03-28,0.002533230793279,RANGE,MR+QD
2023-03-29,0.01101523272449545,RANGE,MR+QD
2023-03-30,0.0054778699685061,RANGE,MR+QD
2023-03-31,0.01135650901633345,BULL,MOM+QD
2023-04-03,0.015023533938356499,BULL,MOM+QD
2023-04-04,-0.008524011888378629,BULL,MOM+QD
2023-04-05,0.00474943292391364,BULL,MOM+QD
2023-04-06,-0.00043778190442877004,BULL,MOM+QD
2023-04-10,0.0025278876320205296,BULL,MOM+QD
2023-04-11,0.00313430922789196,BULL,MOM+QD
2023-04-12,0.0031734843398654395,BULL,MOM+QD
2023-04-13,0.009709479080755139,BULL,MOM+QD
2023-04-14,-0.00263076131313933,BULL,MOM+QD
2023-04-17,0.0039114533727430895,BULL,MOM+QD
2023-04-18,0.00488756893966135,BULL,MOM+QD
2023-04-19,0.00010302686200743,BULL,MOM+QD
2023-04-20,-0.00471101356873971,BULL,MOM+QD
2023-04-21,0.00584393029289675,BULL,MOM+QD
2023-04-24,0.00622471469104247,BULL,MOM+QD
2023-04-25,-0.005739529494485829,BULL,MOM+QD
2023-04-26,-0.00848905430732704,BULL,MOM+QD
2023-04-27,0.013916925063635309,BULL,MOM+QD
2023-04-28,0.009437811970674479,BULL,MOM+QD
2023-05-01,0.006264443982521749,BULL,MOM+QD
2023-05-02,-0.01085675399750204,BULL,MOM+QD
2023-05-03,-0.00697480848193496,BULL,MOM+QD
2023-05-04,-0.0045311764796729,RANGE,MR+QD
2023-05-05,0.01249006307584655,RANGE,MR+QD
2023-05-08,0.0050176446498689,RANGE,MR+QD
2023-05-09,-0.00252874343163176,BULL,MOM+QD
2023-05-10,0.0018184249419965297,BULL,MOM+QD
2023-05-11,-2.795702006883001e-05,BULL,MOM+QD
2023-05-12,-0.0032518624897285397,BULL,MOM+QD
2023-05-15,0.0080932207390401,RANGE,MR+QD
2023-05-16,-0.005280989050688901,RANGE,MR+QD
2023-05-17,0.0128111382564068,RANGE,MR+QD
2023-05-18,0.01775057532800985,RANGE,MR+QD
2023-05-19,-0.0014225500260068432,BULL,MOM+QD
2023-05-22,-0.00753618878048979,BULL,MOM+QD
2023-05-23,-0.01260341857456183,BULL,MOM+QD
2023-05-24,0.00082211048565631,BULL,MOM+QD
2023-05-25,0.02255557289413121,BULL,MOM+QD
2023-05-26,0.0226815188800587,RANGE,MR+QD
2023-05-30,0.00133468583895555,RANGE,MR+QD
2023-05-31,-0.00337702275512845,BULL,MOM+QD
2023-06-01,0.014548068417128208,BULL,MOM+QD
2023-06-02,0.01091579604526417,BULL,MOM+QD
2023-06-05,-0.0038617139908536493,BULL,MOM+QD
2023-06-06,-0.0075112757682522695,BULL,MOM+QD
2023-06-07,-0.00532250064077454,BULL,MOM+QD
2023-06-08,0.01501918489883685,BULL,MOM+QD
2023-06-09,0.0028600689046768797,BULL,MOM+QD
2023-06-12,0.00651353844791412,BULL,MOM+QD
2023-06-13,0.00597458458664998,BULL,MOM+QD
2023-06-14,0.0031465283006768,BULL,MOM+QD
2023-06-15,0.00978089061649801,BULL,MOM+QD
2023-06-16,-0.00296065709284445,BULL,MOM+QD
2023-06-20,-0.00201310166257767,BULL,MOM+QD
2023-06-21,-0.0013513406488242599,BULL,MOM+QD
2023-06-22,-0.0008464243489457699,BULL,MOM+QD
2023-06-23,-0.00568538713109106,BULL,MOM+QD
2023-06-26,-0.00883334193656726,BULL,MOM+QD
2023-06-27,0.01249070561934826,BULL,MOM+QD
2023-06-28,0.00255001875777168,BULL,MOM+QD
2023-06-29,0.00396903709493992,BULL,MOM+QD
2023-06-30,0.01409867765121216,BULL,MOM+QD
2023-07-03,-0.0015052062255258888,BULL,MOM+QD
2023-07-05,0.00265635477235139,BULL,MOM+QD
2023-07-06,-0.01005678373532345,BULL,MOM+QD
2023-07-07,-0.00482509996178051,BULL,MOM+QD
2023-07-10,0.01147595670906126,BULL,MOM+QD
2023-07-11,0.00319666696111367,BULL,MOM+QD
2023-07-12,0.01138479091926021,BULL,MOM+QD
2023-07-13,0.0061763545064218,BULL,MOM+QD
2023-07-14,-0.00293271310076384,BULL,MOM+QD
2023-07-17,0.00622300408611697,BULL,MOM+QD
2023-07-18,0.006302569339497939,BULL,MOM+QD
2023-07-19,0.0008326450412309201,BULL,MOM+QD
2023-07-20,-0.012706932374056758,BULL,MOM+QD
2023-07-21,-0.00504790113071406,BULL,MOM+QD
2023-07-24,0.00072125840419875,BULL,MOM+QD
2023-07-25,0.00983731663388975,BULL,MOM+QD
2023-07-26,-0.00021713739297417995,BULL,MOM+QD
2023-07-27,0.0026947099773906896,BULL,MOM+QD
2023-07-28,0.01219133206782615,BULL,MOM+QD
2023-07-31,0.00107625691256829,BULL,MOM+QD
2023-08-01,0.007804041368062819,BULL,MOM+QD
2023-08-02,-0.01570705994614336,BULL,MOM+QD
2023-08-03,-0.0025133401082050796,BULL,MOM+QD
2023-08-04,-0.0026704830932385297,BULL,MOM+QD
2023-08-07,0.015904614939645907,BULL,MOM+QD
2023-08-08,0.00810098601931155,BULL,MOM+QD
2023-08-09,-0.013096258633133299,BULL,MOM+QD
2023-08-10,-0.000925069327859244,BULL,MOM+QD
2023-08-11,-0.0030101000768302,RANGE,MR+QD
2023-08-14,0.01049798473208425,RANGE,MR+QD
2023-08-15,-0.010878411532480599,RANGE,MR+QD
2023-08-16,-0.0099581508610725,RANGE,MR+QD
2023-08-17,-0.01565082991366545,RANGE,MR+QD
2023-08-18,0.00352537668676285,RANGE,MR+QD
2023-08-21,0.01227037987653375,RANGE,MR+QD
2023-08-22,-0.0024163937295774503,RANGE,MR+QD
2023-08-23,0.01335561097666975,RANGE,MR+QD
2023-08-24,-0.0204487537038499,RANGE,MR+QD
2023-08-25,0.0094916864742017,RANGE,MR+QD
2023-08-28,0.0065369765537502,RANGE,MR+QD
2023-08-29,0.01704435476411225,RANGE,MR+QD
2023-08-30,0.0010279091416877499,RANGE,MR+QD
2023-08-31,-0.0006799611026305,RANGE,MR+QD
2023-09-01,-0.0021453038479191,BULL,MOM+QD
2023-09-05,-0.0018903615861265597,BULL,MOM+QD
2023-09-06,-0.00465144243803051,BULL,MOM+QD
2023-09-07,-0.002407999160699,RANGE,MR+QD
2023-09-08,5.1159546062199855e-05,RANGE,MR+QD
2023-09-11,0.01162616745340895,RANGE,MR+QD
2023-09-12,-0.00344236989728,RANGE,MR+QD
2023-09-13,-0.0010607837374783003,RANGE,MR+QD
2023-09-14,0.0091632375683952,RANGE,MR+QD
2023-09-15,-0.01725659116009011,BULL,MOM+QD
2023-09-18,0.0006358599001377099,BULL,MOM+QD
2023-09-19,0.0007794696439056899,BULL,MOM+QD
2023-09-20,-0.012447525684891658,BULL,MOM+QD
2023-09-21,-0.01923737891706336,BULL,MOM+QD
2023-09-22,0.000484791555415695,BULL,MOM+QD
2023-09-25,0.00361093430557115,RANGE,MR+QD
2023-09-26,-0.0107849178647052,RANGE,MR+QD
2023-09-27,-0.0017518121738225,RANGE,MR+QD
2023-09-28,0.00812702233246695,RANGE,MR+QD
2023-09-29,-0.007010854671947999,RANGE,MR+QD
2023-10-02,0.007134052314333,RANGE,MR+QD
2023-10-03,-0.01521529527902275,RANGE,MR+QD
2023-10-04,0.0070772890887659,RANGE,MR+QD
2023-10-05,0.0008959870226683499,RANGE,MR+QD
2023-10-06,0.016851723886954453,RANGE,MR+QD
2023-10-09,0.00231499488175465,RANGE,MR+QD
2023-10-10,0.00447803510821085,RANGE,MR+QD
2023-10-11,0.0079070978317772,RANGE,MR+QD
2023-10-12,0.00201660456303195,RANGE,MR+QD
2023-10-13,-0.0118512081223557,RANGE,MR+QD
2023-10-16,0.0093898192169722,RANGE,MR+QD
2023-10-17,-0.0039516796294074,RANGE,MR+QD
2023-10-18,-0.015274077977195849,RANGE,MR+QD
2023-10-19,-0.0009352937761548004,RANGE,MR+QD
2023-10-20,-0.01176754393984775,RANGE,MR+QD
2023-10-23,0.0020343435545074,RANGE,MR+QD
2023-10-24,0.01319189034795785,RANGE,MR+QD
2023-10-25,-0.017677685907805447,RANGE,MR+QD
2023-10-26,-0.0203836291472755,RANGE,MR+QD
2023-10-27,-0.0027140670521531,RANGE,MR+QD
2023-10-30,0.0161855109008378,RANGE,MR+QD
2023-10-31,0.0014070129199998998,RANGE,MR+QD
2023-11-01,0.01653204100289225,RANGE,MR+QD
2023-11-02,0.0132111101148638,RANGE,MR+QD
2023-11-03,0.00934485372537395,RANGE,MR+QD
2023-11-06,0.00958667724918082,BULL,MOM+QD
2023-11-07,0.00966358048040614,BULL,MOM+QD
2023-11-08,0.008938722724493989,BULL,MOM+QD
2023-11-09,-0.00620098142730517,BULL,MOM+QD
2023-11-10,0.026517575449930286,BULL,MOM+QD
2023-11-13,0.0032996863970090598,BULL,MOM+QD
2023-11-14,0.015854344312440448,BULL,MOM+QD
2023-11-15,-0.0072956738414424495,BULL,MOM+QD
2023-11-16,0.00363685403939161,BULL,MOM+QD
2023-11-17,0.00167464912396144,BULL,MOM+QD
2023-11-20,0.01628022741397119,BULL,MOM+QD
2023-11-21,-0.00660868256972321,BULL,MOM+QD
2023-11-22,0.00483788924081951,BULL,MOM+QD
2023-11-24,-0.0016233405235131601,BULL,MOM+QD
2023-11-27,-0.00421007131222151,BULL,MOM+QD
2023-11-28,0.0027696173916515795,BULL,MOM+QD
2023-11-29,-0.0033354903199647803,BULL,MOM+QD
2023-11-30,-0.0044030695625915895,BULL,MOM+QD
2023-12-01,-0.00170126345610586,BULL,MOM+QD
2023-12-04,-0.01462208387175834,BULL,MOM+QD
2023-12-05,0.0019558130367989097,BULL,MOM+QD
2023-12-06,-0.01025586915928955,BULL,MOM+QD
2023-12-07,0.019243934211066408,BULL,MOM+QD
2023-12-08,0.01120034191164588,BULL,MOM+QD
2023-12-11,0.00705998704786112,BULL,MOM+QD
2023-12-12,0.01698818991735531,BULL,MOM+QD
2023-12-13,0.0068727261556408795,BULL,MOM+QD
2023-12-14,-0.014066227995481378,BULL,MOM+QD
2023-12-15,0.00968747326997463,BULL,MOM+QD
2023-12-18,0.01700811960578971,BULL,MOM+QD
2023-12-19,0.00588861618269853,BULL,MOM+QD
2023-12-20,-0.016581065460791418,BULL,MOM+QD
2023-12-21,0.014212983117376149,BULL,MOM+QD
2023-12-22,-0.0028271606420721797,BULL,MOM+QD
2023-12-26,0.00550051992852649,BULL,MOM+QD
2023-12-27,0.00404487743896652,BULL,MOM+QD
2023-12-28,0.00123298292158941,BULL,MOM+QD
2023-12-29,-0.004085967534083799,BULL,MOM+QD
2024-01-02,-0.02577798278467301,BULL,MOM+QD
2024-01-03,-0.01572078765669828,BULL,MOM+QD
2024-01-04,-0.0027074926401699597,BULL,MOM+QD
2024-01-05,0.00676409788905326,BULL,MOM+QD
2024-01-08,0.03014449714312422,BULL,MOM+QD
2024-01-09,0.00461042956762992,BULL,MOM+QD
2024-01-10,0.00914531736677193,BULL,MOM+QD
2024-01-11,0.00470868227401137,BULL,MOM+QD
2024-01-12,-0.00171364600656703,BULL,MOM+QD
2024-01-16,0.00541488882827202,BULL,MOM+QD
2024-01-17,-0.0046682912801265,BULL,MOM+QD
2024-01-18,0.01371496356441775,BULL,MOM+QD
2024-01-19,0.0277396018116153,BULL,MOM+QD
2024-01-22,-0.00361308563322297,BULL,MOM+QD
2024-01-23,0.00092504883490662,BULL,MOM+QD
2024-01-24,0.01250211195114862,BULL,MOM+QD
2024-01-25,-0.00455385137706433,BULL,MOM+QD
2024-01-26,-0.01079429530263875,BULL,MOM+QD
2024-01-29,0.015082146137020068,BULL,MOM+QD
2024-01-30,-0.0043976347895854796,BULL,MOM+QD
2024-01-31,-0.019073441962823887,BULL,MOM+QD
2024-02-01,0.016658043882094388,BULL,MOM+QD
2024-02-02,0.032293970859886126,BULL,MOM+QD
2024-02-05,0.00690664215355136,BULL,MOM+QD
2024-02-06,-0.01062470361066007,BULL,MOM+QD
2024-02-07,0.01835743419978593,BULL,MOM+QD
2024-02-08,0.00310322698063846,BULL,MOM+QD
2024-02-09,0.01053424771573557,BULL,MOM+QD
2024-02-12,-0.00437982639592514,BULL,MOM+QD
2024-02-13,-0.008703686093791279,BULL,MOM+QD
2024-02-14,0.02140099931615967,BULL,MOM+QD
2024-02-15,0.00012537861214381013,BULL,MOM+QD
2024-02-16,-0.00831493510148233,BULL,MOM+QD
2024-02-20,-0.01465425719101041,BULL,MOM+QD
2024-02-21,-0.00884288251332693,BULL,MOM+QD
2024-02-22,0.04470186078823289,BULL,MOM+QD
2024-02-23,-2.171936455947e-05,BULL,MOM+QD
2024-02-26,0.0047465463022724995,BULL,MOM+QD
2024-02-27,-0.00255568421845662,BULL,MOM+QD
2024-02-28,-0.00348501185219203,BULL,MOM+QD
2024-02-29,0.01890014418354141,BULL,MOM+QD
2024-03-01,0.028180409714226348,BULL,MOM+QD
2024-03-04,0.0071124703710969,BULL,MOM+QD
2024-03-05,-0.02346905896250956,BULL,MOM+QD
2024-03-06,0.01166258494821323,BULL,MOM+QD
2024-03-07,0.019799997801475767,BULL,MOM+QD
2024-03-08,-0.02170870191056785,BULL,MOM+QD
2024-03-11,-0.01351604877144879,BULL,MOM+QD
2024-03-12,0.021906260407012337,BULL,MOM+QD
2024-03-13,-0.00958446217639586,BULL,MOM+QD
2024-03-14,-0.006308489712368359,BULL,MOM+QD
2024-03-15,-0.01857507740379095,BULL,MOM+QD
2024-03-18,0.01131440487507928,BULL,MOM+QD
2024-03-19,0.0017117839289582,BULL,MOM+QD
2024-03-20,0.00969803127609226,BULL,MOM+QD
2024-03-21,0.0055557422335073,BULL,MOM+QD
2024-03-22,0.0018498734352951495,BULL,MOM+QD
2024-03-25,-0.00265263429846132,BULL,MOM+QD
2024-03-26,-0.004758728364832489,BULL,MOM+QD
2024-03-27,0.00027711620683360015,BULL,MOM+QD
2024-03-28,-0.00084360655819602,BULL,MOM+QD
2024-04-01,0.0007234363569325899,BULL,MOM+QD
2024-04-02,-0.00594814291241067,BULL,MOM+QD
2024-04-03,0.01411943122605547,BULL,MOM+QD
2024-04-04,-0.01748827477540807,BULL,MOM+QD
2024-04-05,0.025251866940047198,BULL,MOM+QD
2024-04-08,-0.004405806993385489,BULL,MOM+QD
2024-04-09,-0.00598297464752771,BULL,MOM+QD
2024-04-10,0.0002468265743359899,BULL,MOM+QD
2024-04-11,0.013584321124927669,BULL,MOM+QD
2024-04-12,-0.01955345668423433,BULL,MOM+QD
2024-04-15,-0.018892386685209577,BULL,MOM+QD
2024-04-16,0.00053285907251225,RANGE,MR+QD
2024-04-17,-0.007232808854761399,RANGE,MR+QD
2024-04-18,-0.0024322286366591003,RANGE,MR+QD
2024-04-19,-0.0068670855567456,RANGE,MR+QD
2024-04-22,0.00978781327074855,RANGE,MR+QD
2024-04-23,0.015573207458134201,RANGE,MR+QD
2024-04-24,-0.005374668404531,RANGE,MR+QD
2024-04-25,-0.005747009010879,RANGE,MR+QD
2024-04-26,0.0057444701427712,RANGE,MR+QD
2024-04-29,-0.00054573519128645,RANGE,MR+QD
2024-04-30,-0.0088370718025278,RANGE,MR+QD
2024-05-01,-0.0028941625977237997,RANGE,MR+QD
2024-05-02,0.0062761243289872004,RANGE,MR+QD
2024-05-03,0.00844824239070455,RANGE,MR+QD
2024-05-06,0.01531769639139515,RANGE,MR+QD
2024-05-07,0.00312119548666615,RANGE,MR+QD
2024-05-08,0.0026131535255122,RANGE,MR+QD
2024-05-09,0.0051467249648424005,RANGE,MR+QD
2024-05-10,0.00023002627538919017,BULL,MOM+QD
2024-05-13,-0.00428260962534936,BULL,MOM+QD
2024-05-14,0.008348820986638729,BULL,MOM+QD
2024-05-15,0.01764954876604889,BULL,MOM+QD
