Date,regime
2019-10-21,RANGE
2019-10-22,BULL
2019-10-23,BULL
2019-10-24,BULL
2019-10-25,BULL
2019-10-28,BULL
2019-10-29,BULL
2019-10-30,BULL
2019-10-31,BULL
2019-11-01,BULL
2019-11-04,BULL
2019-11-05,BULL
2019-11-06,BULL
2019-11-07,BULL
2019-11-08,BULL
2019-11-11,BULL
2019-11-12,BULL
2019-11-13,BULL
2019-11-14,BULL
2019-11-15,BULL
2019-11-18,BULL
2019-11-19,BULL
2019-11-20,BULL
2019-11-21,BULL
2019-11-22,BULL
2019-11-25,BULL
2019-11-26,BULL
2019-11-27,BULL
2019-11-29,BULL
2019-12-02,BULL
2019-12-03,BULL
2019-12-04,BULL
2019-12-05,BULL
2019-12-06,BULL
2019-12-09,BULL
2019-12-10,BULL
2019-12-11,BULL
2019-12-12,BULL
2019-12-13,BULL
2019-12-16,BULL
2019-12-17,BULL
2019-12-18,BULL
2019-12-19,BULL
2019-12-20,BULL
2019-12-23,BULL
2019-12-24,BULL
2019-12-26,BULL
2019-12-27,BULL
2019-12-30,BULL
2019-12-31,BULL
2020-01-02,BULL
2020-01-03,BULL
2020-01-06,BULL
2020-01-07,BULL
2020-01-08,BULL
2020-01-09,BULL
2020-01-10,BULL
2020-01-13,BULL
2020-01-14,BULL
2020-01-15,BULL
2020-01-16,BULL
2020-01-17,BULL
2020-01-21,BULL
2020-01-22,BULL
2020-01-23,BULL
2020-01-24,BULL
2020-01-27,BULL
2020-01-28,BULL
2020-01-29,BULL
2020-01-30,BULL
2020-01-31,BULL
2020-02-03,BULL
2020-02-04,BULL
2020-02-05,BULL
2020-02-06,BULL
2020-02-07,BULL
2020-02-10,BULL
2020-02-11,BULL
2020-02-12,BULL
2020-02-13,BULL
2020-02-14,BULL
2020-02-18,BULL
2020-02-19,BULL
2020-02-20,BULL
2020-02-21,BULL
2020-02-24,BULL
2020-02-25,BEAR
2020-02-26,BEAR
2020-02-27,BEAR
2020-02-28,BEAR
2020-03-02,BEAR
2020-03-03,BEAR
2020-03-04,BEAR
2020-03-05,BEAR
2020-03-06,BEAR
2020-03-09,BEAR
2020-03-10,BEAR
2020-03-11,BEAR
2020-03-12,BEAR
2020-03-13,BEAR
2020-03-16,BEAR
2020-03-17,BEAR
2020-03-18,BEAR
2020-03-19,BEAR
2020-03-20,BEAR
2020-03-23,BEAR
2020-03-24,BEAR
2020-03-25,BEAR
2020-03-26,BEAR
2020-03-27,BEAR
2020-03-30,BEAR
2020-03-31,BEAR
2020-04-01,BEAR
2020-04-02,BEAR
2020-04-03,BEAR
2020-04-06,BEAR
2020-04-07,BEAR
2020-04-08,BEAR
2020-04-09,BEAR
2020-04-13,BEAR
2020-04-14,BEAR
2020-04-15,BEAR
2020-04-16,BEAR
2020-04-17,BEAR
2020-04-20,BEAR
2020-04-21,BEAR
2020-04-22,BEAR
2020-04-23,BEAR
2020-04-24,BEAR
2020-04-27,BEAR
2020-04-28,BEAR
2020-04-29,BEAR
2020-04-30,BEAR
2020-05-01,BEAR
2020-05-04,BEAR
2020-05-05,BEAR
2020-05-06,BEAR
2020-05-07,BEAR
2020-05-08,BEAR
2020-05-11,BEAR
2020-05-12,BEAR
2020-05-13,BEAR
2020-05-14,BEAR
2020-05-15,BEAR
2020-05-18,BEAR
2020-05-19,BEAR
2020-05-20,BEAR
2020-05-21,BEAR
2020-05-22,BEAR
2020-05-26,BEAR
2020-05-27,BEAR
2020-05-28,BEAR
2020-05-29,BEAR
2020-06-01,BEAR
2020-06-02,BEAR
2020-06-03,BEAR
2020-06-04,BEAR
2020-06-05,BEAR
2020-06-08,BEAR
2020-06-09,BEAR
2020-06-10,BEAR
2020-06-11,BEAR
2020-06-12,BEAR
2020-06-15,BEAR
2020-06-16,BEAR
2020-06-17,BEAR
2020-06-18,BEAR
2020-06-19,BEAR
2020-06-22,BEAR
2020-06-23,BEAR
2020-06-24,BEAR
2020-06-25,BEAR
2020-06-26,BEAR
2020-06-29,BEAR
2020-06-30,BEAR
2020-07-01,BEAR
2020-07-02,BEAR
2020-07-06,BEAR
2020-07-07,BEAR
2020-07-08,BEAR
2020-07-09,BEAR
2020-07-10,BEAR
2020-07-13,BEAR
2020-07-14,BEAR
2020-07-15,BEAR
2020-07-16,BEAR
2020-07-17,BEAR
2020-07-20,BEAR
2020-07-21,BEAR
2020-07-22,BEAR
2020-07-23,RANGE
2020-07-24,RANGE
2020-07-27,RANGE
2020-07-28,RANGE
2020-07-29,BEAR
2020-07-30,BEAR
2020-07-31,RANGE
2020-08-03,RANGE
2020-08-04,RANGE
2020-08-05,RANGE
2020-08-06,RANGE
2020-08-07,RANGE
2020-08-10,RANGE
2020-08-11,RANGE
2020-08-12,RANGE
2020-08-13,RANGE
2020-08-14,RANGE
2020-08-17,RANGE
2020-08-18,RANGE
2020-08-19,RANGE
2020-08-20,RANGE
2020-08-21,RANGE
2020-08-24,RANGE
2020-08-25,RANGE
2020-08-26,RANGE
2020-08-27,RANGE
2020-08-28,RANGE
2020-08-31,RANGE
2020-09-01,RANGE
2020-09-02,RANGE
2020-09-03,BEAR
2020-09-04,BEAR
2020-09-08,BEAR
2020-09-09,BEAR
2020-09-10,BEAR
2020-09-11,BEAR
2020-09-14,BEAR
2020-09-15,BEAR
2020-09-16,BEAR
2020-09-17,BEAR
2020-09-18,BEAR
2020-09-21,BEAR
2020-09-22,BEAR
2020-09-23,BEAR
2020-09-24,BEAR
2020-09-25,BEAR
2020-09-28,BEAR
2020-09-29,BEAR
2020-09-30,BEAR
2020-10-01,BEAR
2020-10-02,BEAR
2020-10-05,BEAR
2020-10-06,BEAR
2020-10-07,BEAR
2020-10-08,BEAR
2020-10-09,BEAR
2020-10-12,BEAR
2020-10-13,BEAR
2020-10-14,BEAR
2020-10-15,BEAR
2020-10-16,BEAR
2020-10-19,BEAR
2020-10-20,BEAR
2020-10-21,BEAR
2020-10-22,BEAR
2020-10-23,BEAR
2020-10-26,BEAR
2020-10-27,BEAR
2020-10-28,BEAR
2020-10-29,BEAR
2020-10-30,BEAR
2020-11-02,BEAR
2020-11-03,BEAR
2020-11-04,BEAR
2020-11-05,BEAR
2020-11-06,BEAR
2020-11-09,BEAR
2020-11-10,BEAR
2020-11-11,BEAR
2020-11-12,RANGE
2020-11-13,RANGE
2020-11-16,RANGE
2020-11-17,RANGE
2020-11-18,RANGE
2020-11-19,RANGE
2020-11-20,RANGE
2020-11-23,RANGE
2020-11-24,RANGE
2020-11-25,RANGE
2020-11-27,RANGE
2020-11-30,RANGE
2020-12-01,RANGE
2020-12-02,RANGE
2020-12-03,RANGE
2020-12-04,RANGE
2020-12-07,RANGE
2020-12-08,RANGE
2020-12-09,RANGE
2020-12-10,RANGE
2020-12-11,RANGE
2020-12-14,RANGE
2020-12-15,RANGE
2020-12-16,RANGE
2020-12-17,RANGE
2020-12-18,RANGE
2020-12-21,RANGE
2020-12-22,RANGE
2020-12-23,RANGE
2020-12-24,RANGE
2020-12-28,RANGE
2020-12-29,RANGE
2020-12-30,RANGE
2020-12-31,RANGE
2021-01-04,RANGE
2021-01-05,RANGE
2021-01-06,RANGE
2021-01-07,BEAR
2021-01-08,BEAR
2021-01-11,BEAR
2021-01-12,RANGE
2021-01-13,RANGE
2021-01-14,RANGE
2021-01-15,RANGE
2021-01-19,RANGE
2021-01-20,RANGE
2021-01-21,RANGE
2021-01-22,RANGE
2021-01-25,RANGE
2021-01-26,RANGE
2021-01-27,RANGE
2021-01-28,BEAR
2021-01-29,BEAR
2021-02-01,BEAR
2021-02-02,BEAR
2021-02-03,BEAR
2021-02-04,BEAR
2021-02-05,BEAR
2021-02-08,RANGE
2021-02-09,RANGE
2021-02-10,RANGE
2021-02-11,RANGE
2021-02-12,RANGE
2021-02-16,RANGE
2021-02-17,RANGE
2021-02-18,RANGE
2021-02-19,RANGE
2021-02-22,RANGE
2021-02-23,RANGE
2021-02-24,RANGE
2021-02-25,RANGE
2021-02-26,BEAR
2021-03-01,BEAR
2021-03-02,BEAR
2021-03-03,BEAR
2021-03-04,BEAR
2021-03-05,BEAR
2021-03-08,BEAR
2021-03-09,BEAR
2021-03-10,BEAR
2021-03-11,RANGE
2021-03-12,RANGE
2021-03-15,RANGE
2021-03-16,RANGE
2021-03-17,BULL
2021-03-18,BULL
2021-03-19,RANGE
2021-03-22,RANGE
2021-03-23,RANGE
2021-03-24,RANGE
2021-03-25,RANGE
2021-03-26,BULL
2021-03-29,BULL
2021-03-30,BULL
2021-03-31,BULL
2021-04-01,BULL
2021-04-05,BULL
2021-04-06,BULL
2021-04-07,BULL
2021-04-08,BULL
2021-04-09,BULL
2021-04-12,BULL
2021-04-13,BULL
2021-04-14,BULL
2021-04-15,BULL
2021-04-16,BULL
2021-04-19,BULL
2021-04-20,BULL
2021-04-21,BULL
2021-04-22,BULL
2021-04-23,BULL
2021-04-26,BULL
2021-04-27,BULL
2021-04-28,BULL
2021-04-29,BULL
2021-04-30,BULL
2021-05-03,BULL
2021-05-04,BULL
2021-05-05,BULL
2021-05-06,BULL
2021-05-07,BULL
2021-05-10,BULL
2021-05-11,BULL
2021-05-12,BULL
2021-05-13,BEAR
2021-05-14,BEAR
2021-05-17,BEAR
2021-05-18,RANGE
2021-05-19,RANGE
2021-05-20,RANGE
2021-05-21,RANGE
2021-05-24,RANGE
2021-05-25,BULL
2021-05-26,BULL
2021-05-27,BULL
2021-05-28,BULL
2021-06-01,BULL
2021-06-02,BULL
2021-06-03,BULL
2021-06-04,BULL
2021-06-07,BULL
2021-06-08,BULL
2021-06-09,BULL
2021-06-10,BULL
2021-06-11,BULL
2021-06-14,BULL
2021-06-15,BULL
2021-06-16,BULL
2021-06-17,BULL
2021-06-18,BULL
2021-06-21,BULL
2021-06-22,BULL
2021-06-23,BULL
2021-06-24,BULL
2021-06-25,BULL
2021-06-28,BULL
2021-06-29,BULL
2021-06-30,BULL
2021-07-01,BULL
2021-07-02,BULL
2021-07-06,BULL
2021-07-07,BULL
2021-07-08,BULL
2021-07-09,BULL
2021-07-12,BULL
2021-07-13,BULL
2021-07-14,BULL
2021-07-15,BULL
2021-07-16,BULL
2021-07-19,BULL
2021-07-20,BULL
2021-07-21,BULL
2021-07-22,BULL
2021-07-23,BULL
2021-07-26,BULL
2021-07-27,BULL
2021-07-28,BULL
2021-07-29,BULL
2021-07-30,BULL
2021-08-02,BULL
2021-08-03,BULL
2021-08-04,BULL
2021-08-05,BULL
2021-08-06,BULL
2021-08-09,BULL
2021-08-10,BULL
2021-08-11,BULL
2021-08-12,BULL
2021-08-13,BULL
2021-08-16,BULL
2021-08-17,BULL
2021-08-18,BULL
2021-08-19,RANGE
2021-08-20,RANGE
2021-08-23,BULL
2021-08-24,BULL
2021-08-25,BULL
2021-08-26,BULL
2021-08-27,BULL
2021-08-30,BULL
2021-08-31,BULL
2021-09-01,BULL
2021-09-02,BULL
2021-09-03,BULL
2021-09-07,BULL
2021-09-08,BULL
2021-09-09,BULL
2021-09-10,BULL
2021-09-13,RANGE
2021-09-14,RANGE
2021-09-15,RANGE
2021-09-16,BULL
2021-09-17,BULL
2021-09-20,RANGE
2021-09-21,RANGE
2021-09-22,RANGE
2021-09-23,RANGE
2021-09-24,RANGE
2021-09-27,RANGE
2021-09-28,RANGE
2021-09-29,RANGE
2021-09-30,RANGE
2021-10-01,RANGE
2021-10-04,RANGE
2021-10-05,RANGE
2021-10-06,RANGE
2021-10-07,RANGE
2021-10-08,RANGE
2021-10-11,RANGE
2021-10-12,RANGE
2021-10-13,RANGE
2021-10-14,RANGE
2021-10-15,RANGE
2021-10-18,BULL
2021-10-19,BULL
2021-10-20,BULL
2021-10-21,BULL
2021-10-22,BULL
2021-10-25,BULL
2021-10-26,BULL
2021-10-27,BULL
2021-10-28,BULL
2021-10-29,BULL
2021-11-01,BULL
2021-11-02,BULL
2021-11-03,BULL
2021-11-04,BULL
2021-11-05,BULL
2021-11-08,BULL
2021-11-09,BULL
2021-11-10,BULL
2021-11-11,BULL
2021-11-12,BULL
2021-11-15,BULL
2021-11-16,BULL
2021-11-17,BULL
2021-11-18,BULL
2021-11-19,BULL
2021-11-22,BULL
2021-11-23,BULL
2021-11-24,BULL
2021-11-26,BULL
2021-11-29,BEAR
2021-11-30,BEAR
2021-12-01,BEAR
2021-12-02,BEAR
2021-12-03,BEAR
2021-12-06,BEAR
2021-12-07,BEAR
2021-12-08,BEAR
2021-12-09,BEAR
2021-12-10,BEAR
2021-12-13,BEAR
2021-12-14,RANGE
2021-12-15,RANGE
2021-12-16,RANGE
2021-12-17,RANGE
2021-12-20,RANGE
2021-12-21,RANGE
2021-12-22,RANGE
2021-12-23,BULL
2021-12-27,BULL
2021-12-28,BULL
2021-12-29,BULL
2021-12-30,BULL
2021-12-31,BULL
2022-01-03,BULL
2022-01-04,BULL
2022-01-05,BULL
2022-01-06,BULL
2022-01-07,BULL
2022-01-10,BULL
2022-01-11,BULL
2022-01-12,BULL
2022-01-13,BULL
2022-01-14,RANGE
2022-01-18,RANGE
2022-01-19,RANGE
2022-01-20,RANGE
2022-01-21,RANGE
2022-01-24,RANGE
2022-01-25,BEAR
2022-01-26,BEAR
2022-01-27,BEAR
2022-01-28,BEAR
2022-01-31,BEAR
2022-02-01,BEAR
2022-02-02,BEAR
2022-02-03,RANGE
2022-02-04,RANGE
2022-02-07,RANGE
2022-02-08,RANGE
2022-02-09,RANGE
2022-02-10,RANGE
2022-02-11,RANGE
2022-02-14,RANGE
2022-02-15,RANGE
2022-02-16,BEAR
2022-02-17,BEAR
2022-02-18,BEAR
2022-02-22,BEAR
2022-02-23,BEAR
2022-02-24,BEAR
2022-02-25,BEAR
2022-02-28,BEAR
2022-03-01,BEAR
2022-03-02,BEAR
2022-03-03,BEAR
2022-03-04,BEAR
2022-03-07,BEAR
2022-03-08,BEAR
2022-03-09,BEAR
2022-03-10,BEAR
2022-03-11,BEAR
2022-03-14,BEAR
2022-03-15,BEAR
2022-03-16,BEAR
2022-03-17,BEAR
2022-03-18,BEAR
2022-03-21,BEAR
2022-03-22,BEAR
2022-03-23,RANGE
2022-03-24,RANGE
2022-03-25,RANGE
2022-03-28,RANGE
2022-03-29,BULL
2022-03-30,BULL
2022-03-31,BULL
2022-04-01,BULL
2022-04-04,BULL
2022-04-05,BULL
2022-04-06,RANGE
2022-04-07,RANGE
2022-04-08,RANGE
2022-04-11,RANGE
2022-04-12,RANGE
2022-04-13,RANGE
2022-04-14,RANGE
2022-04-18,RANGE
2022-04-19,RANGE
2022-04-20,RANGE
2022-04-21,RANGE
2022-04-22,RANGE
2022-04-25,BEAR
2022-04-26,BEAR
2022-04-27,BEAR
2022-04-28,BEAR
2022-04-29,BEAR
2022-05-02,BEAR
2022-05-03,BEAR
2022-05-04,BEAR
2022-05-05,BEAR
2022-05-06,BEAR
2022-05-09,BEAR
2022-05-10,BEAR
2022-05-11,BEAR
2022-05-12,BEAR
2022-05-13,BEAR
2022-05-16,BEAR
2022-05-17,BEAR
2022-05-18,BEAR
2022-05-19,BEAR
2022-05-20,BEAR
2022-05-23,BEAR
2022-05-24,BEAR
2022-05-25,BEAR
2022-05-26,BEAR
2022-05-27,BEAR
2022-05-31,BEAR
2022-06-01,BEAR
2022-06-02,BEAR
2022-06-03,BEAR
2022-06-06,BEAR
2022-06-07,BEAR
2022-06-08,RANGE
2022-06-09,RANGE
2022-06-10,RANGE
2022-06-13,BEAR
2022-06-14,BEAR
2022-06-15,BEAR
2022-06-16,BEAR
2022-06-17,BEAR
2022-06-21,BEAR
2022-06-22,BEAR
2022-06-23,BEAR
2022-06-24,BEAR
2022-06-27,BEAR
2022-06-28,BEAR
2022-06-29,BEAR
2022-06-30,BEAR
2022-07-01,BEAR
2022-07-05,BEAR
2022-07-06,BEAR
2022-07-07,BEAR
2022-07-08,BEAR
2022-07-11,BEAR
2022-07-12,BEAR
2022-07-13,BEAR
2022-07-14,BEAR
2022-07-15,BEAR
2022-07-18,BEAR
2022-07-19,BEAR
2022-07-20,BEAR
2022-07-21,RANGE
2022-07-22,RANGE
2022-07-25,RANGE
2022-07-26,RANGE
2022-07-27,RANGE
2022-07-28,RANGE
2022-07-29,RANGE
2022-08-01,RANGE
2022-08-02,RANGE
2022-08-03,RANGE
2022-08-04,RANGE
2022-08-05,RANGE
2022-08-08,RANGE
2022-08-09,RANGE
2022-08-10,RANGE
2022-08-11,RANGE
2022-08-12,RANGE
2022-08-15,BULL
2022-08-16,BULL
2022-08-17,BULL
2022-08-18,BULL
2022-08-19,BULL
2022-08-22,RANGE
2022-08-23,RANGE
2022-08-24,RANGE
2022-08-25,RANGE
2022-08-26,RANGE
2022-08-29,RANGE
2022-08-30,RANGE
2022-08-31,BEAR
2022-09-01,BEAR
2022-09-02,BEAR
2022-09-06,BEAR
2022-09-07,BEAR
2022-09-08,BEAR
2022-09-09,BEAR
2022-09-12,RANGE
2022-09-13,RANGE
2022-09-14,RANGE
2022-09-15,RANGE
2022-09-16,BEAR
2022-09-19,BEAR
2022-09-20,BEAR
2022-09-21,BEAR
2022-09-22,BEAR
2022-09-23,BEAR
2022-09-26,BEAR
2022-09-27,BEAR
2022-09-28,BEAR
2022-09-29,BEAR
2022-09-30,BEAR
2022-10-03,BEAR
2022-10-04,BEAR
2022-10-05,BEAR
2022-10-06,BEAR
2022-10-07,BEAR
2022-10-10,BEAR
2022-10-11,BEAR
2022-10-12,BEAR
2022-10-13,BEAR
2022-10-14,BEAR
2022-10-17,BEAR
2022-10-18,BEAR
2022-10-19,BEAR
2022-10-20,BEAR
2022-10-21,BEAR
2022-10-24,BEAR
2022-10-25,BEAR
2022-10-26,BEAR
2022-10-27,BEAR
2022-10-28,BEAR
2022-10-31,BEAR
2022-11-01,BEAR
2022-11-02,BEAR
2022-11-03,BEAR
2022-11-04,BEAR
2022-11-07,BEAR
2022-11-08,BEAR
2022-11-09,BEAR
2022-11-10,BEAR
2022-11-11,RANGE
2022-11-14,RANGE
2022-11-15,RANGE
2022-11-16,RANGE
2022-11-17,RANGE
2022-11-18,RANGE
2022-11-21,RANGE
2022-11-22,RANGE
2022-11-23,RANGE
2022-11-25,RANGE
2022-11-28,RANGE
2022-11-29,RANGE
2022-11-30,RANGE
2022-12-01,RANGE
2022-12-02,BULL
2022-12-05,BULL
2022-12-06,RANGE
2022-12-07,RANGE
2022-12-08,RANGE
2022-12-09,RANGE
2022-12-12,RANGE
2022-12-13,RANGE
2022-12-14,RANGE
2022-12-15,RANGE
2022-12-16,RANGE
2022-12-19,RANGE
2022-12-20,RANGE
2022-12-21,RANGE
2022-12-22,RANGE
2022-12-23,RANGE
2022-12-27,RANGE
2022-12-28,RANGE
2022-12-29,RANGE
2022-12-30,RANGE
2023-01-03,RANGE
2023-01-04,RANGE
2023-01-05,RANGE
2023-01-06,RANGE
2023-01-09,RANGE
2023-01-10,RANGE
2023-01-11,RANGE
2023-01-12,RANGE
2023-01-13,RANGE
2023-01-17,BULL
2023-01-18,BULL
2023-01-19,RANGE
2023-01-20,RANGE
2023-01-23,BULL
2023-01-24,BULL
2023-01-25,BULL
2023-01-26,BULL
2023-01-27,BULL
2023-01-30,BULL
2023-01-31,BULL
2023-02-01,BULL
2023-02-02,BULL
2023-02-03,BULL
2023-02-06,BULL
2023-02-07,BULL
2023-02-08,BULL
2023-02-09,BULL
2023-02-10,RANGE
2023-02-13,RANGE
2023-02-14,RANGE
2023-02-15,BULL
2023-02-16,BULL
2023-02-17,RANGE
2023-02-21,RANGE
2023-02-22,RANGE
2023-02-23,RANGE
2023-02-24,RANGE
2023-02-27,RANGE
2023-02-28,RANGE
2023-03-01,RANGE
2023-03-02,RANGE
2023-03-03,RANGE
2023-03-06,RANGE
2023-03-07,RANGE
2023-03-08,RANGE
2023-03-09,RANGE
2023-03-10,RANGE
2023-03-13,RANGE
2023-03-14,RANGE
2023-03-15,RANGE
2023-03-16,RANGE
2023-03-17,RANGE
2023-03-20,RANGE
2023-03-21,RANGE
2023-03-22,RANGE
2023-03-23,RANGE
2023-03-24,RANGE
2023-03-27,RANGE
2023-03-28,RANGE
2023-03-29,RANGE
2023-03-30,BULL
2023-03-31,BULL
2023-04-03,BULL
2023-04-04,BULL
2023-04-05,BULL
2023-04-06,BULL
2023-04-10,BULL
2023-04-11,BULL
2023-04-12,BULL
2023-04-13,BULL
2023-04-14,BULL
2023-04-17,BULL
2023-04-18,BULL
2023-04-19,BULL
2023-04-20,BULL
2023-04-21,BULL
2023-04-24,BULL
2023-04-25,BULL
2023-04-26,BULL
2023-04-27,BULL
2023-04-28,BULL
2023-05-01,BULL
2023-05-02,BULL
2023-05-03,RANGE
2023-05-04,RANGE
2023-05-05,RANGE
2023-05-08,BULL
2023-05-09,BULL
2023-05-10,BULL
2023-05-11,BULL
2023-05-12,RANGE
2023-05-15,RANGE
2023-05-16,RANGE
2023-05-17,RANGE
2023-05-18,BULL
2023-05-19,BULL
2023-05-22,BULL
2023-05-23,BULL
2023-05-24,BULL
2023-05-25,RANGE
2023-05-26,RANGE
2023-05-30,BULL
2023-05-31,BULL
2023-06-01,BULL
2023-06-02,BULL
2023-06-05,BULL
2023-06-06,BULL
2023-06-07,BULL
2023-06-08,BULL
2023-06-09,BULL
2023-06-12,BULL
2023-06-13,BULL
2023-06-14,BULL
2023-06-15,BULL
2023-06-16,BULL
2023-06-20,BULL
2023-06-21,BULL
2023-06-22,BULL
2023-06-23,BULL
2023-06-26,BULL
2023-06-27,BULL
2023-06-28,BULL
2023-06-29,BULL
2023-06-30,BULL
2023-07-03,BULL
2023-07-05,BULL
2023-07-06,BULL
2023-07-07,BULL
2023-07-10,BULL
2023-07-11,BULL
2023-07-12,BULL
2023-07-13,BULL
2023-07-14,BULL
2023-07-17,BULL
2023-07-18,BULL
2023-07-19,BULL
2023-07-20,BULL
2023-07-21,BULL
2023-07-24,BULL
2023-07-25,BULL
2023-07-26,BULL
2023-07-27,BULL
2023-07-28,BULL
2023-07-31,BULL
2023-08-01,BULL
2023-08-02,BULL
2023-08-03,BULL
2023-08-04,BULL
2023-08-07,BULL
2023-08-08,BULL
2023-08-09,BULL
2023-08-10,RANGE
2023-08-11,RANGE
2023-08-14,RANGE
2023-08-15,RANGE
2023-08-16,RANGE
2023-08-17,RANGE
2023-08-18,RANGE
2023-08-21,RANGE
2023-08-22,RANGE
2023-08-23,RANGE
2023-08-24,RANGE
2023-08-25,RANGE
2023-08-28,RANGE
2023-08-29,RANGE
2023-08-30,RANGE
2023-08-31,BULL
2023-09-01,BULL
2023-09-05,BULL
2023-09-06,RANGE
2023-09-07,RANGE
2023-09-08,RANGE
2023-09-11,RANGE
2023-09-12,RANGE
2023-09-13,RANGE
2023-09-14,BULL
2023-09-15,BULL
2023-09-18,BULL
2023-09-19,BULL
2023-09-20,BULL
2023-09-21,BULL
2023-09-22,RANGE
2023-09-25,RANGE
2023-09-26,RANGE
2023-09-27,RANGE
2023-09-28,RANGE
2023-09-29,RANGE
2023-10-02,RANGE
2023-10-03,RANGE
2023-10-04,RANGE
2023-10-05,RANGE
2023-10-06,RANGE
2023-10-09,RANGE
2023-10-10,RANGE
2023-10-11,RANGE
2023-10-12,RANGE
2023-10-13,RANGE
2023-10-16,RANGE
2023-10-17,RANGE
2023-10-18,RANGE
2023-10-19,RANGE
2023-10-20,RANGE
2023-10-23,RANGE
2023-10-24,RANGE
2023-10-25,RANGE
2023-10-26,RANGE
2023-10-27,RANGE
2023-10-30,RANGE
2023-10-31,RANGE
2023-11-01,RANGE
2023-11-02,RANGE
2023-11-03,BULL
2023-11-06,BULL
2023-11-07,BULL
2023-11-08,BULL
2023-11-09,BULL
2023-11-10,BULL
2023-11-13,BULL
2023-11-14,BULL
2023-11-15,BULL
2023-11-16,BULL
2023-11-17,BULL
2023-11-20,BULL
2023-11-21,BULL
2023-11-22,BULL
2023-11-24,BULL
2023-11-27,BULL
2023-11-28,BULL
2023-11-29,BULL
2023-11-30,BULL
2023-12-01,BULL
2023-12-04,BULL
2023-12-05,BULL
2023-12-06,BULL
2023-12-07,BULL
2023-12-08,BULL
2023-12-11,BULL
2023-12-12,BULL
2023-12-13,BULL
2023-12-14,BULL
2023-12-15,BULL
2023-12-18,BULL
2023-12-19,BULL
2023-12-20,BULL
2023-12-21,BULL
2023-12-22,BULL
2023-12-26,BULL
2023-12-27,BULL
2023-12-28,BULL
2023-12-29,BULL
2024-01-02,BULL
2024-01-03,BULL
2024-01-04,BULL
2024-01-05,BULL
2024-01-08,BULL
2024-01-09,BULL
2024-01-10,BULL
2024-01-11,BULL
2024-01-12,BULL
2024-01-16,BULL
2024-01-17,BULL
2024-01-18,BULL
2024-01-19,BULL
2024-01-22,BULL
2024-01-23,BULL
2024-01-24,BULL
2024-01-25,BULL
2024-01-26,BULL
2024-01-29,BULL
2024-01-30,BULL
2024-01-31,BULL
2024-02-01,BULL
2024-02-02,BULL
2024-02-05,BULL
2024-02-06,BULL
2024-02-07,BULL
2024-02-08,BULL
2024-02-09,BULL
2024-02-12,BULL
2024-02-13,BULL
2024-02-14,BULL
2024-02-15,BULL
2024-02-16,BULL
2024-02-20,BULL
2024-02-21,BULL
2024-02-22,BULL
2024-02-23,BULL
2024-02-26,BULL
2024-02-27,BULL
2024-02-28,BULL
2024-02-29,BULL
2024-03-01,BULL
2024-03-04,BULL
2024-03-05,BULL
2024-03-06,BULL
2024-03-07,BULL
2024-03-08,BULL
2024-03-11,BULL
2024-03-12,BULL
2024-03-13,BULL
2024-03-14,BULL
2024-03-15,BULL
2024-03-18,BULL
2024-03-19,BULL
2024-03-20,BULL
2024-03-21,BULL
2024-03-22,BULL
2024-03-25,BULL
2024-03-26,BULL
2024-03-27,BULL
2024-03-28,BULL
2024-04-01,BULL
2024-04-02,BULL
2024-04-03,BULL
2024-04-04,BULL
2024-04-05,BULL
2024-04-08,BULL
2024-04-09,BULL
2024-04-10,BULL
2024-04-11,BULL
2024-04-12,BULL
2024-04-15,RANGE
2024-04-16,RANGE
2024-04-17,RANGE
2024-04-18,RANGE
2024-04-19,RANGE
2024-04-22,RANGE
2024-04-23,RANGE
2024-04-24,RANGE
2024-04-25,RANGE
2024-04-26,RANGE
2024-04-29,RANGE
2024-04-30,RANGE
2024-05-01,RANGE
2024-05-02,RANGE
2024-05-03,RANGE
2024-05-06,RANGE
2024-05-07,RANGE
2024-05-08,RANGE
2024-05-09,BULL
2024-05-10,BULL
2024-05-13,BULL
2024-05-14,BULL
2024-05-15,BULL
2024-05-16,BULL
2024-05-17,BULL
2024-05-20,BULL
2024-05-21,BULL
2024-05-22,BULL
2024-05-23,BULL
2024-05-24,BULL
2024-05-28,BULL
2024-05-29,BULL
2024-05-30,BULL
2024-05-31,BULL
2024-06-03,BULL
2024-06-04,BULL
2024-06-05,BULL
2024-06-06,BULL
2024-06-07,BULL
2024-06-10,BULL
2024-06-11,BULL
2024-06-12,BULL
2024-06-13,BULL
2024-06-14,BULL
2024-06-17,BULL
2024-06-18,BULL
2024-06-20,BULL
2024-06-21,BULL
2024-06-24,BULL
2024-06-25,BULL
2024-06-26,BULL
2024-06-27,BULL
2024-06-28,BULL
2024-07-01,BULL
2024-07-02,BULL
2024-07-03,BULL
2024-07-05,BULL
2024-07-08,BULL
2024-07-09,BULL
2024-07-10,BULL
2024-07-11,BULL
2024-07-12,BULL
2024-07-15,BULL
2024-07-16,BULL
2024-07-17,BULL
2024-07-18,BULL
2024-07-19,BULL
2024-07-22,BULL
2024-07-23,BULL
2024-07-24,BULL
2024-07-25,RANGE
2024-07-26,RANGE
2024-07-29,RANGE
2024-07-30,RANGE
2024-07-31,RANGE
2024-08-01,RANGE
2024-08-02,RANGE
2024-08-05,RANGE
2024-08-06,BEAR
2024-08-07,BEAR
2024-08-08,BEAR
2024-08-09,BEAR
