date,capital
2021-08-10,100206.6890807297
2021-08-11,100599.77320192939
2021-08-12,100408.64317753728
2021-08-13,99678.7284363366
2021-08-16,98931.45805219226
2021-08-17,97968.55300238426
2021-08-18,97286.96886053789
2021-08-19,96364.5152678222
2021-08-20,97655.57166820829
2021-08-23,99129.81967668951
2021-08-24,99908.77381479045
2021-08-25,100190.07722694537
2021-08-26,99341.17152298297
2021-08-27,101580.6989326446
2021-08-30,101245.30431809023
2021-08-31,101401.44296912703
2021-09-01,101947.23296177591
2021-09-02,102519.0237565957
2021-09-03,102133.9573143262
2021-09-07,101570.21897532247
2021-09-08,100683.3116889298
2021-09-09,100643.81487498427
2021-09-10,99859.6605193905
2021-09-13,100312.10285238213
2021-09-14,99290.1112238338
2021-09-15,100004.6656093838
2021-09-16,100064.35063823707
2021-09-17,100166.25298640183
2021-09-20,98269.00501780251
2021-09-21,98385.26139773343
2021-09-22,99598.92033280939
2021-09-23,101005.0971570471
2021-09-24,100613.55643666163
2021-09-27,101834.50852056377
2021-09-28,99979.66799338325
2021-09-29,99812.62667743825
2021-09-30,99066.62473123528
2021-10-01,100345.54817555058
2021-10-04,99609.35929580498
2021-10-05,99886.888046476
2021-10-06,99470.23572432328
2021-10-07,100698.4284043333
2021-10-08,100089.776056537
2021-10-11,99629.6535734217
2021-10-12,100068.03513486235
2021-10-13,100448.44285223505
2021-10-14,101641.8609362964
2021-10-15,101386.81304145229
2021-10-18,101337.54644478498
2021-10-19,101641.86093629643
2021-10-20,102185.32556622896
2021-10-21,102395.46249724597
2021-10-22,102199.82924933432
2021-10-25,102984.55466038441
2021-10-26,102353.44680673257
2021-10-27,100835.39074757625
2021-10-28,102455.58787236387
2021-10-29,102433.18300958617
2021-11-01,104556.84877173083
2021-11-02,104728.44356488372
2021-11-03,106234.07622574041
2021-11-04,106203.96109864702
2021-11-05,107375.39623720881
2021-11-08,107647.14173276094
2021-11-09,107135.99125314518
2021-11-10,105770.5296745602
2021-11-11,106459.09622128242
2021-11-12,106545.33083833611
2021-11-15,106203.96109864702
2021-11-16,106359.8449393191
2021-11-17,105235.12190806694
2021-11-18,104878.01623641563
2021-11-19,104109.03634659326
2021-11-22,103753.29899855395
2021-11-23,103607.33560928097
2021-11-24,103699.3972936787
2021-11-26,100560.151266692
2021-11-29,100512.08821594175
2021-11-30,98799.3604924204
2021-12-01,97456.83269518326
2021-12-02,98016.77888997098
2021-12-03,96653.87701218051
2021-12-06,97270.02411446915
2021-12-07,99604.15421741389
2021-12-08,99963.57178496361
2021-12-09,98781.29771194336
2021-12-10,99642.46057924794
2021-12-13,98488.43003771243
2021-12-14,97673.60492871446
2021-12-15,99449.78882440338
2021-12-16,97398.47614387822
2021-12-17,97013.28829046126
2021-12-20,96261.77253835043
2021-12-21,97971.74895163381
2021-12-22,98924.27131542425
2021-12-23,99521.11036198016
2021-12-27,100841.54901912452
2021-12-28,100463.5887632282
2021-12-29,100451.54481315386
2021-12-30,100212.55922960254
2021-12-31,99630.23469004639
2022-01-03,100089.54387589777
2022-01-04,100064.8777944507
2022-01-05,98526.02865035362
2022-01-06,98452.18138955624
2022-01-07,98141.73595103843
2022-01-10,98042.2151946431
2022-01-11,98751.57527298889
2022-01-12,98966.86519296157
2022-01-13,97879.9463287073
2022-01-14,97911.829504575
2022-01-18,96526.38513926236
2022-01-19,95735.30601507926
2022-01-20,94896.2408773682
2022-01-21,93422.3489668336
2022-01-24,93736.66022012148
2022-01-25,92831.15266770517
2022-01-26,92650.41228855264
2022-01-27,92293.4714316717
2022-01-28,94086.39368059917
2022-01-31,95425.69276913957
2022-02-01,95939.43703436232
2022-02-02,96688.10137863293
2022-02-03,94864.04443726555
2022-02-04,95216.20992579222
2022-02-07,94971.87171603311
2022-02-08,95598.37408946332
2022-02-09,96716.17413443637
2022-02-10,95321.403344234
2022-02-11,93818.04509315468
2022-02-14,93571.62414838217
2022-02-15,94777.10888261002
2022-02-16,94861.95446922685
2022-02-17,93241.12904458446
2022-02-18,92763.01841044598
2022-02-22,91972.32148255705
2022-02-23,90677.27486333146
2022-02-24,91754.75195420491
2022-02-25,93358.21256007328
2022-02-28,93141.61439781265
2022-03-01,92434.41279810046
2022-03-02,92722.67401898988
2022-03-03,92654.4046224121
2022-03-04,92566.91774265224
2022-03-07,90420.5829139395
2022-03-08,89669.4785952137
2022-03-09,91114.87434244137
2022-03-10,90447.95711989827
2022-03-11,89708.40628527041
2022-03-14,88641.4633239322
2022-03-15,89996.25664937378
2022-03-16,91682.66830793422
2022-03-17,92325.66315088766
2022-03-18,93368.45818456463
2022-03-21,92761.2214400156
2022-03-22,93239.29496656664
2022-03-23,92889.54815166243
2022-03-24,93717.2148666854
2022-03-25,93709.73372218234
2022-03-28,94411.43297804076
2022-03-29,95460.52296250113
2022-03-30,95218.40834958851
2022-03-31,94170.1089793494
2022-04-01,94354.64373021503
2022-04-04,94910.80384297635
2022-04-05,94075.8172125038
2022-04-06,93428.80418770408
2022-04-07,93753.17620964076
2022-04-08,93577.01373933553
2022-04-11,92477.32281491489
2022-04-12,92242.34111589934
2022-04-13,92966.0415351212
2022-04-14,92167.07254189391
2022-04-18,92196.20626901591
2022-04-19,93212.26097553875
2022-04-20,93171.05539258796
2022-04-21,92212.36863768252
2022-04-22,90476.33627054634
2022-04-25,90835.59816331668
2022-04-26,89043.33692299908
2022-04-27,89212.00035920322
2022-04-28,90737.8551258514
2022-04-29,88421.07074208083
2022-05-02,88597.40502981597
2022-05-03,88720.84300603179
2022-05-04,89601.84885908471
2022-05-05,88558.14012387213
2022-05-06,88389.08816646511
2022-05-09,87481.15143314161
2022-05-10,87544.11228128892
2022-05-11,87110.20125129075
2022-05-12,87088.72642242718
2022-05-13,87737.27480077615
2022-05-16,87619.14234717324
2022-05-17,88182.40013656141
2022-05-18,87055.87355179827
2022-05-19,86904.80473986905
2022-05-20,86916.44026912496
2022-05-23,87415.36586440924
2022-05-24,87201.39550417743
2022-05-25,87446.16942029404
2022-05-26,88002.73570022137
2022-05-27,88670.56123977483
2022-05-31,88476.23019793554
2022-06-01,88477.18572251406
2022-06-02,88496.54585564091
2022-06-03,88477.18572251404
2022-06-06,88486.85287658317
2022-06-07,88477.18572251404
2022-06-08,88486.85287658317
2022-06-09,88496.54585564091
2022-06-10,88477.18572251404
2022-06-13,88486.85287658317
2022-06-14,88477.18572251404
2022-06-15,88486.85287658317
2022-06-16,88506.21300971003
2022-06-17,88496.5458556409
2022-06-21,88515.89738043823
2022-06-22,88525.58175116642
2022-06-23,88525.58175116642
2022-06-24,88506.21300971003
2022-06-27,88506.21300971003
2022-06-28,88525.58175116644
2022-06-29,88535.25751356511
2022-06-30,88544.92466763424
2022-07-01,88538.16712894835
2022-07-05,88538.16712894835
2022-07-06,88538.16712894835
2022-07-07,88538.16712894835
2022-07-08,88528.49136654969
2022-07-11,88538.16712894833
2022-07-12,88528.49136654967
2022-07-13,88528.49136654967
2022-07-14,88538.16712894832
2022-07-15,88528.49136654966
2022-07-18,88528.49136654966
2022-07-19,88528.49136654966
2022-07-20,88528.49136654966
2022-07-21,88557.54447873427
2022-07-22,88567.20302447386
2022-07-25,88557.54447873427
2022-07-26,88557.54447873427
2022-07-27,88557.54447873427
2022-07-28,88567.20302447386
2022-07-29,88576.91322019066
2022-08-01,88583.68797553562
2022-08-02,88593.36373793428
2022-08-03,88583.68797553562
2022-08-04,88603.09115031017
2022-08-05,88622.46850009612
2022-08-08,88632.16147915384
2022-08-09,88622.46850009612
2022-08-10,88632.16147915384
2022-08-11,88632.16147915384
2022-08-12,88651.5388289398
2022-08-15,88641.83724155252
2022-08-16,88651.53882893978
2022-08-17,88651.53882893978
2022-08-18,88690.3279618298
2022-08-19,88690.3279618298
2022-08-22,88700.02094088752
2022-08-23,88680.62637444252
2022-08-24,88709.67948662712
2022-08-25,88719.38968234394
2022-08-26,88719.38968234394
2022-08-29,88719.38968234394
2022-08-30,88729.08266140167
2022-08-31,88748.47722784668
2022-09-01,88766.91626971318
2022-09-02,88776.63507375952
2022-09-06,88776.63507375952
2022-09-07,88786.3366611468
2022-09-08,88805.77426923948
2022-09-09,88805.77426923948
2022-09-12,88796.07268185222
2022-09-13,88815.46724829724
2022-09-14,88815.46724829724
2022-09-15,88844.61505210675
2022-09-16,88844.61505210675
2022-09-19,88844.61505210675
2022-09-20,88834.89624806041
2022-09-21,88854.29942283494
2022-09-22,88893.14020570218
2022-09-23,88893.14020570218
2022-09-26,88873.70259760947
2022-09-27,88902.85040141897
2022-09-28,88912.54338047671
2022-09-29,88931.9809885694
2022-09-30,88931.9809885694
2022-10-03,88907.67967428877
2022-10-04,88936.81886976871
2022-10-05,88936.81886976871
2022-10-06,88956.29951950908
2022-10-07,88956.29951950908
2022-10-10,88965.99249856682
2022-10-11,88965.99249856682
2022-10-12,88965.99249856682
2022-10-13,88995.20056068308
2022-10-14,88995.20056068308
2022-10-17,88995.20056068308
2022-10-18,88995.20056068308
2022-10-19,88995.20056068308
2022-10-20,89034.09299352753
2022-10-21,89043.83762256248
2022-10-24,89034.09299352753
2022-10-25,89034.09299352753
2022-10-26,89053.56503493838
2022-10-27,89082.72144707742
2022-10-28,89073.00264303108
2022-10-31,89073.00264303108
2022-11-01,89080.76735627271
2022-11-02,89110.05289335479
2022-11-03,89139.2523471415
2022-11-04,89158.78464685909
2022-11-07,89149.02280116506
2022-11-08,89158.78464685909
2022-11-09,89207.49918370432
2022-11-10,89217.24381273928
2022-11-11,89207.49918370433
2022-11-14,89207.49918370433
2022-11-15,89226.97983344471
2022-11-16,89236.75028746827
2022-11-17,89265.9755662436
2022-11-18,89265.9755662436
2022-11-21,89275.74602026715
2022-11-22,89295.20945334845
2022-11-23,89314.71592807742
2022-11-25,89314.71592807742
2022-11-28,89324.47777377145
2022-11-29,89353.71166087632
2022-11-30,89353.71166087632
2022-12-01,89373.26117725298
2022-12-02,89383.03163127654
2022-12-05,89392.81069362962
2022-12-06,89422.13927235939
2022-12-07,89422.13927235939
2022-12-08,89480.7706048303
2022-12-09,89471.0173674658
2022-12-12,89480.77060483028
2022-12-13,89480.77060483028
2022-12-14,89510.13361687817
2022-12-15,89529.66591659577
2022-12-16,89529.66591659577
2022-12-19,89540.43493684553
2022-12-20,89550.22260752817
2022-12-21,89560.08775317663
2022-12-22,89618.89125223827
2022-12-23,89618.89125223827
2022-12-27,89618.89125223827
2022-12-28,89648.28869760432
2022-12-29,89687.50824697116
2022-12-30,89677.72057628853
2023-01-03,89687.50824697116
2023-01-04,89677.72057628853
2023-01-05,89707.12662998411
2023-01-06,89697.30452598333
2023-01-09,89716.94012565534
2023-01-10,89707.1266299841
2023-01-11,89707.1266299841
2023-01-12,89775.76944970559
2023-01-13,89785.5485120587
2023-01-17,89785.5485120587
2023-01-18,89795.36200772994
2023-01-19,89834.54712377861
2023-01-20,89844.36922777939
2023-01-23,89844.36922777939
2023-01-24,89854.19133178017
2023-01-25,89863.98761079235
2023-01-26,89913.02926415995
2023-01-27,89922.80832651304
2023-01-30,89922.80832651304
2023-01-31,89932.63903884335
2023-02-01,89938.51852791656
2023-02-02,89977.86720222644
2023-02-03,89997.56306020523
2023-02-06,90007.39377253554
2023-02-07,90017.23309319539
2023-02-08,90017.23309319539
2023-02-09,90046.76827183402
2023-02-10,90056.59898416433
2023-02-13,90076.26040882495
2023-02-14,90076.26040882495
2023-02-15,90095.94765847418
2023-02-16,90145.17008676205
2023-02-17,90155.00079909238
2023-02-21,90155.00079909238
2023-02-22,90184.53597773101
2023-02-23,90214.0367230515
2023-02-24,90223.89326037042
2023-02-27,90233.68953938258
2023-02-28,90243.58051001963
2023-03-01,90248.49586618479
2023-03-02,90278.06547814158
2023-03-03,90297.8215944271
2023-03-06,90307.6953484051
2023-03-07,90307.6953484051
2023-03-08,90327.46007302016
2023-03-09,90347.15593099894
2023-03-10,90366.90343895493
2023-03-13,90386.6251219223
2023-03-14,90396.51609255937
2023-03-15,90445.83321247213
2023-03-16,90485.31101172505
2023-03-17,90505.01547803335
2023-03-20,90514.89784034088
2023-03-21,90514.89784034088
2023-03-22,90534.64534829686
2023-03-23,90574.14036420886
2023-03-24,90593.87065550577
2023-03-27,90584.01411818685
2023-03-28,90603.72719282469
2023-03-29,90603.72719282469
2023-03-30,90623.48330911022
2023-03-31,90603.72719282468
2023-04-03,90625.5493081989
2023-04-04,90635.44027883596
2023-04-05,90684.94678199853
2023-04-06,90694.88940261283
2023-04-10,90704.76315659082
2023-04-11,90714.7057772051
2023-04-12,90734.50493513832
2023-04-13,90784.0372632895
2023-04-14,90784.0372632895
2023-04-17,90803.85363788178
2023-04-18,90813.75321684839
2023-04-19,90823.67001247406
2023-04-20,90893.02732354705
2023-04-21,90883.11052792138
2023-04-24,90893.02732354705
2023-04-25,90883.11052792138
2023-04-26,90902.92690251366
2023-04-27,90932.66007273163
2023-04-28,90896.28700870254
2023-05-01,90856.36355181973
2023-05-02,90527.70093566476
2023-05-03,90298.09712908854
2023-05-04,90189.71948986614
2023-05-05,90959.13745723461
2023-05-08,91055.28238665187
2023-05-09,90830.16508944871
2023-05-10,91230.65130930522
2023-05-11,91385.91472764
2023-05-12,91265.961517671
2023-05-15,91470.316507451
2023-05-16,91506.05965606327
2023-05-17,91964.33961447785
2023-05-18,92687.39199592997
2023-05-19,92601.73456897224
2023-05-22,92735.06168047886
2023-05-23,92252.62414274731
2023-05-24,92059.87570130426
2023-05-25,93005.31955808803
2023-05-26,93995.63333871946
2023-05-30,94179.69809874045
2023-05-31,93931.3658167947
2023-06-01,94809.9400425919
2023-06-02,95382.0817556399
2023-06-05,95436.07776251859
2023-06-06,95427.21701977117
2023-06-07,94129.30850195636
2023-06-08,95074.61672480819
2023-06-09,95368.17408170293
2023-06-12,96663.71678007461
2023-06-13,97266.00066123623
2023-06-14,97840.17362846457
2023-06-15,98789.92758571212
2023-06-16,98288.82040409805
2023-06-20,98179.20510182505
2023-06-21,97098.01226343165
2023-06-22,98029.56975379468
2023-06-23,97246.69330914227
2023-06-26,96197.8174665587
2023-06-27,97531.79498364765
2023-06-28,97687.37463125563
2023-06-29,97535.68892805699
2023-06-30,98754.05650313139
2023-07-03,98945.08792552621
2023-07-05,98945.11493199933
2023-07-06,98348.51333696362
2023-07-07,98089.76813969178
2023-07-10,98119.7412779177
2023-07-11,98508.99198295386
2023-07-12,99507.74545059456
2023-07-13,100870.10289296774
2023-07-14,100855.15138972847
2023-07-17,101614.37327207839
2023-07-18,102283.72915125905
2023-07-19,102268.81975817084
2023-07-20,100378.4241369119
2023-07-21,100136.76068896969
2023-07-24,100267.23229563261
2023-07-25,100814.73820845368
2023-07-26,100547.41769703553
2023-07-27,100365.75217670758
2023-07-28,101834.98589317169
2023-07-31,101879.35869189238
2023-08-01,101695.65429483389
2023-08-02,99913.52060006223
2023-08-03,99794.97863164009
2023-08-04,99427.68217760081
2023-08-07,100096.82062377401
2023-08-08,99423.65247665039
2023-08-09,98557.04701898203
2023-08-10,98712.64873726788
2023-08-11,98215.67879247814
2023-08-14,99090.97908611325
2023-08-15,98258.37164934952
2023-08-16,97438.63035600797
2023-08-17,96606.32461720894
2023-08-18,96512.97141244526
2023-08-21,97740.89885885437
2023-08-22,97632.65790173499
2023-08-23,98854.31680707051
2023-08-24,97184.95590576582
2023-08-25,97784.21762205461
2023-08-28,98370.71913027966
2023-08-29,100070.02861041788
2023-08-30,100518.44565431713
2023-08-31,100771.542402146
2023-09-01,100689.54570411997
2023-09-05,100796.32924535964
2023-09-06,100086.10505649031
2023-09-07,99525.52619528196
2023-09-08,99638.6401173198
2023-09-11,100574.93572354865
2023-09-12,99690.0472644463
2023-09-13,99995.10474063674
2023-09-14,100654.35713328687
2023-09-15,99280.97916031632
2023-09-18,99365.60742472397
2023-09-19,99199.08861721182
2023-09-20,98062.8768390792
2023-09-21,96647.11215639405
2023-09-22,96659.99434446843
2023-09-25,97025.31144586045
2023-09-26,95874.13339452088
2023-09-27,96058.02951970499
2023-09-28,96698.99241970424
2023-09-29,96755.85136275164
2023-10-02,97404.80921718944
2023-10-03,96039.27748023329
2023-10-04,97084.91905754266
2023-10-05,96868.61118594684
2023-10-06,98167.07972182089
2023-10-09,98571.026767423
2023-10-10,99009.61927708537
2023-10-11,99582.08042342542
2023-10-12,99311.83319333429
2023-10-13,98311.42764893928
2023-10-16,99205.84430670191
2023-10-17,98946.52684430858
2023-10-18,97905.12977113586
2023-10-19,97179.01575547736
2023-10-20,96023.05519320452
2023-10-23,96256.33514413652
2023-10-24,97006.00500306652
2023-10-25,95109.02728480508
2023-10-26,93674.27243272087
2023-10-27,94037.1068923443
2023-10-30,94879.65851146312
2023-10-31,95240.07432679499
2023-11-01,96568.36402603294
2023-11-02,97981.76391680398
2023-11-03,98911.08742487899
2023-11-06,99238.88367132159
2023-11-07,100000.91521076419
2023-11-08,100055.11774031527
2023-11-09,99442.3119548168
2023-11-10,101251.09421423142
2023-11-13,100996.9387632698
2023-11-14,102762.29351901647
2023-11-15,102829.44915746732
2023-11-16,102909.45274855236
2023-11-17,102933.16073217719
2023-11-20,103953.76987108462
2023-11-21,103467.08172045054
2023-11-22,103820.68110107767
2023-11-24,103703.3400228089
2023-11-27,103631.58438006652
2023-11-28,103857.26246231678
2023-11-29,103776.81846925755
2023-11-30,103570.76065949371
2023-12-01,103811.60269923782
2023-12-04,103040.20883697779
2023-12-05,103251.44530852148
2023-12-06,102776.38320579531
2023-12-07,103931.89421143077
2023-12-08,104307.193407405
2023-12-11,105025.58933401795
2023-12-12,105696.8257161915
2023-12-13,106779.46404291212
2023-12-14,106713.93602957498
2023-12-15,107136.27266844509
2023-12-18,107682.8174193853
2023-12-19,108126.9510823157
2023-12-20,106833.31515651432
2023-12-21,107848.35988457748
2023-12-22,107980.87572681923
2023-12-26,108519.23411333695
2023-12-27,108697.82356812229
2023-12-28,108668.75312797542
2023-12-29,108287.62928901498
2024-01-02,106824.03280706228
2024-01-03,105929.97831669409
2024-01-04,105503.42325882259
2024-01-05,105605.2289058566
2024-01-08,107342.22856945108
2024-01-09,107513.83204702451
2024-01-10,108100.3155834284
2024-01-11,108291.96846444729
2024-01-12,108341.12070583332
2024-01-16,108335.0244402292
2024-01-17,107851.1075220872
2024-01-18,109083.2972773485
2024-01-19,110818.18020972674
2024-01-22,110936.91691259613
2024-01-23,111309.47189686786
2024-01-24,111808.96411085685
2024-01-25,111930.82312331343
2024-01-26,111395.86307159773
2024-01-29,112316.31855600752
2024-01-30,111715.80579325132
2024-01-31,109955.79858425754
2024-02-01,111002.6858756438
2024-02-02,112511.66105115047
2024-02-05,112393.5331821453
2024-02-06,112216.90201652431
2024-02-07,113147.54945899565
2024-02-08,113325.95717188659
2024-02-09,114227.0436051595
2024-02-12,113871.1066682912
2024-02-13,112438.69234665684
2024-02-14,113428.68779740855
2024-02-15,113712.87070951685
2024-02-16,112886.4886974303
2024-02-20,112203.27053411044
2024-02-21,111844.93305060142
2024-02-22,114485.5377272095
2024-02-23,114215.81567287377
2024-02-26,114167.28352655997
2024-02-27,114393.60917206555
2024-02-28,113904.48153969104
2024-02-29,114700.13983247845
2024-03-01,116088.02941772016
2024-03-04,115758.20138150938
2024-03-05,114092.3001483652
2024-03-06,114670.03729878314
2024-03-07,116072.16324054588
2024-03-08,114730.67244021477
2024-03-11,114392.4753480206
2024-03-12,115710.57194839323
2024-03-13,114997.80001908727
2024-03-14,114775.82049370246
2024-03-15,113689.7588688929
2024-03-18,114557.30391545255
2024-03-19,114790.4424724705
2024-03-20,115881.28910552469
2024-03-21,116328.34463055315
2024-03-22,116437.60783606215
2024-03-25,116103.55542266041
2024-03-26,115804.6732124977
2024-03-27,116135.77282861996
2024-03-28,115963.98648643313
2024-04-01,116166.73347839067
2024-04-02,115369.4797555232
2024-04-03,115576.32735989273
2024-04-04,114174.0485368272
2024-04-05,115250.98649847938
2024-04-08,115280.68790601865
2024-04-09,115623.80048417662
2024-04-10,114822.37478522501
2024-04-11,116292.55132592382
2024-04-12,114811.61978445336
2024-04-15,113310.2356473963
2024-04-16,113321.14175338474
2024-04-17,112224.64783288827
2024-04-18,111729.63415267016
2024-04-19,109901.85753296518
2024-04-22,110778.21663637532
2024-04-23,112086.61374276801
2024-04-24,112387.47888842889
2024-04-25,111969.76040469359
2024-04-26,113338.310201457
2024-04-29,113709.0275719413
2024-04-30,112005.72680110787
2024-05-01,111362.24591266908
2024-05-02,112509.89107163047
2024-05-03,114323.05257973325
2024-05-06,115329.69452860899
2024-05-07,115346.92899600475
2024-05-08,115296.9557993009
2024-05-09,115511.80435324911
2024-05-10,115731.29013195861
2024-05-13,115951.4452613363
2024-05-14,116555.35653385885
2024-05-15,118028.74570354629
2024-05-16,117844.38969312808
2024-05-17,117800.40634848135
2024-05-20,118470.08723706895
2024-05-21,118660.3447443686
2024-05-22,118646.27605613664
2024-05-23,118228.35147887713
2024-05-24,119136.15319841135
2024-05-28,119498.78344355494
2024-05-29,118819.9280861661
2024-05-30,117792.86210444216
2024-05-31,117619.46483420597
2024-06-03,118128.55423749087
2024-06-04,118392.57145959754
2024-06-05,120307.50379498691
2024-06-06,120276.6741034892
2024-06-07,120201.37213529611
2024-06-10,120596.91772440347
2024-06-11,121265.4745368458
2024-06-12,122550.39454348682
2024-06-13,123089.51783222337
2024-06-14,123618.04310661586
2024-06-17,124846.10137926787
2024-06-18,124882.56365325069
2024-06-20,124106.90849250041
2024-06-21,123845.31992156187
2024-06-24,122709.17681412684
2024-06-25,123842.51683002233
2024-06-26,124052.09969185856
2024-06-27,124316.53284176394
2024-06-28,123800.34951379009
2024-07-01,124389.9089082393
2024-07-02,125438.59783385904
2024-07-03,126286.00215206403
2024-07-05,127352.51800436294
2024-07-08,127601.85752239847
2024-07-09,127690.74636771622
2024-07-10,128769.03021116987
2024-07-11,126491.6447718269
2024-07-12,127099.89397638665
2024-07-15,127380.24730606479
2024-07-16,127419.52451209485
2024-07-17,124415.77648338096
2024-07-18,123947.18423211477
2024-07-19,123076.76654624073
2024-07-22,124545.74063660852
2024-07-23,124194.31902864059
2024-07-24,120638.63179593798
2024-07-25,119582.31916433637
2024-07-26,120567.43424987386
2024-07-29,120759.68014706994
2024-07-30,119445.60600709417
2024-07-31,122249.54965615062
2024-08-01,119886.58441905152
2024-08-02,117634.91647297367
2024-08-05,114857.06593393143
2024-08-06,115726.08390341338
2024-08-07,114743.20577164728
2024-08-08,117507.1188885302
2024-08-09,117998.27609156774
2024-08-12,118207.67965980024
2024-08-13,120535.608885075
2024-08-14,120569.42616381883
2024-08-15,122999.09866892581
2024-08-16,123139.10018279222
2024-08-19,124434.60350872188
2024-08-20,124230.26814581887
2024-08-21,124700.66282883158
2024-08-22,123112.4418840011
2024-08-23,124192.33104064869
2024-08-26,123227.54199161241
2024-08-27,123527.69508972863
2024-08-28,122407.19539061592
2024-08-29,122263.9503265934
2024-08-30,123441.89250127599
2024-09-03,120453.36219163238
2024-09-04,120207.24535143095
2024-09-05,120299.10770841056
2024-09-06,117751.86236889104
2024-09-09,118948.2596033954
2024-09-10,119827.23246779061
2024-09-11,121892.41167924447
2024-09-12,122848.91382853477
2024-09-13,123301.99311721121
2024-09-16,122871.96373590382
2024-09-17,122926.49371031913
