Date,BIL,IWM,QQQ,SPY,TLT,CASH
2020-01-03,0.0,-0.003920571619401625,-0.009159872106645484,-0.0075721176393764855,0.015400650262014093,0.0
2020-01-06,-0.00010901917488193025,0.001332099767356043,0.006442930285892157,0.0038151526272802716,-0.005678815016954997,0.0
2020-01-07,0.0,-0.0033264162798819497,-0.00013872211912824284,-0.0028118757761316227,-0.004916339169276918,0.0
2020-01-08,0.000218745397049247,0.0030949512509226285,0.007516025508161439,0.005329210085254665,-0.0066103968573315575,0.0
2020-01-09,0.00010900721653150924,0.0012095907103433223,0.008473565403384953,0.006780782448981171,0.003510086764857867,0.0
2020-01-10,0.0,-0.0037458970832873195,-0.0025572485294051983,-0.002877417801207427,0.008890682840206887,0.0
2020-01-13,0.0,0.006489441570073806,0.011536759693577148,0.006877245347345795,-0.0030332196944228285,0.0
2020-01-14,0.0,0.003675644822002555,-0.003937542109735848,-0.001524551700256449,0.005144004574431316,0.0
2020-01-15,0.00010919049252322566,0.004802750797502586,0.0004089124373400921,0.0022598589652733647,0.006631248662817946,0.0
2020-01-16,0.00021904011839279924,0.012905445514520109,0.009583644327382457,0.008318474083208294,-0.0031504250989333737,0.0
2020-01-17,-0.00010944730185580287,-0.002713291926912942,0.0049486608714952585,0.003112512162024572,-0.008548035895233452,0.0
2020-01-21,0.00010945928187888754,-0.008280777441086906,-0.0004474698626817375,-0.0019583458238074947,0.01050581421437835,0.0
2020-01-22,0.0,-0.0006562545396010533,0.002642252671254619,0.00012082738410934546,0.003512987751578711,0.0
2020-01-23,0.0001092522086261205,-0.0006562926204697339,0.0032162004051965454,0.0011468168846020532,0.0070016385203075515,0.0
2020-01-24,0.0,-0.01230241287453493,-0.008415354642562156,-0.008893261188383739,0.008088932775217383,0.0
2020-01-27,0.00010894766600832995,-0.011367044466941811,-0.02065562316224634,-0.016029306819568823,0.015554661787722468,0.0
2020-01-28,0.0,0.008317477482410185,0.015359846637899244,0.01047935414359391,-0.007831408808300133,0.0
2020-01-29,0.00010932589904211198,-0.005701248584919494,0.0016255308021448922,-0.0008264347460389398,0.009778851596866645,0.0
2020-01-30,0.0,0.0,0.0035618232377223613,0.003245664434881501,0.00013848819248796218,0.0
2020-01-31,0.0,-0.02074046573862154,-0.015858116843030512,-0.018157653680715757,0.009129999359322571,0.0
2020-02-03,8.737314681894759e-05,0.011150497838229523,0.015109212197464306,0.00742843414210359,-0.0008105128858516553,0.0
2020-02-04,0.0,0.015093726699623389,0.022888957580507574,0.01524102641453906,-0.013466670028944971,0.0
2020-02-05,0.00021870630200804264,0.015415243528006828,0.003297245309002994,0.011547935220721728,-0.010934890550360232,0.0
2020-02-06,0.00010967043692500233,-0.0022711436003306495,0.008631899649151675,0.0033651104856597946,0.00450658017230765,0.0
2020-02-07,0.0,-0.012280498523388417,-0.004300893702725461,-0.0053294837908287596,0.012478508274647027,0.0
2020-02-10,-0.0001096584106392573,0.005640513157936677,0.01208571604997477,0.007464784327060547,0.0027691598806789397,0.0
2020-02-11,0.00010967043692500233,0.006935413656357969,0.00017240078212288346,0.0017334081889706088,-0.005040303893736775,0.0
2020-02-12,0.00010936598821098542,0.006887940702083428,0.009740771366310241,0.006442742644124033,-0.005065774521248789,0.0
2020-02-13,0.0001087692476979818,0.002617364612615747,-0.0012805480159605587,-0.0010672291176977433,0.00383634551661749,0.0
2020-02-14,0.0,-0.003856432071930982,0.002863654366312529,0.0016022081542672595,0.004377365705438896,0.0
2020-02-18,0.00010973194707264433,-0.002143873390710427,0.00038353837911064836,-0.002577030768113775,0.006848425423729543,0.0
2020-02-19,0.0,0.005132991683973964,0.009585322289560994,0.004781268630470681,-6.782526968307501e-05,0.0
2020-02-20,0.0,0.0024345031574952714,-0.009283254295773924,-0.004107892263650048,0.007832797133653813,0.0
2020-02-21,0.00021875771924850795,-0.010129478369202971,-0.0192093973976164,-0.010298254530115125,0.00934077681493406,0.0
2020-02-24,-0.00010959848958669305,-0.030101875345878715,-0.03856349646836288,-0.03316549723329587,0.014927801038044253,0.0
2020-02-25,0.0,-0.03554015049785497,-0.027191875458206116,-0.03030273921169746,0.0053248171555073665,0.0
2020-02-26,0.00021873384767445714,-0.01157956313078723,0.005153986308656933,-0.0036776497298004474,-0.005296613656244564,0.0
2020-02-27,0.00021878342389247685,-0.035210531714691906,-0.05007381435015246,-0.04491189694591402,0.010849258550571506,0.0
2020-02-28,-0.00010975733986384739,-0.018314907907095224,0.0007780532090579939,-0.004201400354846063,0.02258374164869026,0.0
2020-03-02,0.00029551049047626954,0.03211933009253731,0.05160318939756592,0.0433062718548296,-0.007357430575336776,0.0
2020-03-03,0.00021859758113262906,-0.020393321407898735,-0.03206718596797753,-0.028632070582510827,0.015525556463098722,0.0
2020-03-04,0.00043709961334692515,0.028455793707453436,0.04172254374793294,0.04203295085191194,-0.010618629820988934,0.0
2020-03-05,0.00021874624151529964,-0.03180866583427866,-0.030382284941395832,-0.03324181754778288,0.024891534889279976,0.0
2020-03-06,0.0,-0.019820936939171196,-0.016872443484242328,-0.016530893893759613,0.05204421001900017,0.0
2020-03-09,0.00043661851799536855,-0.09723020968602603,-0.06946431685457588,-0.07809441632628755,0.027103064344258243,0.0
2020-03-10,-0.0002182139827319185,0.031221421094066892,0.05445084081585705,0.0517448384769994,-0.05125830832553602,0.0
2020-03-11,0.00021826161046711867,-0.06360164040302585,-0.043554990784814285,-0.04874860631667621,-0.03679731295745303,0.0
2020-03-12,0.00010949596459730593,-0.11050234757896216,-0.09169147837725944,-0.09567719327122237,0.006196915013044979,0.0
2020-03-13,0.00021809285913620968,0.0669825473868848,0.08470552920254981,0.08548646511002045,-0.02260336354022896,0.0
2020-03-16,0.0001091684696963302,-0.13266930207358874,-0.11978802264472488,-0.10942391350046621,0.06476508670099945,0.0
2020-03-17,0.0,0.045840586653541404,0.07584169594725743,0.05399196980979504,-0.06668259253801334,0.0
2020-03-18,0.00021850750818241949,-0.07751221226025662,-0.030415977139398254,-0.050632893883156505,-0.05641260322461916,0.0
2020-03-19,-0.00021845977308165843,0.03901188087191154,0.006002334743724802,0.002124865287939537,0.027225562057360708,0.0
2020-03-20,0.0003274696597270754,-0.02377981022258524,-0.03917603201608133,-0.04309392800704803,0.07519515252897047,0.0
2020-03-23,-0.00021795013188263823,-0.014792996645303202,0.0007220198547122081,-0.025568367631030764,0.04120976021590228,0.0
