datetime,UPRO,TQQQ,URTY,TMF,CASH,SPY
2023-12-28 05:00:00,0.0010955411835322714,-0.0014957786071091506,-0.01146236397270229,0.011481251845334878,0.0001,0.0003777465320768947
2023-12-29 05:00:00,-0.00872258796355952,-0.013020922336841496,-0.04899868645425865,-0.0003218858535610124,0.0001,-0.0028949631836203693
2024-01-02 05:00:00,-0.01682674135309526,-0.05080444973131538,-0.01782455507155934,0.021377435975301548,0.0001,-0.005596347646798949
2024-01-03 05:00:00,-0.02453785709248236,-0.031782153068800174,-0.08002967916650783,0.04508451812346302,0.0001,-0.008166719559927982
2024-01-04 05:00:00,-0.009700873821730467,-0.015477158157131361,-0.005907935281905481,-0.002280823568452813,0.0001,-0.0032210584696773514
2024-01-05 05:00:00,0.004071187052119722,0.0035203918265267406,-0.008860317337473951,-0.007100650847720649,0.0001,0.0013696284882727117
2024-01-08 05:00:00,0.04279013540504816,0.06196608230563782,0.05398558748639592,0.02286811176771213,0.0001,0.014275944605915525
2024-01-09 05:00:00,-0.004588899424076594,0.005888959199352721,-0.026876513031719347,0.01996809988539821,0.0001,-0.001517067003792727
2024-01-10 05:00:00,0.016928622174792178,0.02029501877768957,0.0016548696747000701,-0.017248851436314525,0.0001,0.005655440195830197
2024-01-11 05:00:00,-0.001359672560759424,0.006204651648501473,-0.02356650710656761,0.013440878029630537,0.0001,-0.0004406580493536705
2024-01-12 05:00:00,0.0020406053555388423,0.0015013268712884486,-0.004997657079709901,-0.011892684914636102,0.0001,0.0006927679227457517
2024-01-16 05:00:00,-0.011051376351776894,-0.0003306957757224295,-0.03714373784756853,-0.007365980775262665,0.0001,-0.003671225979692827
2024-01-17 05:00:00,-0.01671384015990319,-0.0169599488522374,-0.02141686420603351,0.011600490160852522,0.0001,-0.005558713915734925
2024-01-18 05:00:00,0.026640825375651593,0.042544752902348375,0.017695043829226702,-0.055299463165963625,0.0001,0.008892841262783335
2024-01-19 05:00:00,0.037360777945671934,0.059455267518680126,0.02876607913189754,-0.054530748673996376,0.0001,0.012466158786123449
2024-01-22 05:00:00,0.006305190711112012,0.003879866523908364,0.06403754972948317,-0.01575816586337096,0.0001,0.002114296374603475
2024-01-23 05:00:00,0.008711913749883442,0.012411024703987465,-0.008738217391023435,-0.02741356511318379,0.0001,0.002916537387527285
2024-01-24 05:00:00,0.0032415987039948677,0.01661007716111817,-0.02468432799885934,0.0063509280231899565,0.0001,0.0010930990388977602
2024-01-25 05:00:00,0.016279077787882505,0.003625735351949537,0.024813093931404843,-0.02754670345096635,0.0001,0.005438925400193639
2024-01-26 05:00:00,-0.0038489395249247174,-0.017910338262587262,0.00011538624311601561,-0.03260460841102176,0.0001,-0.0012704137040754349
2024-01-29 05:00:00,0.023720533876339094,0.030683615383578104,0.052467659276861804,0.0268169351847002,0.0001,0.007919410763012502
2024-01-30 05:00:00,-0.0023582146257789052,-0.020007335222227647,-0.025613145983030557,-0.004649704505352651,0.0001,-0.0007735054043601641
2024-01-31 05:00:00,-0.04898960209784154,-0.05879622180794886,-0.07332685930491434,0.0187105892340563,0.0001,-0.016317301228381043
2024-02-01 05:00:00,0.03922671510618802,0.03528858405366563,0.03977980469804398,-0.047979755168987184,0.0001,0.01308813783962881
2024-02-02 05:00:00,0.03154447656686043,0.05066392290141963,-0.015848177332059905,-0.02416220059970394,0.0001,0.010527391659852947
2024-02-05 05:00:00,-0.010961133226089721,-0.003953691046902914,-0.038153021698537744,0.006442090369469775,0.0001,-0.003641144937797103
2024-02-06 05:00:00,0.008672077244595615,-0.0060594045627744356,0.02700200149352238,-0.03071552130644214,0.0001,0.0029032585524313426
2024-02-07 05:00:00,0.024983557508593927,0.03083299547630757,-0.007008318539718512,0.00021605889958984097,0.0001,0.00834041864043078
2024-02-08 05:00:00,0.0012873367208090446,0.005517985746657177,0.045454486661310904,-0.014922344823032896,0.0001,0.0004416783778358191
2024-02-09 05:00:00,0.017300558129282655,0.029491634520132363,0.048751493532241945,-0.013112293752985983,0.0001,0.0057794188473270225
2024-02-12 05:00:00,-0.0013545379976943673,-0.011775485851206698,0.05444208487214163,-0.014023318807010913,0.0001,-0.0004389465283319849
2024-02-13 05:00:00,-0.0413567131438255,-0.04682871233285269,-0.12346103305991929,0.058873077615855016,0.0001,-0.013773004910375697
2024-02-14 05:00:00,0.027225093038078844,0.032653936169030555,0.06964011876010878,-0.009909164369736424,0.0001,0.009087597150259086
2024-02-15 05:00:00,0.02066150129847543,0.008895407168760798,0.07996029284929151,-0.03267303616210643,0.0001,0.006899733237057948
2024-02-16 05:00:00,-0.01497763984812784,-0.027240754729008783,-0.04083206350759173,0.024926803424622872,0.0001,-0.004979980478476476
2024-02-20 05:00:00,-0.016553884274843174,-0.022682100019870262,-0.041394437478452624,-0.023562836515807834,0.0001,-0.005505395287381587
2024-02-21 05:00:00,0.0026799117008373605,-0.012042753172597072,-0.014217103078828848,0.004018308772122641,0.0001,0.0009058700378452578
2024-02-22 05:00:00,0.06204874393560544,0.08778918535412994,0.022696463454534126,-0.06880559176327493,0.0001,0.02069548078276795
2024-02-23 05:00:00,0.002031267104543037,-0.008871902991875465,0.006731254655893741,-0.032643857072850814,0.0001,0.0006896551724138167
2024-02-26 05:00:00,-0.01102519472066344,-0.0016174410749080282,0.018872702307697768,0.008527039400392756,0.0001,-0.003662498769321676
2024-02-27 05:00:00,0.005535534259883727,0.0071779698956282376,0.042467894428465096,0.015729312516232136,0.0001,0.0018577442241940467
