ticker,price,avg_volume,data_points
CFG,45.784019470214844,3997720.0,1016
HON,205.30093383789062,3936718.65,1016
DG,66.9638442993164,3881075.0,1016
LLY,720.3470458984375,3835720.0,1016
XEL,64.61151885986328,3750845.0,1016
CCI,86.59813690185547,3748805.0,1016
APTV,61.15999984741211,3669325.0,1016
TMUS,215.60617065429688,3639000.0,1016
VTI,292.6280517578125,3629335.0,1016
IBM,219.12826538085938,3620890.0,1016
ETSY,53.119998931884766,3583050.0,1016
AMGN,263.53192138671875,3507500.0,1016
MMM,138.41668701171875,3492510.0,1016
IP,54.69932174682617,3463890.0,1016
EOG,131.69821166992188,3441660.0,1016
MET,84.33525848388672,3366675.0,1016
HD,399.42193603515625,3198340.0,1016
DIA,428.0420227050781,3189375.0,1016
PSX,116.16996765136719,3170115.0,1016
DHR,236.87197875976562,3167485.0,1016
MPC,149.38296508789062,3150940.0,1016
EL,76.5105972290039,3134420.0,1016
VLO,136.74327087402344,3130300.0,1016
DUK,105.44621276855469,3128610.0,1016
AEP,93.97498321533203,3075995.0,1016
MCD,274.5462951660156,2963860.0,1016
ADI,215.60438537597656,2927380.0,1016
EMR,122.44432830810547,2897635.0,1016
DLTR,72.06999969482422,2861405.0,1016
OVV,44.39409637451172,2831975.0,1016
WELL,127.11009979248047,2811245.0,1016
ACN,349.1042175292969,2794595.0,1016
COF,188.56509399414062,2740475.0,1016
ZTS,163.01832580566406,2725405.0,1016
AMT,183.93475341796875,2661735.0,1016
MA,521.6878662109375,2629770.0,1016
FIS,77.02943420410156,2549140.0,1016
EXEL,36.20000076293945,2505980.0,1016
DASH,174.47999572753906,2471060.0,1016
NUE,122.53284454345703,2444425.0,1016
FISV,208.5800018310547,2430635.0,1016
UNP,228.8003692626953,2413955.0,1016
AXP,309.26885986328125,2412755.0,1016
LOW,254.78941345214844,2411030.0,1016
PGR,228.86361694335938,2404330.0,1016
LIN,430.207275390625,2386035.0,1016
SWKS,89.85983276367188,2358600.0,1016
OMC,82.28910064697266,2314810.0,1016
BALL,53.46057891845703,2301045.0,1016
BWA,31.810184478759766,2299875.0,1016
GS,613.421142578125,2299390.0,1016
PAYX,141.84202575683594,2299255.0,1016
FANG,175.2056427001953,2291020.0,1016
CE,72.43167114257812,2274670.0,1016
ETN,342.82073974609375,2247370.0,1016
ES,55.2225227355957,2245405.0,1016
IR,91.78900146484375,2232265.0,1016
PNC,191.5613555908203,2210530.0,1016
STT,94.79224395751953,2180965.0,1016
NXPI,211.38819885253906,2135195.0,1016
VRTX,422.0,2097690.0,1016
MGY,25.83382797241211,2061430.0,1016
CAT,379.3897399902344,2042065.0,1016
COST,938.2938232421875,2038175.0,1016
PPG,117.1444091796875,2029705.0,1016
KMB,122.21631622314453,2020245.0,1016
ALB,95.50822448730469,1997910.0,1016
AFL,104.20101928710938,1909770.0,1016
DLR,173.09442138671875,1863255.0,1016
CF,94.72676086425781,1852390.0,1016
CB,267.72943115234375,1830540.0,1016
TMO,557.6779174804688,1822495.0,1016
CI,278.2703552246094,1819415.0,1016
YUM,122.93992614746094,1803880.0,1016
ADP,289.7576599121094,1713270.0,1016
ALL,185.2635498046875,1708520.0,1016
ELV,377.97576904296875,1686685.0,1016
INTU,600.0578002929688,1661140.0,1016
FMC,50.79148483276367,1658490.0,1016
INCY,71.93000030517578,1636160.0,1016
SHW,350.8545227050781,1605120.0,1016
ISRG,592.6400146484375,1597065.0,1016
WEC,95.76915740966797,1588535.0,1016
IONS,31.43000030517578,1549615.0,1016
GPN,107.14181518554688,1530120.0,1016
BMRN,61.529998779296875,1517825.0,1016
GD,261.6216125488281,1507845.0,1016
HIG,110.07132720947266,1502525.0,1016
SPG,165.73617553710938,1491825.0,1016
BIIB,140.5500030517578,1451910.0,1016
ODFL,188.195556640625,1402725.0,1016
EXPE,185.7803955078125,1376880.0,1016
PRU,113.1348876953125,1373680.0,1016
APD,309.5470275878906,1329725.0,1016
FOUR,114.23999786376953,1247180.0,1016
DE,449.29339599609375,1237545.0,1016
TRV,235.67654418945312,1237475.0,1016
LMT,476.2803955078125,1191295.0,1016
KLAC,751.0504760742188,1159325.0,1016
ECL,235.002685546875,1143925.0,1016
TT,386.3914794921875,1130170.0,1016
EMN,89.09097290039062,1104590.0,1016
AME,179.52151489257812,1028685.0,1016
DTM,109.0672836303711,991895.0,892
FOX,45.196990966796875,978040.0,1016
CHTR,351.3699951171875,975355.0,1016
PKG,232.00648498535156,936620.0,1016
ITW,250.1029510498047,934290.0,1016
REGN,677.8207397460938,856915.0,1016
L,86.0183334350586,841565.0,1016
DOV,192.9152374267578,784745.0,1016
BLK,984.7732543945312,782740.0,1016
ROK,281.99224853515625,776855.0,1016
SRPT,118.0,750515.0,1016
PSA,284.1009216308594,739620.0,1016
LEA,91.41728210449219,725425.0,1016
VMC,268.11090087890625,707500.0,1016
MCK,590.0730590820312,694930.0,1016
NOC,474.14666748046875,687655.0,1016
GNRC,161.24000549316406,683245.0,1016
ROP,518.8899536132812,664935.0,1016
BNTX,111.93000030517578,662780.0,1016
ALNY,246.27000427246094,654130.0,1016
AVB,210.55007934570312,634285.0,1016
CMI,359.15313720703125,607715.0,1016
PH,662.9956665039062,579530.0,1016
EQIX,895.0628662109375,527675.0,1016
TM,177.2899932861328,507010.0,1016
IEX,212.3734893798828,482740.0,1016
STE,208.04727172851562,474885.0,1016
MLM,539.4436645507812,393405.0,1016
POOL,344.6086730957031,391310.0,1016
WEX,183.7899932861328,381030.0,1016
WSO,482.33197021484375,232560.0,1016
RACE,432.4232177734375,219365.0,1016
BKNG,4890.46240234375,210645.0,1016
